token,label,sentence
never,O,69
lost,O,69
the,O,69
breadth,O,69
of,O,69
her,O,69
accent,O,69
.,O,69
Her,O,70
tears,EVENT,70
increased,EVENT,70
her,O,70
emotion,EVENT,70
",",O,70
and,O,70
she,O,70
pressed,EVENT,70
the,O,70
little,O,70
boy,O,70
to,O,70
her,O,70
heart,O,70
.,O,70
She,O,71
felt,O,71
vaguely,O,71
the,O,71
pity,O,71
of,O,71
that,O,71
child,O,71
deprived,EVENT,71
of,O,71
the,O,71
only,O,71
love,O,71
in,O,71
the,O,71
world,O,71
that,O,71
is,O,71
quite,O,71
unselfish,O,71
.,O,71
It,O,72
seemed,O,72
dreadful,O,72
that,O,72
he,O,72
must,O,72
be,O,72
handed,O,72
over,O,72
to,O,72
strangers,O,72
.,O,72
But,O,73
in,O,73
a,O,73
little,O,73
while,O,73
she,O,73
pulled,EVENT,73
herself,O,73
together,O,73
.,O,73
she,O,74
said,EVENT,74
.,O,74
he,O,75
answered,EVENT,75
",",O,75
instinctively,O,75
anxious,EVENT,75
to,O,75
hide,O,75
his,O,75
tears,EVENT,75
.,O,75
He,O,76
fetched,EVENT,76
it,O,76
",",O,76
and,O,76
when,O,76
he,O,76
came,EVENT,76
down,O,76
Emma,O,76
was,O,76
waiting,EVENT,76
for,O,76
him,O,76
in,O,76
the,O,76
hall,O,76
.,O,76
He,O,77
heard,EVENT,77
the,O,77
sound,O,77
of,O,77
voices,EVENT,77
in,O,77
the,O,77
study,O,77
behind,O,77
the,O,77
dining-room,O,77
.,O,77
He,O,78
paused,EVENT,78
.,O,78
He,O,79
knew,O,79
that,O,79
Miss,O,79
Watkin,O,79
and,O,79
her,O,79
sister,O,79
were,O,79
talking,EVENT,79
to,O,79
friends,O,79
",",O,79
and,O,79
it,O,79
seemed,O,79
to,O,79
him,O,79
--,O,79
he,O,79
was,O,79
nine,O,79
years,O,79
old,O,79
--,O,79
that,O,79
if,O,79
he,O,79
went,O,79
in,O,79
they,O,79
would,O,79
be,O,79
sorry,O,79
for,O,79
him,O,79
.,O,79
said,EVENT,80
Emma,O,80
.,O,80
he,O,81
said,EVENT,81
.,O,81
He,O,82
wished,O,82
to,O,82
make,O,82
the,O,82
most,O,82
of,O,82
his,O,82
opportunity,EVENT,82
.,O,82
Emma,O,83
knocked,EVENT,83
at,O,83
the,O,83
door,O,83
and,O,83
walked,EVENT,83
in,O,83
.,O,83
He,O,84
heard,EVENT,84
her,O,84
speak,EVENT,84
.,O,84
There,O,85
was,O,85
a,O,85
sudden,O,85
hush,EVENT,85
of,O,85
the,O,85
conversation,EVENT,85
",",O,85
and,O,85
Philip,O,85
limped,EVENT,85
in,O,85
.,O,85
Henrietta,O,86
Watkin,O,86
was,O,86
a,O,86
stout,O,86
woman,O,86
",",O,86
with,O,86
a,O,86
red,O,86
face,O,86
and,O,86
dyed,O,86
hair,O,86
.,O,86
In,O,87
those,O,87
days,O,87
to,O,87
dye,O,87
the,O,87
hair,O,87
excited,O,87
comment,O,87
",",O,87
and,O,87
Philip,O,87
had,O,87
heard,O,87
much,O,87
gossip,O,87
at,O,87
home,O,87
when,O,87
his,O,87
godmother,O,87
's,O,87
changed,EVENT,87
colour,O,87
.,O,87
She,O,88
lived,O,88
with,O,88
an,O,88
elder,O,88
sister,O,88
",",O,88
who,O,88
had,O,88
resigned,O,88
herself,O,88
contentedly,O,88
to,O,88
old,O,88
age,O,88
.,O,88
Two,O,89
ladies,O,89
",",O,89
whom,O,89
Philip,O,89
did,O,89
not,O,89
know,O,89
",",O,89
were,O,89
calling,EVENT,89
",",O,89
and,O,89
they,O,89
looked,EVENT,89
at,O,89
him,O,89
curiously,O,89
.,O,89
said,EVENT,90
Miss,O,90
Watkin,O,90
",",O,90
opening,EVENT,90
her,O,90
arms,O,90
.,O,90
She,O,91
began,O,91
to,O,91
cry,EVENT,91
.,O,91
Philip,O,92
understood,EVENT,92
now,O,92
why,O,92
she,O,92
had,O,92
not,O,92
been,O,92
in,O,92
to,O,92
luncheon,EVENT,92
and,O,92
why,O,92
she,O,92
wore,O,92
a,O,92
black,O,92
dress,O,92
.,O,92
She,O,93
could,O,93
not,O,93
speak,O,93
.,O,93
said,EVENT,94
Philip,O,94
",",O,94
at,O,94
last,O,94
.,O,94
He,O,95
disengaged,EVENT,95
himself,O,95
from,O,95
Miss,O,95
Watkin,O,95
's,O,95
arms,O,95
",",O,95
and,O,95
she,O,95
kissed,EVENT,95
him,O,95
again,O,95
.,O,95
Then,O,96
he,O,96
went,EVENT,96
to,O,96
her,O,96
sister,O,96
and,O,96
bade,EVENT,96
her,O,96
good-bye,O,96
too,O,96
.,O,96
One,O,97
of,O,97
the,O,97
strange,O,97
ladies,O,97
asked,EVENT,97
if,O,97
she,O,97
might,O,97
kiss,O,97
him,O,97
",",O,97
and,O,97
he,O,97
gravely,O,97
gave,O,97
her,O,97
permission,EVENT,97
.,O,97
Though,O,98
crying,EVENT,98
",",O,98
he,O,98
keenly,O,98
enjoyed,EVENT,98
the,O,98
sensation,EVENT,98
he,O,98
was,O,98
causing,O,98
;,O,98
he,O,98
would,O,98
have,O,98
been,O,98
glad,O,98
to,O,98
stay,O,98
a,O,98
little,O,98
longer,O,98
to,O,98
be,O,98
made,O,98
much,O,98
of,O,98
",",O,98
but,O,98
felt,EVENT,98
they,O,98
expected,O,98
him,O,98
to,O,98
go,O,98
",",O,98
so,O,98
he,O,98
said,EVENT,98
that,O,98
Emma,O,98
was,O,98
waiting,EVENT,98
for,O,98
him,O,98
.,O,98
He,O,99
went,EVENT,99
out,O,99
of,O,99
the,O,99
room,O,99
.,O,99
Emma,O,100
had,O,100
gone,EVENT,100
downstairs,O,100
to,O,100
speak,EVENT,100
with,O,100
a,O,100
friend,O,100
in,O,100
the,O,100
basement,O,100
",",O,100
and,O,100
he,O,100
waited,EVENT,100
for,O,100
her,O,100
on,O,100
the,O,100
landing,O,100
.,O,100
He,O,101
heard,EVENT,101
Henrietta,O,101
Watkin,O,101
's,O,101
voice,EVENT,101
.,O,101
said,EVENT,102
her,O,102
sister,O,102
.,O,102
Then,O,103
one,O,103
of,O,103
the,O,103
strangers,O,103
spoke,EVENT,103
.,O,103
Then,O,104
Emma,O,104
came,EVENT,104
back,O,104
.,O,104
They,O,105
called,EVENT,105
a,O,105
hansom,O,105
",",O,105
and,O,105
she,O,105
told,EVENT,105
the,O,105
driver,O,105
where,O,105
to,O,105
go,O,105
.,O,105
III,O,106
When,O,106
they,O,106
reached,EVENT,106
the,O,106
house,O,106
Mrs.,O,106
Carey,O,106
had,O,106
died,EVENT,106
in,O,106
--,O,106
it,O,106
was,O,106
in,O,106
a,O,106
dreary,O,106
",",O,106
respectable,O,106
street,O,106
between,O,106
Notting,O,106
Hill,O,106
Gate,O,106
and,O,106
High,O,106
Street,O,106
",",O,106
Kensington,O,106
--,O,106
Emma,O,106
led,EVENT,106
Philip,O,106
into,O,106
the,O,106
drawing-room,O,106
.,O,106
His,O,107
uncle,O,107
was,O,107
writing,EVENT,107
letters,O,107
of,O,107
thanks,O,107
for,O,107
the,O,107
wreaths,O,107
which,O,107
had,O,107
been,O,107
sent,EVENT,107
.,O,107
One,O,108
of,O,108
them,O,108
",",O,108
which,O,108
had,O,108
arrived,EVENT,108
too,O,108
late,O,108
for,O,108
the,O,108
funeral,EVENT,108
",",O,108
lay,O,108
in,O,108
its,O,108
cardboard,O,108
box,O,108
on,O,108
the,O,108
hall-table,O,108
.,O,108
said,EVENT,109
Emma,O,109
.,O,109
