token,label,sentence
would,0,6
help,0,6
",",0,6
she,ENTITY,6
assumed,0,6
",",0,6
this,ENTITY,6
poet,0,6
-,0,6
turned,0,6
-,0,6
fiction,0,6
-,0,6
writer,ENTITY,6
and,0,6
connect,0,6
her,ENTITY,6
with,0,6
editors,0,6
:,0,6
Tosui,0,6
Nakarai,0,6
.,0,6
She,ENTITY,7
fell,0,7
in,0,7
love,0,7
with,0,7
him,0,7
right,0,7
away,0,7
",",0,7
not,0,7
knowing,0,7
that,0,7
",",0,7
at,0,7
31,0,7
",",0,7
he,0,7
had,0,7
a,0,7
reputation,0,7
as,0,7
a,0,7
womanizer,0,7
.,0,7
Nor,0,8
did,0,8
she,ENTITY,8
realize,0,8
that,0,8
he,0,8
wrote,0,8
popular,0,8
literature,0,8
which,0,8
aimed,0,8
to,0,8
please,0,8
the,0,8
general,0,8
public,0,8
and,0,8
in,0,8
no,0,8
way,0,8
wished,0,8
to,0,8
be,0,8
associated,0,8
with,0,8
serious,0,8
literature,0,8
.,0,8
Her,ENTITY,9
mentor,0,9
did,0,9
not,0,9
return,0,9
her,ENTITY,9
passionate,0,9
",",0,9
if,0,9
discreet,0,9
",",0,9
love,0,9
for,0,9
him,0,9
",",0,9
and,0,9
instead,0,9
treated,0,9
her,ENTITY,9
as,0,9
a,0,9
younger,0,9
sister,0,9
.,0,9
This,0,10
failed,0,10
relationship,0,10
would,0,10
become,0,10
a,0,10
recurrent,0,10
theme,0,10
in,0,10
Higuchi,ENTITY,10
's,ENTITY,10
fiction,ENTITY,10
.,0,10
Eventually,0,11
",",0,11
she,ENTITY,11
got,0,11
the,0,11
break,0,11
she,ENTITY,11
was,0,11
so,0,11
eager,0,11
for,0,11
:,0,11
her,ENTITY,11
first,0,11
stories,ENTITY,11
were,0,11
published,0,11
in,0,11
a,0,11
minor,0,11
newspaper,0,11
under,0,11
her,ENTITY,11
pen,0,11
name,0,11
",",0,11
Ichiyo,0,11
Higuchi,0,11
.,0,11
The,ENTITY,12
stories,0,12
from,0,12
this,0,12
first,0,12
period,0,12
(,0,12
1892,0,12
–,0,12
94,0,12
),ENTITY,12
suffered,0,12
from,0,12
the,0,12
excessive,0,12
influence,0,12
of,0,12
Heian,0,12
poetry,0,12
.,0,12
Higuchi,ENTITY,13
felt,0,13
compelled,0,13
to,0,13
demonstrate,0,13
her,ENTITY,13
classical,0,13
literary,0,13
training,0,13
.,0,13
The,ENTITY,14
plots,ENTITY,14
were,0,14
thin,0,14
",",0,14
there,0,14
was,0,14
little,0,14
development,0,14
of,0,14
character,0,14
and,0,14
they,ENTITY,14
were,0,14
loaded,0,14
down,0,14
by,0,14
excessive,0,14
sentiment,0,14
",",0,14
especially,0,14
when,0,14
compared,0,14
to,0,14
what,0,14
she,ENTITY,14
was,0,14
writing,0,14
concurrently,0,14
in,0,14
her,ENTITY,14
diary,0,14
.,0,14
But,0,15
she,ENTITY,15
was,0,15
developing,0,15
rapidly,0,15
.,0,15
Several,0,16
of,0,16
her,ENTITY,16
trademark,0,16
themes,0,16
appear,0,16
;,0,16
for,0,16
example,0,16
",",0,16
the,0,16
triangular,0,16
relationship,0,16
among,0,16
a,ENTITY,16
lonely,0,16
",",0,16
beautiful,0,16
",",0,16
young,0,16
woman,0,16
who,0,16
has,0,16
lost,0,16
her,0,16
parents,ENTITY,16
",",0,16
a,0,16
handsome,0,16
man,0,16
who,0,16
has,0,16
abandoned,0,16
her,ENTITY,16
(,0,16
and,0,16
remains,0,16
in,0,16
the,0,16
background,0,16
),0,16
",",0,16
and,0,16
a,0,16
lonely,0,16
and,0,16
desperate,0,16
ragamuffin,0,16
who,0,16
falls,0,16
in,0,16
love,0,16
with,0,16
her,ENTITY,16
.,0,16
Another,0,17
theme,0,17
Higuchi,ENTITY,17
repeated,0,17
was,0,17
the,0,17
ambition,0,17
and,0,17
cruelty,0,17
of,0,17
the,0,17
Meiji,0,17
middle,0,17
class,0,17
.,0,17
The,ENTITY,18
story,0,18
"""",0,18
Umoregi,0,18
"""",ENTITY,18
(,0,18
"""",0,18
In,ENTITY,18
Obscurity,ENTITY,18
"""",0,18
),0,18
signaled,0,18
Higuchi,ENTITY,18
's,ENTITY,18
arrival,0,18
as,0,18
a,0,18
professional,0,18
writer,0,18
.,0,18
It,ENTITY,19
was,0,19
published,0,19
in,0,19
the,0,19
prestigious,0,19
journal,0,19
Miyako,0,19
no,0,19
Hana,0,19
in,0,19
1892,0,19
",",0,19
only,0,19
nine,0,19
months,0,19
after,0,19
she,ENTITY,19
had,0,19
started,0,19
writing,0,19
in,0,19
earnest,0,19
.,0,19
Her,ENTITY,20
work,ENTITY,20
was,0,20
noticed,0,20
and,0,20
she,ENTITY,20
was,0,20
recognized,0,20
as,0,20
a,ENTITY,20
promising,0,20
new,0,20
author,ENTITY,20
.,0,20
Her,ENTITY,21
last,0,21
years,0,21
In,0,21
1893,0,21
",",0,21
Higuchi,ENTITY,21
",",0,21
her,ENTITY,21
mother,0,21
and,0,21
her,ENTITY,21
sister,0,21
abandoned,0,21
their,0,21
middle,0,21
class,0,21
house,0,21
and,0,21
",",0,21
with,0,21
a,0,21
grim,0,21
determination,0,21
to,0,21
survive,0,21
",",0,21
moved,0,21
to,0,21
a,ENTITY,21
poor,0,21
neighborhood,0,21
where,0,21
they,0,21
opened,0,21
a,0,21
stationery,0,21
store,0,21
that,0,21
before,0,21
long,0,21
failed,ENTITY,21
.,0,21
Their,0,22
new,0,22
dwelling,0,22
was,0,22
a,0,22
five,0,22
-,0,22
minute,0,22
walk,0,22
from,0,22
Tokyo,ENTITY,22
's,ENTITY,22
ill,0,22
-,0,22
famed,0,22
red,0,22
-,0,22
light,0,22
district,0,22
",",0,22
the,0,22
Yoshiwara,ENTITY,22
.,0,22
Her,ENTITY,23
experience,0,23
living,0,23
in,0,23
this,ENTITY,23
neighborhood,ENTITY,23
would,0,23
provide,0,23
material,0,23
for,0,23
several,0,23
of,0,23
her,ENTITY,23
later,0,23
stories,0,23
",",0,23
especially,0,23
"""",0,23
Takekurabe,0,23
"""",0,23
",",0,23
(,0,23
literally,0,23
",",0,23
"""",0,23
Comparing,0,23
heights,0,23
"""",0,23
;,0,23
"""",0,23
Child,0,23
's,0,23
Play,0,23
"""",0,23
in,0,23
the,0,23
Robert,0,23
Lyons,0,23
Danly,0,23
translation,0,23
;,0,23
also,0,23
called,0,23
"""",0,23
Growing,0,23
Up,0,23
"""",0,23
in,0,23
the,0,23
Edward,0,23
Seidensticker,0,23
translation,0,23
.,0,23
),0,24
The,0,24
stories,0,24
of,0,24
her,ENTITY,24
mature,0,24
period,0,24
(,0,24
1894,0,24
–,0,24
96,0,24
),0,24
were,0,24
not,0,24
only,0,24
marked,0,24
by,0,24
her,ENTITY,24
experience,0,24
living,0,24
near,0,24
the,ENTITY,24
red,0,24
-,0,24
light,0,24
district,ENTITY,24
and,0,24
greater,0,24
concern,0,24
over,0,24
the,0,24
plight,0,24
of,0,24
women,0,24
",",0,24
but,0,24
also,0,24
by,0,24
the,0,24
influence,0,24
of,0,24
Ihara,ENTITY,24
Saikaku,0,24
",",0,24
a,0,24
17th,0,24
-,0,24
century,0,24
writer,0,24
",",0,24
whose,0,24
stories,0,24
she,ENTITY,24
had,0,24
recently,0,24
discovered,ENTITY,24
.,0,24
His,ENTITY,25
distinctiveness,0,25
lay,0,25
in,0,25
great,0,25
part,0,25
in,0,25
his,ENTITY,25
acceptance,0,25
of,0,25
low,0,25
-,0,25
life,0,25
characters,0,25
as,0,25
worthwhile,0,25
literary,0,25
subjects,0,25
.,0,25
What,0,26
Higuchi,ENTITY,26
added,0,26
was,0,26
a,0,26
special,0,26
awareness,0,26
of,0,26
suffering,0,26
and,0,26
sensitivity,0,26
.,0,26
To,0,27
this,0,27
period,0,27
belong,0,27
"""",0,27
Ōtsugomori,0,27
"""",0,27
(,0,27
"""",0,27
On,0,27
the,0,27
Last,0,27
Day,0,27
of,0,27
the,0,27
Year,0,27
"""",0,27
),0,27
",",0,27
"""",0,27
Nigorie,0,27
"""",0,27
(,0,27
"""",0,27
Troubled,0,27
Waters,0,27
"""",0,27
),0,27
",",0,27
"""",0,27
Wakare,0,27
-,0,27
Michi,0,27
"""",0,27
(,0,27
"""",0,27
Separate,0,27
Ways,0,27
"""",0,27
),0,27
",",0,27
"""",0,27
Jūsan'ya,0,27
"""",0,27
(,0,27
"""",0,27
The,0,27
Thirteenth,0,27
Night,0,27
"""",0,27
),0,27
and,0,27
"""",0,27
Takekurabe,0,27
"""",0,27
(,0,27
"""",0,27
Child,0,27
's,0,27
Play,0,27
"""",0,27
),0,27
.,0,27
The,0,28
last,0,28
two,0,28
are,0,28
considered,0,28
her,ENTITY,28
best,0,28
work,0,28
.,0,28
With,0,29
these,0,29
last,0,29
stories,0,29
her,ENTITY,29
fame,0,29
spread,0,29
throughout,0,29
the,0,29
Tokyo,ENTITY,29
literary,0,29
establishment,0,29
.,0,29
In,0,30
her,ENTITY,30
humble,0,30
home,0,30
she,ENTITY,30
was,0,30
visited,0,30
by,0,30
other,0,30
writers,0,30
",",0,30
students,0,30
of,0,30
poetry,0,30
",",0,30
admirers,0,30
",",0,30
the,0,30
curious,0,30
",",0,30
critics,0,30
",",0,30
and,0,30
editors,0,30
requesting,0,30
her,ENTITY,30
collaboration,0,30
.,0,30
But,0,31
between,0,31
constant,0,31
interruptions,0,31
and,0,31
frequent,0,31
headaches,0,31
",",0,31
Higuchi,ENTITY,31
stopped,0,31
writing,0,31
.,0,31
As,0,32
her,ENTITY,32
father,0,32
and,0,32
one,0,32
of,0,32
her,ENTITY,32
brothers,0,32
had,0,32
before,0,32
her,ENTITY,32
",",0,32
she,ENTITY,32
had,0,32
caught,0,32
tuberculosis,0,32
.,0,32
She,ENTITY,33
died,0,33
on,0,33
November,0,33
23,0,33
",",0,33
1896,0,33
",",0,33
at,0,33
the,0,33
age,0,33
of,0,33
twenty,0,33
-,0,33
four,0,33
.,0,33
Higuchi,ENTITY,34
's,ENTITY,34
likeness,0,34
adorns,0,34
the,0,34
Japanese,0,34
5000,0,34
yen,0,34
banknote,0,34
as,0,34
of,0,34
fall,0,34
2004,0,34
",",0,34
becoming,0,34
the,0,34
third,0,34
woman,0,34
to,0,34
appear,0,34
on,0,34
a,0,34
Japanese,0,34
banknote,0,34
",",0,34
after,0,34
Empress,0,34
Jingū,0,34
in,0,34
1881,0,34
and,0,34
Murasaki,0,34
Shikibu,0,34
in,0,34
2000,0,34
.,0,34
Her,0,35
best,0,35
-,0,35
known,0,35
stories,0,35
have,0,35
been,0,35
made,0,35
into,0,35
movies,0,35
.,0,35
