token,label,_id
production,-,-
in,-,-
the,-,-
Arab,-,-
world,-,-
in,-,-
the,-,-
twentieth,-,-
and,-,-
twenty,-,-
-,ENTITY,Q560307_336
first,-,-
centuries,-,-
.,-,-
-,-,-
-,-,-
His,ENTITY,Q560307_203
writing,-,-
was,-,-
characterized,-,-
by,-,-
its,-,-
sweetness,-,-
",",-,-
sophistication,-,-
and,-,-
accurate,-,-
information,-,-
.,-,-
-,-,-
-,-,-
He,-,-
was,-,-
distinguished,EVENT,Q560307_395
by,-,-
his,-,-
wide,-,-
culture,-,-
and,-,-
concerns,EVENT,Q560307_396
to,ENTITY,Q560307_236
present,-,-
everything,-,-
that,-,-
is,-,-
useful,-,-
.,-,-
-,-,-
-,-,-
Abdel,-,-
Tawab,ENTITY,Q560307_224
's,-,-
books,ENTITY,Q560307_207
were,-,-
printed,EVENT,Q560307_17
about,-,-
25,-,-
million,-,-
copies,-,-
between,-,-
Egypt,-,-
",",-,-
Beirut,-,-
",",-,-
Iraq,-,-
",",-,-
Kuwait,-,-
",",-,-
Qatar,-,-
and,-,-
Muscat,-,-
.,-,-
-,-,-
-,-,-
Some,-,-
of,-,-
his,ENTITY,Q560307_220
books,ENTITY,Q560307_398
have,-,-
been,-,-
translated,EVENT,Q560307_18
into,-,-
English,-,-
",",-,-
French,-,-
",",-,-
German,-,-
",",-,-
Persian,-,-
",",-,-
Indonesian,-,-
",",-,-
Chinese,-,-
and,-,-
Malaysian,-,-
.,-,-
-,-,-
-,-,-
While,-,-
Joseph,ENTITY,Q560307_221
translated,EVENT,Q560307_19
works,-,-
for,-,-
children,-,-
",",-,-
including,-,-
The,-,-
Birth,-,-
of,-,-
the,-,-
Messenger,-,-
in,-,-
Anderson,-,-
's,ENTITY,Q560307_349
Eyes,-,-
.,-,-
.,-,-
-,-,-
-,-,-
A,-,-
scene,-,-
in,-,-
Constantinople,-,-
by,-,-
the,-,-
Danish,-,-
writer,-,-
and,-,-
poet,-,-
Hans,-,-
Christian,-,-
Andersen,-,-
.,-,-
-,-,-
-,-,-
Among,-,-
the,-,-
most,-,-
prominent,-,-
prizes,EVENT,Q560307_21
he,-,-
received,EVENT,Q560307_20
were,-,-
the,-,-
2000,-,-
Bologna,-,-
International,-,-
Children,-,-
's,-,-
Book,-,-
Fair,-,-
for,-,-
his,ENTITY,Q560307_222
book,-,-
The,-,-
Life,-,-
of,-,-
Muhammad,-,-
in,-,-
Twenty,-,-
Stories,-,-
;,-,-
State,-,-
Prize,-,-
for,-,-
Children,-,-
's,ENTITY,Q560307_352
Literature,-,-
in,-,-
1975,-,-
;,-,-
The,-,-
State,-,-
Prize,-,-
of,-,-
Appreciation,-,-
for,-,-
Child,-,-
Culture,-,-
in,-,-
1981,-,-
;,-,-
And,-,-
the,-,-
King,-,-
Faisal,-,-
International,-,-
Prize,-,-
for,-,-
Arabic,-,-
Literature,-,-
in,-,-
1991,-,-
;,-,-
The,-,-
Armed,-,-
Forces,-,-
Prize,-,-
for,-,-
Literature,-,-
in,-,-
October,-,-
1992,-,-
;,-,-
The,-,-
first,-,-
prize,-,-
in,-,-
the,-,-
competition,-,-
for,-,-
the,-,-
best,-,-
children,-,-
's,ENTITY,Q560307_365
writer,-,-
in,-,-
1998,-,-
;,-,-
The,-,-
Suzanne,-,-
Mubarak,-,-
Prize,-,-
in,-,-
1999,-,-
and,-,-
2000,-,-
;,-,-
With,-,-
the,-,-
Order,-,-
of,-,-
Sciences,-,-
and,-,-
Arts,-,-
",",-,-
First,-,-
Class,-,-
;,-,-
State,-,-
Merit,-,-
Prize,-,-
for,-,-
Children,-,-
’s,-,-
Literature,-,-
in,-,-
1981,-,-
;,-,-
The,-,-
Order,-,-
of,-,-
the,-,-
Republic,-,-
is,-,-
of,-,-
the,-,-
second,-,-
class,-,-
;,-,-
UNESCO,-,-
World,-,-
Literacy,-,-
Prize,-,-
in,-,-
1975,-,-
.,-,-
-,-,-
-,-,-
And,-,-
the,-,-
gold,-,-
medal,-,-
from,-,-
the,-,-
Arab,-,-
Broadcasting,-,-
Union,-,-
.,-,-
-,-,-
-,-,-
He,-,-
passed,EVENT,Q560307_22
away,-,-
on,-,-
28,-,-
September,-,-
2015,-,-
.,-,-
-,-,-
-,-,-
Sons,-,-
of,-,-
Abd,-,-
al,ENTITY,Q560307_327
-,-,-
Tawab,ENTITY,Q560307_227
Yusef,-,-
",",-,-
from,-,-
the,-,-
right,-,-
:,-,-
Issam,-,-
",",-,-
then,-,-
Hisham,-,-
",",-,-
then,-,-
Lubna,-,-
.,-,-
-,-,-
-,-,-
Abdel,ENTITY,Q560307_229
Tawab,ENTITY,Q560307_272
Youssef,ENTITY,Q560307_231
was,-,-
born,EVENT,Q560307_23
in,-,-
the,-,-
village,-,-
of,-,-
Shanra,-,-
",",-,-
in,-,-
the,-,-
city,-,-
of,-,-
Al,-,-
-,-,-
Fashn,-,-
",",-,-
in,-,-
the,-,-
governorate,-,-
of,-,-
Beni,-,-
Suef,-,-
",",-,-
on,-,-
October,-,-
1,-,-
",",-,-
1928,-,-
.,-,-
-,-,-
-,-,-
He,-,-
received,EVENT,Q560307_24
his,ENTITY,Q560307_232
primary,-,-
and,-,-
secondary,-,-
education,EVENT,Q560307_25
in,-,-
the,-,-
city,-,-
of,-,-
Beni,-,-
Suef,-,-
.,-,-
-,-,-
-,-,-
He,-,-
lived,EVENT,Q560307_26
his,-,-
childhood,-,-
in,-,-
the,-,-
villages,-,-
of,-,-
Egypt,-,-
and,-,-
expressed,EVENT,Q560307_27
this,-,-
in,-,-
his,ENTITY,Q560307_233
stories,-,-
and,-,-
creative,-,-
works,-,-
",",-,-
as,-,-
he,-,-
used,EVENT,Q560307_28
to,-,-
rent,EVENT,Q560307_29
novels,-,-
and,-,-
books,ENTITY,Q560307_353
to,-,-
read,EVENT,Q560307_30
and,-,-
then,-,-
repeat,EVENT,Q560307_31
their,-,-
story,-,-
to,-,-
his,-,-
friends,-,-
who,-,-
are,-,-
children,-,-
.,-,-
-,-,-
-,-,-
This,-,-
is,-,-
the,-,-
reason,-,-
that,-,-
led,-,-
to,-,-
his,-,-
uniqueness,-,-
",",-,-
later,-,-
",",-,-
in,-,-
the,-,-
way,-,-
he,-,-
wrote,-,-
for,-,-
children,ENTITY,Q560307_429
",",-,-
as,-,-
he,-,-
imagined,-,-
himself,ENTITY,Q560307_234
among,-,-
children,-,-
and,-,-
spoke,-,-
to,-,-
them,-,-
",",-,-
which,-,-
makes,-,-
the,-,-
reader,-,-
participate,-,-
in,-,-
thinking,-,-
and,-,-
opinion,-,-
in,-,-
the,-,-
story,-,-
he,-,-
read,-,-
.,-,-
-,-,-
-,-,-
He,ENTITY,Q560307_401
moved,EVENT,Q560307_32
to,-,-
Cairo,-,-
in,-,-
1945,-,-
to,-,-
begin,EVENT,Q560307_34
his,ENTITY,Q560307_402
university,-,-
studies,EVENT,Q560307_33
at,-,-
the,-,-
Faculty,-,-
of,-,-
Economics,-,-
and,-,-
Political,-,-
Science,-,-
at,-,-
Cairo,-,-
University,-,-
until,-,-
he,ENTITY,Q560307_403
obtained,EVENT,Q560307_36
a,-,-
bachelor,-,-
’s,-,-
degree,EVENT,Q560307_35
in,-,-
1949,-,-
.,-,-
-,-,-
-,-,-
Six,-,-
months,-,-
after,-,-
his,-,-
graduation,EVENT,Q560307_37
in,-,-
January,-,-
1950,-,-
",",-,-
his,ENTITY,Q560307_239
father,-,-
passed,-,-
away,-,-
",",-,-
which,-,-
posed,-,-
a,-,-
great,-,-
challenge,EVENT,Q560307_38
to,-,-
him,-,-
in,-,-
his,ENTITY,Q560307_235
life,-,-
",",-,-
as,-,-
he,-,-
decided,EVENT,Q560307_40
to,-,-
move,EVENT,Q560307_39
to,-,-
Cairo,-,-
With,-,-
his,-,-
mother,-,-
and,-,-
three,-,-
sisters,-,-
",",-,-
between,-,-
the,-,-
ages,-,-
of,-,-
six,-,-
and,-,-
ten,-,-
",",-,-
to,-,-
live,-,-
",",-,-
earn,-,-
a,-,-
living,-,-
and,-,-
educate,-,-
his,ENTITY,Q560307_241
sisters,-,-
.,-,-
-,-,-
-,-,-
He,ENTITY,Q560307_240
obtained,EVENT,Q560307_42
a,-,-
master,-,-
's,-,-
degree,EVENT,Q560307_41
in,-,-
1953,-,-
.,-,-
-,-,-
-,-,-
In,-,-
1956,-,-
",",-,-
he,-,-
married,EVENT,Q560307_43
Natila,-,-
Ibrahim,-,-
Rashid,-,-
",",-,-
former,-,-
editor,-,-
-,-,-
in,-,-
-,-,-
chief,-,-
of,-,-
Samir,-,-
Magazine,-,-
and,-,-
Crescent,-,-
Books,-,-
for,-,-
Children,-,-
",",-,-
winner,-,-
of,-,-
the,-,-
State,-,-
Prize,-,-
in,-,-
Children,-,-
's,-,-
Literature,-,-
in,-,-
1978,-,-
and,-,-
the,-,-
First,-,-
Class,-,-
Medal,-,-
of,-,-
Science,-,-
and,-,-
Arts,-,-
.,-,-
-,-,-
-,-,-
They,-,-
gave,REL,Q560307_44
birth,EVENT,Q560307_45
to,-,-
their,-,-
three,-,-
children,-,-
",",-,-
Lubna,-,-
",",-,-
in,-,-
1957,-,-
",",-,-
and,-,-
she,-,-
is,-,-
a,-,-
professor,-,-
at,-,-
the,-,-
Department,-,-
of,-,-
English,-,-
at,-,-
the,-,-
Faculty,-,-
of,-,-
Arts,-,-
at,-,-
Cairo,-,-
University,-,-
and,-,-
the,-,-
faculty,-,-
vice,-,-
-,-,-
dean,-,-
for,-,-
postgraduate,-,-
studies,-,-
.,-,-
-,-,-
-,-,-
Hisham,-,-
in,-,-
1959,-,-
",",-,-
a,-,-
diplomat,-,-
and,-,-
was,-,-
the,-,-
official,-,-
spokesman,-,-
and,-,-
head,-,-
of,-,-
the,-,-
office,-,-
of,-,-
the,-,-
Secretary,-,-
-,-,-
General,-,-
of,-,-
the,-,-
Arab,-,-
League,-,-
",",-,-
and,-,-
now,-,-
he,-,-
is,-,-
the,-,-
head,-,-
of,-,-
the,-,-
relief,-,-
unit,-,-
in,-,-
the,-,-
Organization,-,-
of,-,-
Islamic,-,-
Cooperation,-,-
in,-,-
Jeddah,-,-
",",-,-
Saudi,-,-
Arabia,-,-
;,-,-
And,-,-
Essam,-,-
in,-,-
1965,-,-
",",-,-
where,-,-
he,ENTITY,Q560307_404
was,-,-
a,-,-
managing,-,-
director,-,-
of,-,-
the,-,-
Egyptian,-,-
International,-,-
Company,-,-
for,-,-
Environmental,-,-
Protection,-,-
and,-,-
is,-,-
currently,-,-
working,-,-
as,-,-
a,-,-
general,-,-
manager,-,-
for,-,-
Montana,-,-
Studios,-,-
for,-,-
Film,-,-
Production,-,-
",",-,-
and,-,-
the,-,-
author,-,-
of,-,-
two,-,-
novels,-,-
A,-,-
Quarter,-,-
Gram,-,-
in,-,-
2008,-,-
and,-,-
two,-,-
officers,-,-
in,-,-
2014,-,-
.,-,-
-,-,-
-,-,-
Children,-,-
's,-,-
radio,-,-
programs,-,-
were,-,-
the,-,-
starting,-,-
point,-,-
in,-,-
his,ENTITY,Q560307_405
career,EVENT,Q560307_406
",",-,-
as,-,-
it,-,-
gained,EVENT,Q560307_47
him,ENTITY,Q560307_242
experience,EVENT,Q560307_46
in,-,-
the,-,-
audio,-,-
and,-,-
audio,-,-
field,-,-
",",-,-
and,-,-
he,-,-
worked,EVENT,Q560307_48
hard,-,-
to,-,-
write,-,-
works,-,-
that,-,-
combine,-,-
pleasure,-,-
and,-,-
keep,-,-
pace,-,-
with,-,-
circumstances,-,-
",",-,-
events,-,-
and,-,-
occasions,-,-
",",-,-
and,-,-
this,-,-
was,-,-
in,-,-
the,-,-
sixties,-,-
.,-,-
-,-,-
-,-,-
His,ENTITY,Q560307_243
first,-,-
children,-,-
's,-,-
work,-,-
was,-,-
broadcast,EVENT,Q560307_49
on,-,-
the,-,-
Papa,-,-
Charu,-,-
program,-,-
on,-,-
December,-,-
19,-,-
",",-,-
1950,-,-
.,-,-
-,-,-
-,-,-
Since,-,-
then,-,-
",",-,-
he,ENTITY,Q560307_244
has,-,-
written,EVENT,Q560307_50
thousands,-,-
of,-,-
programs,-,-
for,-,-
children,-,-
",",-,-
which,-,-
were,-,-
presented,EVENT,Q560307_51
on,-,-
all,-,-
Arab,-,-
radio,-,-
stations,-,-
.,-,-
-,-,-
-,-,-
He,ENTITY,Q560307_245
worked,EVENT,Q560307_52
as,-,-
a,-,-
supervisor,-,-
for,-,-
school,-,-
radio,-,-
programs,-,-
at,-,-
the,-,-
Ministry,-,-
of,-,-
Education,-,-
after,-,-
graduating,EVENT,Q560307_53
from,-,-
the,-,-
university,-,-
from,-,-
1950,-,-
to,-,-
1960,-,-
.,-,-
-,-,-
-,-,-
Then,-,-
he,ENTITY,Q560307_246
headed,EVENT,Q560307_54
the,-,-
Department,-,-
of,-,-
Journalism,-,-
",",-,-
Radio,-,-
and,-,-
Television,-,-
in,-,-
them,-,-
from,-,-
1960,-,-
to,-,-
1971,-,-
;,-,-
Then,-,-
he,ENTITY,Q560307_247
headed,EVENT,Q560307_55
the,-,-
Culture,-,-
Department,-,-
from,-,-
1971,-,-
to,-,-
1975,-,-
.,-,-
-,-,-
-,-,-
In,-,-
the,-,-
early,-,-
seventies,-,-
",",-,-
his,ENTITY,Q560307_248
first,-,-
trips,EVENT,Q560307_56
to,-,-
the,-,-
outside,-,-
world,-,-
was,-,-
to,-,-
Europe,-,-
",",-,-
and,-,-
on,-,-
this,-,-
trip,EVENT,Q560307_58
he,ENTITY,Q560307_431
got,REL,Q560307_249
acquainted,EVENT,Q560307_57
with,-,-
new,-,-
dimensions,-,-
in,-,-
the,-,-
field,-,-
of,-,-
children,-,-
's,ENTITY,Q560307_430
literature,-,-
",",-,-
then,-,-
his,ENTITY,Q560307_250
interest,EVENT,Q560307_432
in,-,-
new,-,-
dimensions,-,-
increased,EVENT,Q560307_59
when,-,-
the,-,-
Cairo,-,-
International,-,-
Book,-,-
Fair,-,-
was,-,-
held,-,-
",",-,-
which,-,-
allowed,EVENT,Q560307_251
him,-,-
to,-,-
learn,EVENT,Q560307_60
about,-,-
the,-,-
various,-,-
schools,-,-
and,-,-
trends,-,-
that,-,-
interest,-,-
children,ENTITY,Q560307_357
and,-,-
write,EVENT,Q560307_61
for,-,-
him,ENTITY,Q560307_252
.,-,-
-,-,-
-,-,-
In,-,-
all,-,-
its,-,-
life,-,-
stages,-,-
.,-,-
-,-,-
-,-,-
And,-,-
he,ENTITY,Q560307_253
chose,EVENT,Q560307_63
to,-,-
write,EVENT,Q560307_62
in,-,-
all,-,-
areas,-,-
of,-,-
knowledge,-,-
such,-,-
as,-,-
the,-,-
religious,-,-
aspect,-,-
",",-,-
nationalism,-,-
",",-,-
national,-,-
values,-,-
",",-,-
educational,-,-
attempts,-,-
",",-,-
science,-,-
and,-,-
its,-,-
fields,-,-
",",-,-
the,-,-
Arabic,-,-
language,-,-
",",-,-
its,-,-
nobility,-,-
",",-,-
ancient,-,-
and,-,-
modern,-,-
",",-,-
humanistic,-,-
trends,-,-
",",-,-
recreation,-,-
and,-,-
entertainment,-,-
",",-,-
writing,-,-
for,-,-
the,-,-
child,-,-
and,-,-
about,-,-
the,-,-
child,-,-
and,-,-
childhood,-,-
.,-,-
-,-,-
-,-,-
Until,-,-
he,-,-
devoted,EVENT,Q560307_65
himself,-,-
to,-,-
writing,EVENT,Q560307_64
for,-,-
children,ENTITY,Q560307_370
since,-,-
1975,-,-
",",-,-
after,-,-
a,-,-
five,-,-
-,-,-
year,-,-
break,EVENT,Q560307_66
in,-,-
political,-,-
work,-,-
.,-,-
-,-,-
-,-,-
Despite,-,-
what,-,-
Abdel,ENTITY,Q560307_260
-,-,-
Tawab,ENTITY,Q560307_262
wrote,EVENT,Q560307_67
about,-,-
children,-,-
",",-,-
he,-,-
considers,EVENT,Q560307_263
himself,-,-
more,-,-
a,-,-
reader,EVENT,Q560307_264
than,-,-
a,-,-
writer,-,-
.,-,-
-,-,-
-,-,-
He,-,-
stated,EVENT,Q560307_68
in,-,-
one,-,-
of,-,-
his,-,-
press,-,-
interviews,-,-
",",-,-
saying,-,-
:,-,-
“,-,-
He,-,-
showed,-,-
me,-,-
more,-,-
of,-,-
a,-,-
reader,-,-
than,-,-
I,-,-
am,-,-
a,-,-
writer,-,-
",",-,-
and,-,-
during,-,-
my,-,-
travels,-,-
I,-,-
bought,-,-
thousands,-,-
of,-,-
books,ENTITY,Q560307_366
until,-,-
I,ENTITY,Q560307_265
had,-,-
a,-,-
library,-,-
that,-,-
says,-,-
those,-,-
who,-,-
visited,-,-
it,-,-
from,-,-
the,-,-
English,-,-
And,-,-
the,-,-
Americans,-,-
",",-,-
it,-,-
is,-,-
the,-,-
largest,-,-
home,-,-
library,-,-
for,-,-
children,-,-
in,-,-
the,-,-
world,-,-
.,-,-
”,-,-
-,-,-
-,-,-
The,-,-
large,-,-
number,-,-
of,-,-
children,-,-
's,-,-
books,-,-
that,-,-
he,ENTITY,Q560307_266
bought,EVENT,Q560307_69
for,-,-
the,-,-
greatest,-,-
children,-,-
's,-,-
book,-,-
in,-,-
the,-,-
world,-,-
caused,-,-
Youssef,ENTITY,Q560307_267
to,-,-
buy,EVENT,Q560307_70
an,-,-
apartment,-,-
in,-,-
which,-,-
he,-,-
deposited,EVENT,Q560307_71
"30,000",-,-
books,-,-
for,-,-
children,-,-
",",-,-
left,EVENT,Q560307_72
"10,000",-,-
books,-,-
in,-,-
his,-,-
house,-,-
",",-,-
and,-,-
deposited,EVENT,Q560307_73
"5,000",-,-
books,-,-
in,-,-
his,-,-
son,-,-
’s,-,-
library,-,-
.,-,-
-,-,-
-,-,-
Abdel,ENTITY,Q560307_274
Tawab,-,-
Youssef,ENTITY,Q560307_276
has,-,-
been,REL,Q560307_74
a,-,-
member,EVENT,Q560307_75
of,-,-
the,-,-
Board,-,-
of,-,-
Directors,-,-
of,-,-
the,-,-
Association,-,-
of,-,-
the,-,-
Protectors,-,-
of,-,-
the,-,-
Arabic,-,-
Language,-,-
since,-,-
its,-,-
inception,-,-
and,-,-
of,-,-
the,-,-
Children,-,-
's,-,-
Culture,-,-
Committee,-,-
of,-,-
the,-,-
Supreme,-,-
Council,-,-
of,-,-
Culture,-,-
since,-,-
its,-,-
inception,-,-
",",-,-
where,-,-
he,ENTITY,Q560307_277
was,REL,Q560307_76
its,-,-
deputy,-,-
rapporteur,EVENT,Q560307_77
and,-,-
the,-,-
Family,-,-
and,-,-
Child,-,-
Committee,-,-
of,-,-
the,-,-
Supreme,-,-
Council,-,-
of,-,-
Islamic,-,-
Affairs,-,-
",",-,-
founder,-,-
of,-,-
the,-,-
Egyptian,-,-
Writers,-,-
Union,-,-
",",-,-
and,-,-
a,-,-
member,-,-
of,-,-
the,-,-
board,-,-
of,-,-
directors,-,-
for,-,-
twenty,-,-
years,-,-
.,-,-
-,-,-
-,-,-
He,-,-
served,EVENT,Q560307_78
as,-,-
Secretary,-,-
-,-,-
General,-,-
for,-,-
three,-,-
years,-,-
and,-,-
witnessed,-,-
the,-,-
Federation,-,-
’s,-,-
symposium,-,-
on,-,-
children,-,-
's,-,-
literature,-,-
in,-,-
Damascus,-,-
",",-,-
Baghdad,-,-
and,-,-
Bani,-,-
Ghazi,-,-
.,-,-
-,-,-
-,-,-
The,ENTITY,Q560307_280
writer,ENTITY,Q560307_284
is,-,-
considered,EVENT,Q560307_282
a,-,-
record,-,-
holder,EVENT,Q560307_283
in,-,-
his,ENTITY,Q560307_433
literary,-,-
production,-,-
",",-,-
as,-,-
he,-,-
presented,EVENT,Q560307_79
595,ENTITY,Q560307_347
books,-,-
for,-,-
children,-,-
printed,-,-
in,-,-
Egypt,-,-
",",-,-
125,ENTITY,Q560307_360
books,-,-
for,-,-
children,-,-
that,-,-
were,-,-
printed,EVENT,Q560307_80
in,-,-
the,-,-
Arab,-,-
countries,-,-
",",-,-
and,-,-
40,-,-
books,-,-
for,-,-
adults,-,-
.,-,-
-,-,-
-,-,-
His,ENTITY,Q560307_285
reading,EVENT,Q560307_434
at,-,-
an,-,-
early,-,-
age,-,-
had,-,-
a,-,-
great,-,-
and,-,-
influential,-,-
role,-,-
in,-,-
his,ENTITY,Q560307_286
collection,-,-
of,-,-
references,-,-
",",-,-
as,-,-
he,-,-
read,EVENT,Q560307_81
about,-,-
international,-,-
thought,-,-
and,-,-
literature,-,-
",",-,-
which,-,-
made,REL,Q560307_83
him,-,-
exceed,EVENT,Q560307_82
his,-,-
age,-,-
",",-,-
and,-,-
this,-,-
literary,-,-
treasure,-,-
",",-,-
later,-,-
",",-,-
in,-,-
the,-,-
form,-,-
of,-,-
literature,-,-
and,-,-
children,-,-
's,-,-
stories,-,-
",",-,-
was,-,-
taken,-,-
out,-,-
",",-,-
where,-,-
he,ENTITY,Q560307_435
considered,-,-
caring,-,-
for,-,-
this,-,-
type,-,-
of,-,-
literature,-,-
as,-,-
a,-,-
civilized,-,-
feature,-,-
that,-,-
means,-,-
dealing,-,-
with,-,-
the,-,-
future,-,-
science,-,-
and,-,-
planning,-,-
for,-,-
it,-,-
.,-,-
-,-,-
-,-,-
The,ENTITY,Q560307_287
writer,-,-
's,ENTITY,Q560307_288
literary,-,-
production,EVENT,Q560307_436
is,-,-
a,-,-
reflection,-,-
of,-,-
his,-,-
upbringing,EVENT,Q560307_84
",",-,-
as,-,-
Yusef,ENTITY,Q560307_289
lived,EVENT,Q560307_85
his,-,-
childhood,-,-
in,-,-
the,-,-
villages,-,-
of,-,-
Egypt,-,-
and,-,-
spoke,EVENT,Q560307_437
about,-,-
it,-,-
",",-,-
and,-,-
he,ENTITY,Q560307_291
expressed,EVENT,Q560307_290
this,-,-
clearly,-,-
in,-,-
his,-,-
literary,-,-
works,-,-
",",-,-
and,-,-
he,ENTITY,Q560307_294
used,REL,Q560307_292
to,-,-
narrate,EVENT,Q560307_293
that,-,-
in,-,-
his,-,-
childhood,-,-
he,ENTITY,Q560307_295
used,REL,Q560307_87
to,-,-
rent,EVENT,Q560307_86
novels,-,-
and,-,-
books,-,-
to,-,-
read,EVENT,Q560307_88
them,-,-
and,-,-
then,-,-
return,EVENT,Q560307_89
their,-,-
story,-,-
to,-,-
his,-,-
children,-,-
friends,-,-
",",-,-
which,-,-
made,REL,Q560307_91
him,ENTITY,Q560307_302
a,-,-
master,-,-
storyteller,EVENT,Q560307_90
and,-,-
storyteller,-,-
.,-,-
-,-,-
-,-,-
Abdel,ENTITY,Q560307_298
Tawab,ENTITY,Q560307_303
was,REL,Q560307_301
unique,EVENT,Q560307_300
in,-,-
a,-,-
style,-,-
that,-,-
he,-,-
created,EVENT,Q560307_92
for,-,-
himself,-,-
in,-,-
writing,EVENT,Q560307_93
for,-,-
children,-,-
",",-,-
and,-,-
no,EVENT-MOD,Q560307_438
one,EVENT-MOD,Q560307_440
preceded,EVENT,Q560307_94
him,-,-
",",-,-
which,-,-
is,-,-
to,-,-
imagine,-,-
himself,-,-
among,-,-
the,-,-
children,-,-
and,-,-
talk,-,-
to,-,-
them,-,-
",",-,-
which,-,-
makes,-,-
the,-,-
reader,ENTITY,Q560307_304
participate,-,-
in,-,-
thinking,-,-
and,-,-
opinion,-,-
in,-,-
the,-,-
story,-,-
he,ENTITY,Q560307_441
read,-,-
.,-,-
-,-,-
-,-,-
The,-,-
family,-,-
climate,-,-
in,-,-
which,-,-
he,ENTITY,Q560307_305
was,-,-
raised,-,-
played,-,-
another,-,-
role,-,-
in,-,-
his,-,-
literary,-,-
style,-,-
",",-,-
as,-,-
he,ENTITY,Q560307_313
grew,EVENT,Q560307_95
up,-,-
in,-,-
a,-,-
middle,-,-
class,-,-
that,-,-
made,REL,Q560307_447
his,ENTITY,Q560307_314
writing,EVENT,Q560307_442
influenced,EVENT,Q560307_96
by,-,-
the,-,-
religious,-,-
stories,-,-
he,-,-
presented,EVENT,Q560307_97
in,-,-
the,-,-
form,-,-
of,-,-
hadiths,-,-
for,-,-
children,-,-
.,-,-
-,-,-
-,-,-
Abdel,ENTITY,Q560307_308
Tawab,-,-
considered,EVENT,Q560307_310
that,-,-
the,-,-
lack,-,-
of,-,-
creativity,-,-
in,-,-
some,-,-
children,-,-
's,ENTITY,Q560307_358
literature,-,-
writers,-,-
