token,label,_id
-,-,-
But,-,-
you,-,-
were,-,-
n't,-,-
the,-,-
problem,-,-
.,-,-
-,-,-
-,-,-
The,-,-
problem,-,-
existed,-,-
before,-,-
you,-,-
knew,-,-
there,-,-
was,-,-
a,-,-
problem,-,-
.,-,-
-,-,-
-,-,-
The,-,-
problem,-,-
is,-,-
the,-,-
system,-,-
",",-,-
and,-,-
you,-,-
can,-,-
organize,-,-
",",-,-
unify,-,-
",",-,-
and,-,-
do,-,-
something,-,-
about,-,-
the,-,-
system,-,-
.,-,-
-,-,-
-,-,-
That,-,-
's,-,-
what,-,-
I,-,-
learned,-,-
.,-,-
"""",-,-
She,ENTITY,Q560307_60
traveled,EVENT,Q560307_48
through,-,-
Europe,-,-
and,-,-
Africa,-,-
",",-,-
and,-,-
moved,EVENT,Q560307_49
to,-,-
New,-,-
York,-,-
City,-,-
in,-,-
1967,-,-
.,-,-
-,-,-
-,-,-
In,-,-
1969,-,-
her,-,-
first,ENTITY,Q560307_52
collection,ENTITY,Q560307_53
",",-,-
Pissstained,-,-
Stairs,-,-
and,-,-
the,-,-
Monkey,-,-
Man,-,-
's,-,-
Wares,-,-
",",-,-
was,-,-
published,EVENT,Q560307_50
and,-,-
Cortez,-,-
went,EVENT,Q560307_61
on,-,-
to,-,-
become,REL,Q560307_62
the,-,-
author,EVENT,Q560307_63
of,-,-
11,-,-
other,-,-
books,-,-
of,-,-
poems,ENTITY,Q560307_74
",",-,-
and,-,-
performed,EVENT,Q560307_64
her,ENTITY,Q560307_66
poetry,-,-
with,-,-
music,-,-
on,-,-
nine,-,-
recordings,-,-
.,-,-
-,-,-
-,-,-
Most,-,-
of,-,-
her,ENTITY,Q560307_68
work,ENTITY,Q560307_221
was,-,-
issued,EVENT,Q560307_65
under,-,-
the,-,-
auspices,-,-
of,-,-
Bola,-,-
Press,-,-
",",-,-
a,-,-
publishing,-,-
company,-,-
she,ENTITY,Q560307_71
founded,EVENT,Q560307_67
in,-,-
1971,-,-
.,-,-
-,-,-
-,-,-
From,-,-
1977,-,-
to,-,-
1983,-,-
",",-,-
Cortez,-,-
was,REL,Q560307_69
an,-,-
English,-,-
teacher,EVENT,Q560307_70
for,-,-
Rutgers,-,-
University,-,-
.,-,-
-,-,-
-,-,-
She,-,-
presented,EVENT,Q560307_72
her,ENTITY,Q560307_79
work,ENTITY,Q560307_130
and,-,-
ideas,-,-
at,-,-
universities,-,-
",",-,-
museums,-,-
",",-,-
and,-,-
festivals,-,-
in,-,-
Africa,-,-
",",-,-
Asia,-,-
",",-,-
Europe,-,-
",",-,-
South,-,-
America,-,-
",",-,-
the,-,-
Caribbean,-,-
and,-,-
the,-,-
United,-,-
States,-,-
.,-,-
-,-,-
-,-,-
Her,-,-
poems,ENTITY,Q560307_76
have,-,-
been,-,-
translated,EVENT,Q560307_77
into,-,-
28,-,-
languages,-,-
and,-,-
widely,-,-
published,EVENT,Q560307_78
in,-,-
anthologies,-,-
",",-,-
journals,-,-
and,-,-
magazines,-,-
",",-,-
including,-,-
Postmodern,-,-
American,-,-
Poetry,-,-
",",-,-
Daughters,-,-
of,-,-
Africa,-,-
",",-,-
Poems,-,-
for,-,-
the,-,-
Millennium,-,-
",",-,-
Mother,-,-
Jones,-,-
",",-,-
and,-,-
The,-,-
Jazz,-,-
Poetry,-,-
Anthology,-,-
.,-,-
-,-,-
-,-,-
In,-,-
1975,-,-
she,-,-
married,-,-
sculptor,-,-
and,-,-
printmaker,-,-
Melvin,-,-
Edwards,-,-
",",-,-
and,-,-
they,ENTITY,Q560307_80
lived,EVENT,Q560307_81
in,-,-
Dakar,-,-
",",-,-
Senegal,-,-
",",-,-
and,-,-
New,-,-
York,-,-
City,-,-
.,-,-
-,-,-
-,-,-
His,-,-
work,-,-
appeared,-,-
in,-,-
her,ENTITY,Q560307_222
publications,-,-
as,-,-
well,-,-
as,-,-
on,-,-
some,-,-
of,-,-
her,ENTITY,Q560307_83
album,ENTITY,Q560307_227
covers,-,-
.,-,-
-,-,-
-,-,-
Cortez,ENTITY,Q560307_85
and,-,-
Edwards,-,-
maintained,EVENT,Q560307_82
two,-,-
residences,-,-
",",-,-
one,-,-
in,-,-
New,-,-
York,-,-
City,-,-
and,-,-
one,-,-
in,-,-
Dakar,-,-
",",-,-
Senegal,-,-
",",-,-
which,-,-
Cortez,ENTITY,Q560307_87
said,EVENT,Q560307_84
"""",-,-
really,-,-
feels,-,-
like,-,-
home,-,-
.,-,-
"""",-,-
-,-,-
-,-,-
Cortez,-,-
died,EVENT,Q560307_86
of,-,-
heart,-,-
failure,-,-
in,-,-
Manhattan,-,-
",",-,-
New,-,-
York,-,-
",",-,-
on,-,-
December,-,-
28,-,-
",",-,-
2012,-,-
.,-,-
-,-,-
-,-,-
The,-,-
musicians,-,-
with,-,-
whom,-,-
Cortez,ENTITY,Q560307_89
aligned,EVENT,Q560307_88
herself,ENTITY,Q560307_91
reflected,-,-
the,-,-
sociopolitical,-,-
and,-,-
cultural,-,-
elements,-,-
to,-,-
which,-,-
she,-,-
attached,EVENT,Q560307_90
the,-,-
greatest,-,-
importance,-,-
.,-,-
-,-,-
-,-,-
Born,-,-
in,-,-
Fort,-,-
Huachuca,-,-
",",-,-
Arizona,-,-
",",-,-
in,-,-
1934,-,-
",",-,-
she,-,-
grew,EVENT,Q560307_92
up,-,-
near,-,-
Los,-,-
Angeles,-,-
under,-,-
the,-,-
spell,-,-
of,-,-
her,ENTITY,Q560307_94
parents,-,-
',-,-
jazz,-,-
and,-,-
blues,-,-
record,-,-
collection,-,-
",",-,-
which,-,-
also,-,-
included,-,-
examples,-,-
of,-,-
Latin,-,-
American,-,-
dance,-,-
bands,-,-
and,-,-
field,-,-
recordings,-,-
of,-,-
indigenous,-,-
American,-,-
music,-,-
.,-,-
-,-,-
-,-,-
Raised,EVENT,Q560307_93
in,-,-
a,-,-
musically,-,-
artistic,-,-
household,-,-
",",-,-
in,-,-
"""",-,-
some,-,-
of,-,-
her,ENTITY,Q560307_98
poems,-,-
about,-,-
musicians,-,-
",",-,-
Cortez,ENTITY,Q560307_101
addresses,EVENT,Q560307_95
the,-,-
dark,-,-
side,-,-
of,-,-
a,-,-
life,-,-
in,-,-
music,-,-
",",-,-
exploring,EVENT,Q560307_96
the,-,-
addiction,-,-
and,-,-
loneliness,-,-
that,-,-
many,-,-
believe,-,-
are,-,-
inherently,-,-
linked,-,-
to,-,-
a,-,-
life,-,-
in,-,-
the,-,-
performing,-,-
arts,-,-
.,-,-
"""",-,-
-,-,-
-,-,-
Early,-,-
exposure,EVENT,Q560307_99
to,-,-
the,-,-
recordings,-,-
of,-,-
Bessie,-,-
Smith,-,-
instilled,EVENT,Q560307_97
in,-,-
Cortez,ENTITY,Q560307_102
a,-,-
deeply,-,-
etched,-,-
sense,-,-
of,-,-
female,-,-
identity,-,-
",",-,-
which,-,-
",",-,-
combined,-,-
with,-,-
a,-,-
strong,-,-
will,-,-
",",-,-
shaped,EVENT,Q560307_100
her,-,-
into,-,-
an,-,-
uncommonly,-,-
outspoken,-,-
individual,-,-
.,-,-
-,-,-
-,-,-
She,ENTITY,Q560307_110
became,REL,Q560307_103
transformed,EVENT,Q560307_104
by,-,-
the,-,-
sounds,-,-
of,-,-
Duke,-,-
Ellington,-,-
",",-,-
Sarah,-,-
Vaughan,-,-
",",-,-
Charlie,-,-
Parker,-,-
",",-,-
Dizzy,-,-
Gillespie,-,-
",",-,-
and,-,-
no,-,-
-,-,-
nonsense,-,-
vocalist,-,-
Dinah,-,-
Washington,-,-
",",-,-
whose,-,-
visceral,-,-
approach,-,-
to,-,-
self,-,-
-,-,-
expression,-,-
clearly,-,-
encouraged,EVENT,Q560307_105
the,ENTITY,Q560307_108
poet,ENTITY,Q560307_116
not,-,-
to,-,-
pull,-,-
any,-,-
punches,-,-
.,-,-
-,-,-
-,-,-
Cortez,ENTITY,Q560307_223
",",-,-
who,-,-
respected,EVENT,Q560307_111
the,-,-
memory,-,-
of,-,-
independent,-,-
performing,-,-
artist,-,-
Josephine,-,-
Baker,-,-
",",-,-
preferred,EVENT,Q560307_112
to,-,-
name,EVENT,Q560307_113
inspirations,-,-
rather,-,-
than,-,-
influences,-,-
",",-,-
especially,-,-
when,-,-
discussing,EVENT,Q560307_114
writers,-,-
.,-,-
-,-,-
-,-,-
Those,-,-
with,-,-
whom,-,-
she,ENTITY,Q560307_135
identified,EVENT,Q560307_115
included,-,-
Langston,-,-
Hughes,-,-
",",-,-
Aimé,-,-
Césaire,-,-
",",-,-
Léon,-,-
Damas,-,-
",",-,-
Christopher,-,-
Okigbo,-,-
",",-,-
Henry,-,-
Dumas,-,-
",",-,-
Amiri,-,-
Baraka,-,-
",",-,-
and,-,-
Richard,-,-
Wright,-,-
.,-,-
-,-,-
-,-,-
Parallels,-,-
with,-,-
the,-,-
ugly,-,-
/,-,-
beautiful,-,-
poetics,-,-
of,-,-
Federico,-,-
García,-,-
Lorca,-,-
also,-,-
suggest,-,-
themselves,-,-
.,-,-
-,-,-
-,-,-
Her,-,-
words,EVENT,Q560307_224
were,-,-
usually,-,-
written,EVENT,Q560307_117
",",-,-
chanted,EVENT,Q560307_118
",",-,-
and,-,-
spoken,EVENT,Q560307_119
in,-,-
rhythmic,-,-
repetition,-,-
that,-,-
resembled,-,-
the,-,-
intricate,-,-
",",-,-
tactile,-,-
language,-,-
of,-,-
African,-,-
and,-,-
Caribbean,-,-
drumming,-,-
.,-,-
-,-,-
-,-,-
Most,ENTITY,Q560307_120
of,-,-
her,ENTITY,Q560307_165
work,ENTITY,Q560307_133
from,-,-
the,-,-
early,-,-
1970s,-,-
onwards,-,-
was,-,-
issued,EVENT,Q560307_134
by,-,-
Bola,-,-
Press,-,-
",",-,-
the,-,-
publishing,-,-
company,-,-
she,-,-
founded,EVENT,Q560307_136
.,-,-
-,-,-
-,-,-
One,ENTITY,Q560307_137
of,-,-
these,ENTITY,Q560307_139
early,-,-
works,ENTITY,Q560307_141
",",-,-
Festivals,-,-
and,-,-
Funerals(1971,-,-
),-,-
",",-,-
while,-,-
not,-,-
as,-,-
well,-,-
-,-,-
known,-,-
as,-,-
Pissstained,-,-
stairs,-,-
and,-,-
the,-,-
Monkey,-,-
Man,-,-
's,-,-
Wares,-,-
",",-,-
is,-,-
considered,EVENT,Q560307_162
significant,EVENT,Q560307_163
from,-,-
how,-,-
much,-,-
it,-,-
derives,EVENT,Q560307_164
from,-,-
Cortez,ENTITY,Q560307_168
's,-,-
personal,-,-
experiences,-,-
",",-,-
as,-,-
well,-,-
as,-,-
featuring,-,-
"""",-,-
the,-,-
voices,-,-
of,-,-
ordinary,-,-
working,-,-
people,-,-
confronting,-,-
social,-,-
issues,-,-
and,-,-
weighing,-,-
their,-,-
role,-,-
in,-,-
fighting,-,-
for,-,-
change,-,-
.,-,-
"""",-,-
-,-,-
-,-,-
She,ENTITY,Q560307_170
cut,EVENT,Q560307_166
her,-,-
first,-,-
album,ENTITY,Q560307_234
",",-,-
Celebrations,-,-
and,-,-
Solitudes,-,-
",",-,-
at,-,-
White,-,-
Plains,-,-
",",-,-
New,-,-
York,-,-
",",-,-
in,-,-
1974,-,-
.,-,-
-,-,-
-,-,-
A,-,-
set,-,-
of,-,-
duets,-,-
with,-,-
bassist,-,-
Richard,-,-
Davis,-,-
",",-,-
it,-,-
was,-,-
released,EVENT,Q560307_167
on,-,-
the,-,-
Strata,-,-
-,-,-
East,-,-
label,-,-
.,-,-
-,-,-
-,-,-
The,-,-
first,-,-
Bola,-,-
Press,-,-
recording,-,-
",",-,-
taped,-,-
in,-,-
October,-,-
1979,-,-
",",-,-
was,-,-
called,-,-
Unsubmissive,-,-
Blues,-,-
and,-,-
included,-,-
a,-,-
piece,-,-
"""",-,-
For,-,-
the,-,-
Brave,-,-
Young,-,-
Students,-,-
in,-,-
Soweto,-,-
.,-,-
"""",-,-
-,-,-
-,-,-
Cortez,-,-
delivered,EVENT,Q560307_169
her,-,-
poetry,-,-
backed,-,-
by,-,-
an,-,-
electro,-,-
-,-,-
funk,-,-
modern,-,-
jazz,-,-
group,-,-
called,-,-
the,-,-
Firespitters,-,-
",",-,-
built,-,-
around,-,-
a,-,-
core,-,-
of,-,-
guitarist,-,-
Bern,-,-
Nix,-,-
",",-,-
bassist,-,-
Al,-,-
McDowell,-,-
",",-,-
and,-,-
drummer,-,-
Denardo,-,-
Coleman,-,-
.,-,-
-,-,-
-,-,-
For,-,-
years,-,-
",",-,-
the,-,-
Firespitters,-,-
and,-,-
Ornette,-,-
Coleman,-,-
's,-,-
Prime,-,-
Time,ENTITY,Q560307_178
coexisted,-,-
with,-,-
Denardo,-,-
as,-,-
the,-,-
axis,-,-
and,-,-
various,-,-
players,-,-
participated,-,-
in,-,-
both,-,-
units,-,-
.,-,-
-,-,-
-,-,-
During,-,-
the,-,-
summer,-,-
of,-,-
1982,-,-
",",-,-
Cortez,-,-
delivered,EVENT,Q560307_171
There,-,-
It,-,-
Is,-,-
",",-,-
an,-,-
earthshaking,-,-
album,-,-
containing,-,-
several,-,-
pieces,-,-
that,-,-
truly,-,-
define,-,-
her,ENTITY,Q560307_190
artistry,-,-
.,-,-
-,-,-
-,-,-
These,-,-
include,-,-
:,-,-
"""",-,-
I,-,-
See,-,-
Chano,-,-
Pozo,-,-
",",-,-
"""",-,-
a,-,-
joyously,-,-
evocative,-,-
salute,-,-
to,-,-
Dizzy,-,-
Gillespie,-,-
's,-,-
legendary,-,-
Cuban,-,-
percussionist,-,-
;,-,-
a,-,-
searing,-,-
indictment,-,-
of,-,-
patriarchal,-,-
violence,-,-
called,-,-
"""",-,-
If,-,-
the,-,-
Drum,-,-
Is,-,-
a,-,-
Woman,-,-
"""",-,-
;,-,-
and,-,-
",",-,-
"""",-,-
US,-,-
/,-,-
Nigerian,-,-
Relations,-,-
",",-,-
"""",-,-
which,-,-
consists,-,-
of,-,-
the,-,-
sentence,-,-
"""",-,-
They,-,-
want,-,-
the,-,-
oil,-,-
/,-,-
but,-,-
they,-,-
do,-,-
n't,-,-
want,-,-
the,-,-
people,-,-
"""",-,-
chanted,-,-
dervish,-,-
-,-,-
like,-,-
over,-,-
an,-,-
escalating,-,-
",",-,-
electrified,-,-
free,-,-
jazz,-,-
blowout,-,-
.,-,-
-,-,-
-,-,-
Recorded,EVENT,Q560307_172
in,-,-
1986,-,-
",",-,-
her,ENTITY,Q560307_192
next,ENTITY,Q560307_226
album,ENTITY,Q560307_232
",",-,-
Maintain,-,-
Control,-,-
",",-,-
is,-,-
especially,-,-
memorable,-,-
for,-,-
Ornette,-,-
Coleman,-,-
's,-,-
profoundly,-,-
emotive,-,-
saxophone,-,-
on,-,-
"""",-,-
No,-,-
Simple,-,-
Explanations,-,-
",",-,-
"""",-,-
the,-,-
unsettling,-,-
"""",-,-
Deadly,-,-
Radiation,-,-
Blues,-,-
",",-,-
"""",-,-
and,-,-
the,-,-
harshly,-,-
gyrating,-,-
"""",-,-
Economic,-,-
Love,-,-
Song,-,-
",",-,-
"""",-,-
which,-,-
is,-,-
another,-,-
of,-,-
her,-,-
tantrum,-,-
-,-,-
like,-,-
repetition,-,-
rituals,-,-
",",-,-
this,-,-
time,-,-
built,-,-
around,-,-
the,-,-
words,-,-
"""",-,-
Military,-,-
spending,-,-
",",-,-
huge,-,-
profits,-,-
and,-,-
death,-,-
.,-,-
"""",-,-
-,-,-
-,-,-
Among,-,-
several,-,-
subsequent,-,-
albums,-,-
Cheerful,-,-
&,-,-
Optimistic,-,-
(,-,-
1994,-,-
),-,-
stands,-,-
out,-,-
for,-,-
the,-,-
use,-,-
of,-,-
an,-,-
African,-,-
kora,-,-
player,-,-
and,-,-
poignant,-,-
currents,-,-
of,-,-
wistfulness,-,-
during,-,-
"""",-,-
Sacred,-,-
Trees,-,-
"""",-,-
and,-,-
"""",-,-
I,-,-
Wonder,-,-
Who,-,-
.,-,-
"""",-,-
-,-,-
-,-,-
Additionally,-,-
",",-,-
this,-,-
album,-,-
contains,-,-
a,-,-
convincing,-,-
ode,-,-
to,-,-
anti,-,-
-,-,-
militarism,-,-
in,-,-
"""",-,-
War,-,-
Devoted,-,-
to,-,-
War,-,-
"""",-,-
and,-,-
the,-,-
close,-,-
-,-,-
to,-,-
-,-,-
the,-,-
-,-,-
marrow,-,-
mini,-,-
-,-,-
manifestos,-,-
"""",-,-
Samba,-,-
Is,-,-
Power,-,-
"""",-,-
and,-,-
"""",-,-
Find,-,-
Your,-,-
Own,-,-
Voice,-,-
.,-,-
"""",-,-
-,-,-
-,-,-
In,-,-
1996,-,-
",",-,-
her,ENTITY,Q560307_197
album,-,-
Taking,-,-
the,-,-
Blues,-,-
Back,-,-
Home,-,-
was,-,-
released,EVENT,Q560307_173
on,-,-
Harmolodic,-,-
/,-,-
Verve,-,-
;,-,-
Borders,ENTITY,Q560307_175
of,-,-
Disorderly,ENTITY,Q560307_177
Time,ENTITY,Q560307_188
",",-,-
which,-,-
appeared,EVENT,Q560307_174
in,-,-
2002,-,-
",",-,-
featured,EVENT,Q560307_189
guest,-,-
artists,-,-
Bobby,-,-
Bradford,-,-
",",-,-
Ron,-,-
Carter,-,-
",",-,-
and,-,-
James,-,-
Blood,-,-
Ulmer,-,-
.,-,-
-,-,-
-,-,-
She,-,-
appeared,EVENT,Q560307_191
on,-,-
screen,-,-
in,-,-
the,-,-
films,-,-
Women,-,-
in,-,-
Jazz,-,-
and,-,-
Poetry,-,-
in,-,-
Motion,-,-
by,-,-
Ron,-,-
Mann,-,-
.,-,-
-,-,-
-,-,-
Her,-,-
impact,EVENT,Q560307_193
upon,-,-
the,-,-
development,-,-
of,-,-
spoken,-,-
-,-,-
word,-,-
performance,-,-
art,-,-
during,-,-
the,-,-
late,-,-
20th,-,-
century,-,-
has,-,-
yet,EVENT-MOD,Q560307_195
to,-,-
be,-,-
intelligently,-,-
recognized,EVENT,Q560307_194
.,-,-
-,-,-
-,-,-
In,-,-
some,-,-
ways,-,-
her,ENTITY,Q560307_199
confrontational,-,-
political,-,-
outspokenness,-,-
and,-,-
dead,-,-
-,-,-
serious,-,-
cathartic,-,-
performance,-,-
technique,-,-
place,EVENT,Q560307_196
Cortez,ENTITY,Q560307_201
in,-,-
league,-,-
with,-,-
Judith,-,-
Malina,-,-
and,-,-
The,-,-
Living,-,-
Theater,-,-
.,-,-
-,-,-
-,-,-
According,-,-
to,-,-
the,-,-
online,-,-
African,-,-
-,-,-
American,-,-
Registry,-,-
",",-,-
"""",-,-
her,ENTITY,Q560307_203
ability,-,-
to,-,-
push,-,-
the,-,-
acceptable,-,-
limits,-,-
of,-,-
expression,-,-
to,-,-
address,-,-
issues,-,-
of,-,-
race,-,-
",",-,-
sex,-,-
and,-,-
homophobia,-,-
place,-,-
her,ENTITY,Q560307_206
in,-,-
a,-,-
category,-,-
that,-,-
few,-,-
other,-,-
women,-,-
occupy,-,-
.,-,-
"""",-,-
-,-,-
-,-,-
In,-,-
1991,-,-
",",-,-
along,-,-
with,-,-
Ghanaian,-,-
writer,-,-
Ama,-,-
Ata,-,-
Aidoo,-,-
",",-,-
Cortez,ENTITY,Q560307_208
co,-,-
-,-,-
founded,EVENT,Q560307_198
the,-,-
Organization,-,-
of,-,-
Women,-,-
Writers,-,-
of,-,-
Africa,-,-
(,-,-
OWWA,-,-
),-,-
",",-,-
and,-,-
served,EVENT,Q560307_200
as,-,-
its,-,-
president,-,-
for,-,-
many,-,-
years,-,-
thereafter,-,-
",",-,-
with,-,-
board,-,-
members,-,-
including,-,-
J.,-,-
e.,-,-
Franklin,-,-
",",-,-
Cheryll,-,-
Y.,-,-
Greene,-,-
",",-,-
Rashidah,-,-
Ismaili,-,-
",",-,-
and,-,-
Louise,-,-
Meriwether,-,-
",",-,-
Maya,-,-
Angelou,-,-
",",-,-
Rosamond,-,-
S.,-,-
King,-,-
",",-,-
Margaret,-,-
Busby,-,-
",",-,-
Gabrielle,-,-
Civil,-,-
",",-,-
Alexis,-,-
De,-,-
Veaux,-,-
",",-,-
LaTasha,-,-
N.,-,-
Diggs,-,-
",",-,-
Zetta,-,-
Elliott,-,-
",",-,-
Donette,-,-
Francis,-,-
",",-,-
Paula,-,-
Giddings,-,-
",",-,-
Renée,-,-
Larrier,-,-
",",-,-
Tess,-,-
Onwueme,-,-
",",-,-
Coumba,-,-
Touré,-,-
",",-,-
Maryse,-,-
Condé,-,-
",",-,-
Nancy,-,-
Morejón,-,-
",",-,-
and,-,-
Sapphire,-,-
.,-,-
-,-,-
-,-,-
In,-,-
1997,-,-
OWAA,-,-
organized,-,-
"""",-,-
the,-,-
first,-,-
major,-,-
international,-,-
conference,-,-
devoted,-,-
to,-,-
the,-,-
evaluation,-,-
and,-,-
celebration,-,-
of,-,-
literature,-,-
from,-,-
around,-,-
the,-,-
world,-,-
by,-,-
women,-,-
of,-,-
African,-,-
descent,-,-
"""",-,-
.,-,-
-,-,-
-,-,-
Cortez,-,-
directed,EVENT,Q560307_202
