token,label,_id
Harland,-,-
",",-,-
were,-,-
sent,EVENT,Q560307_10
to,-,-
the,-,-
Christian,-,-
Brothers,-,-
College,-,-
in,-,-
Kimberley,-,-
in,-,-
the,-,-
predominantly,-,-
Afrikaner,-,-
Northern,-,-
Cape,-,-
for,-,-
their,-,-
secondary,-,-
education,-,-
.,-,-
-,-,-
-,-,-
The,ENTITY,Q560307_235
school,-,-
was,-,-
academically,-,-
rigorous,-,-
",",-,-
and,-,-
the,-,-
Irish,-,-
Christian,-,-
Brothers,-,-
had,-,-
a,-,-
reputation,-,-
for,-,-
neutrality,-,-
on,-,-
questions,-,-
of,-,-
politics,-,-
.,-,-
-,-,-
-,-,-
While,-,-
Woods,ENTITY,Q560307_187
was,REL,Q560307_159
away,EVENT,Q560307_11
at,-,-
school,-,-
",",-,-
the,-,-
National,-,-
Party,-,-
came,-,-
to,-,-
power,-,-
in,-,-
1948,-,-
and,-,-
began,-,-
to,-,-
build,-,-
the,-,-
apartheid,-,-
structure,-,-
.,-,-
-,-,-
-,-,-
When,-,-
he,-,-
started,EVENT,Q560307_13
his,ENTITY,Q560307_188
law,-,-
course,EVENT,Q560307_12
at,-,-
the,-,-
University,-,-
of,-,-
Cape,-,-
Town,-,-
in,-,-
1952,-,-
",",-,-
Woods,ENTITY,Q560307_189
supported,EVENT,Q560307_14
government,-,-
policies,-,-
that,-,-
separated,-,-
the,-,-
races,-,-
",",-,-
but,-,-
was,REL,Q560307_16
wary,EVENT,Q560307_15
of,-,-
the,-,-
heavy,-,-
hand,-,-
of,-,-
the,-,-
Afrikaner,-,-
National,-,-
Party,-,-
.,-,-
-,-,-
-,-,-
During,-,-
his,ENTITY,Q560307_190
legal,-,-
studies,EVENT,Q560307_17
he,ENTITY,Q560307_191
started,EVENT,Q560307_19
to,-,-
question,EVENT,Q560307_18
the,-,-
separatist,-,-
views,-,-
he,ENTITY,Q560307_192
grew,EVENT,Q560307_20
up,-,-
with,-,-
",",-,-
becoming,REL,Q560307_21
politically,-,-
active,EVENT,Q560307_22
in,-,-
the,-,-
Federal,-,-
Party,-,-
",",-,-
which,-,-
rejected,-,-
apartheid,-,-
and,-,-
drew,-,-
its,-,-
support,-,-
from,-,-
liberal,-,-
English,-,-
-,-,-
speaking,-,-
whites,-,-
.,-,-
-,-,-
-,-,-
Woods,ENTITY,Q560307_193
spent,EVENT,Q560307_26
two,ENTITY,Q560307_236
years,-,-
as,-,-
a,-,-
legal,-,-
apprentice,-,-
",",-,-
with,-,-
the,-,-
goal,EVENT,Q560307_23
of,-,-
becoming,REL,Q560307_24
a,-,-
barrister,EVENT,Q560307_25
",",-,-
but,-,-
gravitated,EVENT,Q560307_27
toward,-,-
journalism,-,-
.,-,-
-,-,-
-,-,-
Just,-,-
as,-,-
he,ENTITY,Q560307_327
was,-,-
about,-,-
to,-,-
embark,EVENT,Q560307_28
on,-,-
his,-,-
career,EVENT,Q560307_29
as,-,-
a,-,-
journalist,-,-
",",-,-
the,ENTITY,Q560307_214
23-year,ENTITY,Q560307_195
-,-,-
old,ENTITY,Q560307_197
Woods,ENTITY,Q560307_328
was,-,-
approached,EVENT,Q560307_30
by,-,-
the,-,-
Federal,-,-
Party,-,-
to,-,-
run,EVENT,Q560307_31
for,-,-
a,-,-
seat,EVENT,Q560307_32
in,-,-
parliament,-,-
.,-,-
-,-,-
-,-,-
His,ENTITY,Q560307_216
campaign,EVENT,Q560307_329
was,REL,Q560307_34
unsuccessful,EVENT,Q560307_33
",",-,-
and,-,-
he,-,-
went,EVENT,Q560307_160
back,-,-
to,-,-
his,ENTITY,Q560307_217
job,EVENT,Q560307_35
as,-,-
a,-,-
cub,-,-
reporter,-,-
for,-,-
the,-,-
Daily,-,-
Dispatch,-,-
newspaper,-,-
in,-,-
East,-,-
London,-,-
.,-,-
-,-,-
-,-,-
For,-,-
two,ENTITY,Q560307_242
years,-,-
during,-,-
the,-,-
late,-,-
1950s,-,-
",",-,-
he,-,-
honed,EVENT,Q560307_37
his,ENTITY,Q560307_218
skills,-,-
as,-,-
a,-,-
journalist,-,-
by,-,-
writing,EVENT,Q560307_38
and,-,-
sub,-,-
-,-,-
editing,EVENT,Q560307_39
for,-,-
various,-,-
newspapers,-,-
in,-,-
England,-,-
and,-,-
Wales,-,-
.,-,-
-,-,-
-,-,-
It,-,-
was,-,-
while,-,-
working,EVENT,Q560307_36
in,-,-
Wales,-,-
that,-,-
he,-,-
developed,EVENT,Q560307_40
a,-,-
love,-,-
and,-,-
respect,-,-
for,-,-
the,-,-
Welsh,-,-
people,-,-
that,-,-
endured,-,-
all,-,-
his,ENTITY,Q560307_219
life,-,-
.,-,-
-,-,-
-,-,-
While,-,-
working,EVENT,Q560307_41
on,-,-
the,-,-
Western,-,-
Mail,-,-
in,-,-
Cardiff,-,-
",",-,-
Woods,ENTITY,Q560307_222
became,REL,Q560307_220
friends,EVENT,Q560307_221
with,-,-
colleague,-,-
Glyn,-,-
Williams,-,-
",",-,-
who,-,-
later,-,-
joined,EVENT,Q560307_42
him,-,-
on,-,-
the,-,-
Daily,-,-
Dispatch,-,-
and,-,-
eventually,-,-
became,-,-
editor,-,-
himself,ENTITY,Q560307_223
.,-,-
-,-,-
-,-,-
Before,-,-
returning,EVENT,Q560307_43
to,-,-
South,-,-
Africa,-,-
",",-,-
Woods,ENTITY,Q560307_224
served,EVENT,Q560307_45
as,-,-
a,-,-
correspondent,EVENT,Q560307_44
for,-,-
London,-,-
's,-,-
now,-,-
defunct,-,-
Daily,-,-
Herald,-,-
",",-,-
travelling,EVENT,Q560307_46
throughout,-,-
the,-,-
eastern,-,-
and,-,-
southern,-,-
United,-,-
States,-,-
",",-,-
eventually,-,-
arriving,EVENT,Q560307_47
in,-,-
Little,-,-
Rock,-,-
",",-,-
Arkansas,-,-
",",-,-
where,-,-
he,ENTITY,Q560307_225
filed,EVENT,Q560307_48
stories,-,-
comparing,-,-
U.S.,-,-
segregation,-,-
with,-,-
South,-,-
Africa,-,-
's,-,-
apartheid,-,-
.,-,-
-,-,-
-,-,-
Woods,ENTITY,Q560307_226
went,EVENT,Q560307_50
back,-,-
to,-,-
work,EVENT,Q560307_49
at,-,-
the,-,-
Dispatch,-,-
and,-,-
married,EVENT,Q560307_51
Wendy,-,-
Bruce,-,-
",",-,-
whom,-,-
he,ENTITY,Q560307_227
had,-,-
known,EVENT,Q560307_52
since,-,-
they,ENTITY,Q560307_330
were,REL,Q560307_53
teenagers,EVENT,Q560307_54
in,-,-
their,-,-
hometown,-,-
.,-,-
-,-,-
-,-,-
They,-,-
had,EVENT,Q560307_55
six,-,-
children,-,-
:,-,-
Jane,-,-
",",-,-
Dillon,-,-
",",-,-
Duncan,-,-
",",-,-
Gavin,-,-
",",-,-
Lindsay,-,-
",",-,-
and,-,-
Mary,-,-
.,-,-
-,-,-
-,-,-
Their,-,-
fourth,-,-
son,-,-
",",-,-
Lindsay,-,-
",",-,-
born,-,-
in,-,-
1970,-,-
",",-,-
contracted,-,-
meningitis,-,-
and,-,-
died,-,-
just,-,-
before,-,-
his,-,-
first,-,-
birthday,-,-
.,-,-
-,-,-
-,-,-
The,ENTITY,Q560307_241
family,-,-
had,-,-
settled,EVENT,Q560307_56
into,-,-
a,-,-
comfortable,-,-
life,-,-
in,-,-
East,-,-
London,-,-
",",-,-
and,-,-
in,-,-
February,-,-
1965,-,-
",",-,-
at,-,-
the,-,-
age,-,-
of,-,-
31,-,-
",",-,-
Woods,ENTITY,Q560307_228
rose,EVENT,Q560307_58
to,-,-
the,-,-
position,EVENT,Q560307_57
of,-,-
editor,-,-
-,-,-
in,-,-
-,-,-
chief,-,-
of,-,-
the,-,-
Daily,-,-
Dispatch,-,-
",",-,-
which,-,-
held,-,-
an,-,-
anti,-,-
-,-,-
apartheid,-,-
editorial,-,-
policy,-,-
.,-,-
-,-,-
-,-,-
As,-,-
editor,-,-
",",-,-
Woods,ENTITY,Q560307_229
expanded,EVENT,Q560307_59
the,-,-
readership,-,-
of,-,-
the,-,-
Dispatch,-,-
to,-,-
include,-,-
Afrikaans,-,-
-,-,-
speakers,-,-
as,-,-
well,-,-
as,-,-
black,-,-
readers,-,-
in,-,-
nearby,-,-
Transkei,-,-
and,-,-
Ciskei,-,-
.,-,-
-,-,-
-,-,-
Woods,ENTITY,Q560307_230
integrated,EVENT,Q560307_60
the,-,-
editorial,-,-
staff,-,-
and,-,-
flouted,EVENT,Q560307_61
apartheid,-,-
policies,-,-
by,-,-
seating,EVENT,Q560307_62
black,-,-
",",-,-
white,-,-
",",-,-
and,-,-
coloured,-,-
reporters,-,-
in,-,-
the,-,-
same,-,-
work,-,-
-,-,-
area,-,-
.,-,-
-,-,-
-,-,-
Additionally,-,-
",",-,-
he,ENTITY,Q560307_231
favoured,EVENT,Q560307_63
hiring,-,-
reporters,-,-
who,-,-
had,-,-
had,REL,Q560307_65
experience,-,-
working,-,-
overseas,-,-
.,-,-
-,-,-
-,-,-
Woods,ENTITY,Q560307_232
had,-,-
several,-,-
scrapes,EVENT,Q560307_64
with,-,-
the,-,-
South,-,-
African,-,-
Security,-,-
Police,-,-
regarding,-,-
editorial,-,-
matters,-,-
and,-,-
on,-,-
numerous,-,-
occasions,-,-
ruffled,-,-
the,-,-
feathers,-,-
of,-,-
Prime,-,-
Minister,-,-
B.,-,-
J.,-,-
Vorster,-,-
in,-,-
frank,-,-
",",-,-
face,-,-
-,-,-
to,-,-
-,-,-
face,-,-
exchanges,-,-
regarding,-,-
the,-,-
content,-,-
of,-,-
Dispatch,-,-
editorials,-,-
.,-,-
-,-,-
-,-,-
Woods,-,-
found,EVENT,Q560307_66
himself,-,-
tiptoeing,EVENT,Q560307_67
around,-,-
",",-,-
and,-,-
sometimes,-,-
directly,-,-
challenging,EVENT,Q560307_68
",",-,-
the,-,-
increasingly,-,-
restrictive,-,-
government,-,-
policies,-,-
enacted,-,-
to,-,-
control,-,-
the,-,-
South,-,-
African,-,-
press,-,-
.,-,-
-,-,-
-,-,-
Under,-,-
Woods,ENTITY,Q560307_233
",",-,-
the,-,-
Daily,-,-
Dispatch,-,-
was,-,-
very,-,-
critical,-,-
of,-,-
the,-,-
South,-,-
African,-,-
government,-,-
",",-,-
but,-,-
was,-,-
also,-,-
initially,-,-
critical,-,-
of,-,-
the,-,-
emerging,-,-
Black,-,-
Consciousness,-,-
Movement,-,-
under,-,-
the,-,-
leadership,-,-
of,-,-
Steve,-,-
Biko,-,-
.,-,-
-,-,-
-,-,-
A,-,-
young,-,-
black,-,-
woman,-,-
",",-,-
Dr,-,-
Mamphela,-,-
Ramphele,-,-
",",-,-
berated,EVENT,Q560307_69
Woods,ENTITY,Q560307_234
for,-,-
writing,EVENT,Q560307_70
misleading,-,-
stories,-,-
about,-,-
the,-,-
movement,-,-
",",-,-
challenging,EVENT,Q560307_71
him,-,-
to,-,-
meet,EVENT,Q560307_72
with,-,-
Biko,-,-
.,-,-
-,-,-
-,-,-
The,-,-
two,-,-
men,ENTITY,Q560307_237
became,REL,Q560307_74
friends,EVENT,Q560307_73
",",-,-
leading,-,-
the,-,-
Security,-,-
Police,-,-
to,-,-
monitor,EVENT,Q560307_75
Woods,ENTITY,Q560307_245
's,-,-
movements,EVENT,Q560307_76
.,-,-
-,-,-
-,-,-
Nevertheless,-,-
",",-,-
Woods,-,-
continued,EVENT,Q560307_78
to,-,-
provide,EVENT,Q560307_77
political,-,-
support,EVENT,Q560307_248
to,-,-
Biko,-,-
",",-,-
both,-,-
through,-,-
writing,EVENT,Q560307_79
editorials,-,-
in,-,-
his,ENTITY,Q560307_253
newspaper,-,-
and,-,-
controversially,-,-
hiring,EVENT,Q560307_80
black,-,-
journalists,-,-
to,-,-
the,-,-
Daily,-,-
Dispatch,-,-
.,-,-
-,-,-
-,-,-
On,-,-
16,-,-
June,-,-
1976,-,-
",",-,-
an,-,-
uprising,-,-
broke,-,-
out,-,-
in,-,-
Soweto,-,-
",",-,-
in,-,-
which,-,-
predominantly,-,-
13-,-,-
to,-,-
16-year,-,-
-,-,-
old,-,-
students,-,-
from,-,-
Soweto,-,-
participated,-,-
in,-,-
a,-,-
march,-,-
to,-,-
protest,-,-
against,-,-
being,-,-
taught,-,-
in,-,-
Afrikaans,-,-
and,-,-
against,-,-
the,-,-
Bantu,-,-
Education,-,-
system,-,-
in,-,-
general,-,-
.,-,-
-,-,-
-,-,-
The,-,-
police,-,-
ordered,-,-
the,-,-
children,-,-
to,-,-
disperse,-,-
",",-,-
and,-,-
when,-,-
they,-,-
refused,-,-
",",-,-
the,-,-
police,-,-
opened,-,-
fire,-,-
",",-,-
killing,-,-
scores,-,-
(,-,-
and,-,-
by,-,-
some,-,-
estimates,-,-
",",-,-
hundreds,-,-
),-,-
of,-,-
them,-,-
",",-,-
as,-,-
the,-,-
children,-,-
pelted,-,-
the,-,-
police,-,-
with,-,-
stones,-,-
.,-,-
-,-,-
-,-,-
The,-,-
government,-,-
responded,-,-
by,-,-
banning,-,-
the,-,-
entire,-,-
Black,-,-
Consciousness,-,-
Movement,-,-
along,-,-
with,-,-
many,-,-
other,-,-
political,-,-
organisations,-,-
",",-,-
as,-,-
well,-,-
as,-,-
issuing,-,-
banning,-,-
orders,-,-
against,-,-
various,-,-
persons,-,-
.,-,-
-,-,-
-,-,-
Donald,ENTITY,Q560307_251
Woods,ENTITY,Q560307_258
was,REL,Q560307_82
one,-,-
of,-,-
the,-,-
banned,EVENT,Q560307_331
persons,-,-
and,-,-
was,-,-
effectively,-,-
placed,EVENT,Q560307_81
under,-,-
house,-,-
arrest,-,-
.,-,-
-,-,-
-,-,-
Returning,-,-
to,-,-
his,-,-
home,-,-
on,-,-
the,-,-
evening,-,-
of,-,-
18,-,-
August,-,-
1977,-,-
",",-,-
from,-,-
a,-,-
trip,-,-
to,-,-
Cape,-,-
Town,-,-
",",-,-
Biko,-,-
was,-,-
arrested,-,-
",",-,-
imprisoned,-,-
and,-,-
mortally,-,-
beaten,-,-
.,-,-
-,-,-
-,-,-
He,-,-
was,-,-
killed,-,-
on,-,-
12,-,-
September,-,-
.,-,-
-,-,-
-,-,-
Woods,-,-
went,EVENT,Q560307_83
to,-,-
the,-,-
morgue,-,-
with,-,-
Biko,-,-
's,-,-
wife,-,-
",",-,-
Ntsiki,-,-
Mashalaba,-,-
",",-,-
and,-,-
photographed,EVENT,Q560307_84
Biko,-,-
's,-,-
battered,-,-
body,-,-
.,-,-
-,-,-
-,-,-
The,-,-
photographs,ENTITY,Q560307_255
were,-,-
later,-,-
published,EVENT,Q560307_85
in,-,-
Woods,ENTITY,Q560307_259
's,-,-
book,-,-
",",-,-
exposing,EVENT,Q560307_86
the,-,-
South,-,-
African,-,-
government,-,-
's,-,-
cover,-,-
-,-,-
up,-,-
of,-,-
the,-,-
cause,-,-
of,-,-
Biko,-,-
's,-,-
death,-,-
.,-,-
-,-,-
-,-,-
Soon,-,-
after,-,-
Biko,-,-
's,-,-
death,-,-
",",-,-
Woods,ENTITY,Q560307_260
was,-,-
himself,ENTITY,Q560307_261
placed,EVENT,Q560307_88
under,-,-
a,-,-
five,-,-
-,-,-
year,-,-
ban,EVENT,Q560307_87
.,-,-
-,-,-
-,-,-
-,-,-
He,-,-
was,-,-
stripped,EVENT,Q560307_89
of,-,-
his,-,-
editorship,-,-
",",-,-
and,-,-
was,-,-
not,EVENT-MOD,Q560307_158
allowed,EVENT,Q560307_95
to,-,-
speak,EVENT,Q560307_90
publicly,-,-
",",-,-
write,EVENT,Q560307_91
",",-,-
travel,EVENT,Q560307_92
or,-,-
even,-,-
work,EVENT,Q560307_93
for,-,-
the,-,-
duration,-,-
of,-,-
his,ENTITY,Q560307_266
ban,EVENT,Q560307_94
.,-,-
-,-,-
-,-,-
-,-,-
Over,-,-
the,-,-
next,-,-
year,-,-
",",-,-
he,ENTITY,Q560307_267
was,-,-
subjected,EVENT,Q560307_97
to,-,-
increasing,-,-
harassment,EVENT,Q560307_96
",",-,-
and,-,-
his,ENTITY,Q560307_332
phone,ENTITY,Q560307_263
was,-,-
tapped,EVENT,Q560307_98
.,-,-
-,-,-
-,-,-
-,-,-
The,-,-
final,-,-
straw,-,-
came,-,-
when,-,-
his,ENTITY,Q560307_269
six,-,-
-,-,-
year,-,-
-,-,-
old,-,-
daughter,-,-
was,-,-
severely,-,-
burned,-,-
by,-,-
a,-,-
T,-,-
-,-,-
shirt,-,-
laced,-,-
with,-,-
ninhydrin,-,-
.,-,-
-,-,-
-,-,-
Convinced,EVENT,Q560307_268
that,-,-
the,-,-
government,-,-
was,-,-
trying,EVENT,Q560307_100
to,-,-
have,-,-
him,-,-
killed,EVENT,Q560307_99
",",-,-
Woods,ENTITY,Q560307_270
decided,EVENT,Q560307_102
to,-,-
flee,EVENT,Q560307_101
South,-,-
Africa,-,-
.,-,-
-,-,-
-,-,-
Woods,ENTITY,Q560307_271
and,-,-
friends,-,-
Drew,-,-
Court,-,-
and,-,-
Robin,-,-
Walker,-,-
devised,EVENT,Q560307_103
a,-,-
plan,EVENT,Q560307_105
for,-,-
him,ENTITY,Q560307_288
to,-,-
be,-,-
smuggled,EVENT,Q560307_104
out,-,-
of,-,-
his,-,-
house,-,-
.,-,-
-,-,-
-,-,-
Disguised,EVENT,Q560307_106
as,-,-
a,-,-
Roman,-,-
Catholic,-,-
priest,ENTITY,Q560307_275
",",-,-
Father,-,-
"""",ENTITY,Q560307_274
Teddy,-,-
Molyneaux,-,-
"""",-,-
",",-,-
on,-,-
New,-,-
Year,-,-
's,-,-
Eve,-,-
1977,-,-
",",-,-
Woods,-,-
hitchhiked,EVENT,Q560307_107
out,-,-
of,-,-
town,-,-
then,-,-
drove,EVENT,Q560307_108
in,-,-
convoy,-,-
with,-,-
Court,-,-
480,-,-
kilometres,-,-
(,-,-
300,-,-
 ,-,-
mi,-,-
),-,-
before,-,-
attempting,EVENT,Q560307_109
to,-,-
cross,-,-
the,-,-
Telle,-,-
River,-,-
",",-,-
a,-,-
tributary,-,-
of,-,-
the,-,-
Orange,-,-
River,-,-
",",-,-
between,-,-
South,-,-
Africa,-,-
and,-,-
Lesotho,-,-
.,-,-
-,-,-
-,-,-
However,-,-
",",-,-
following,-,-
days,-,-
of,-,-
steady,-,-
rain,-,-
",",-,-
the,-,-
river,-,-
had,-,-
flooded,-,-
",",-,-
leaving,EVENT,Q560307_112
him,ENTITY,Q560307_290
to,-,-
resort,EVENT,Q560307_111
to,-,-
crossing,EVENT,Q560307_110
at,-,-
the,-,-
Telle,-,-
Bridge,-,-
border,-,-
crossing,EVENT,Q560307_272
in,-,-
a,-,-
Lesotho,-,-
Postal,-,-
Service,-,-
truck,-,-
driven,-,-
by,-,-
an,-,-
unsuspecting,-,-
Mosotho,-,-
man,-,-
",",-,-
who,-,-
was,-,-
merely,-,-
giving,REL,Q560307_114
the,-,-
"""",-,-
priest,-,-
"""",ENTITY,Q560307_286
a,-,-
ride,EVENT,Q560307_113
.,-,-
-,-,-
-,-,-
He,ENTITY,Q560307_293
made,REL,Q560307_115
it,-,-
undetected,EVENT,Q560307_116
by,-,-
South,-,-
African,-,-
customs,-,-
and,-,-
border,-,-
officials,-,-
to,-,-
Lesotho,-,-
",",-,-
where,-,-
",",-,-
prompted,-,-
by,-,-
a,-,-
prearranged,-,-
telephone,-,-
call,-,-
",",-,-
his,ENTITY,Q560307_294
family,-,-
joined,EVENT,Q560307_117
him,ENTITY,Q560307_295
shortly,-,-
afterwards,-,-
.,-,-
-,-,-
-,-,-
Once,-,-
they,ENTITY,Q560307_289
arrived,EVENT,Q560307_119
in,-,-
Lesotho,-,-
",",-,-
Bruce,-,-
Haigh,-,-
",",-,-
an,-,-
Australian,-,-
diplomat,-,-
of,-,-
the,-,-
embassy,-,-
",",-,-
drove,EVENT,Q560307_118
him,ENTITY,Q560307_296
to,-,-
Maseru,-,-
.,-,-
-,-,-
-,-,-
With,-,-
the,-,-
help,-,-
of,-,-
the,-,-
British,-,-
High,-,-
Commission,-,-
(,-,-
in,-,-
Maseru,-,-
),-,-
and,-,-
from,-,-
the,-,-
Government,-,-
of,-,-
Lesotho,-,-
",",-,-
they,ENTITY,Q560307_291
flew,EVENT,Q560307_120
under,-,-
United,-,-
Nations,-,-
passports,-,-
and,-,-
with,-,-
one,-,-
Lesotho,-,-
Government,-,-
official,-,-
over,-,-
South,-,-
African,-,-
airspace,-,-
",",-,-
via,-,-
Botswana,-,-
to,-,-
London,-,-
where,-,-
they,ENTITY,Q560307_292
were,-,-
granted,EVENT,Q560307_121
political,-,-
asylum,EVENT,Q560307_122
.,-,-
-,-,-
-,-,-
After,-,-
arriving,EVENT,Q560307_123
in,-,-
London,-,-
",",-,-
Woods,ENTITY,Q560307_297
became,REL,Q560307_125
an,-,-
active,-,-
spokesman,EVENT,Q560307_124
against,-,-
apartheid,-,-
.,-,-
-,-,-
-,-,-
Acting,EVENT,Q560307_126
upon,-,-
the,-,-
advice,-,-
of,-,-
Oliver,-,-
Tambo,-,-
",",-,-
the,-,-
President,-,-
of,-,-
the,-,-
African,-,-
National,-,-
Congress,-,-
(,-,-
ANC,-,-
),-,-
",",-,-
Woods,ENTITY,Q560307_298
became,REL,Q560307_128
a,-,-
passionate,-,-
advocate,EVENT,Q560307_127
of,-,-
nations,-,-
imposing,-,-
sanctions,-,-
against,-,-
South,-,-
Africa,-,-
.,-,-
-,-,-
-,-,-
He,-,-
toured,EVENT,Q560307_129
the,-,-
United,-,-
States,-,-
campaigning,EVENT,Q560307_130
for,-,-
sanctions,EVENT,Q560307_131
against,-,-
apartheid,-,-
.,-,-
-,-,-
-,-,-
-,-,-
The,-,-
trip,-,-
included,-,-
a,-,-
three,-,-
-,-,-
hour,-,-
session,-,-
",",-,-
arranged,-,-
by,-,-
President,-,-
Jimmy,-,-
Carter,-,-
",",-,-
to,-,-
address,-,-
officials,-,-
in,-,-
the,-,-
U.S.,-,-
Department,-,-
of,-,-
State,-,-
.,-,-
-,-,-
-,-,-
Woods,ENTITY,Q560307_299
also,-,-
spoke,EVENT,Q560307_132
at,-,-
a,-,-
session,-,-
of,-,-
the,-,-
United,-,-
Nations,-,-
Security,-,-
Council,-,-
in,-,-
1978,-,-
.,-,-
-,-,-
-,-,-
On,-,-
11,-,-
February,-,-
1990,-,-
",",-,-
Nelson,-,-
Mandela,-,-
was,-,-
released,-,-
from,-,-
prison,-,-
after,-,-
serving,-,-
twenty,-,-
-,-,-
seven,-,-
years,-,-
",",-,-
17,-,-
of,-,-
those,-,-
years,-,-
on,-,-
Robben,-,-
Island,-,-
.,-,-
-,-,-
-,-,-
That,-,-
Easter,-,-
",",-,-
Mandela,-,-
came,-,-
to,-,-
London,-,-
to,-,-
attend,-,-
a,-,-
concert,-,-
at,-,-
Wembley,-,-
Stadium,-,-
to,-,-
thank,-,-
the,-,-
anti,-,-
-,-,-
apartheid,-,-
Movement,-,-
and,-,-
the,-,-
British,-,-
people,-,-
for,-,-
their,-,-
years,-,-
of,-,-
campaigning,-,-
against,-,-
apartheid,-,-
.,-,-
-,-,-
-,-,-
Woods,ENTITY,Q560307_300
gave,EVENT,Q560307_133
Mandela,-,-
a,-,-
tie,-,-
in,-,-
the,-,-
black,-,-
",",-,-
green,-,-
and,-,-
gold,-,-
colours,-,-
of,-,-
the,-,-
African,-,-
National,-,-
Congress,-,-
to,-,-
celebrate,EVENT,Q560307_134
the,-,-
event,-,-
",",-,-
which,-,-
Mandela,-,-
wore,-,-
at,-,-
the,-,-
concert,-,-
the,-,-
next,-,-
day,-,-
.,-,-
-,-,-
-,-,-
Woods,ENTITY,Q560307_301
returned,EVENT,Q560307_135
to,-,-
South,-,-
Africa,-,-
in,-,-
1994,-,-
to,-,-
support,EVENT,Q560307_136
the,-,-
fundraising,-,-
efforts,-,-
for,-,-
the,-,-
ANC,-,-
election,-,-
fund,-,-
.,-,-
-,-,-
-,-,-
His,ENTITY,Q560307_302
son,-,-
Dillon,-,-
was,-,-
one,-,-
of,-,-
the,-,-
organizers,-,-
of,-,-
the,-,-
fundraising,-,-
appeal,-,-
in,-,-
the,-,-
United,-,-
Kingdom,-,-
.,-,-
-,-,-
-,-,-
On,-,-
27,-,-
April,-,-
1994,-,-
",",-,-
Woods,ENTITY,Q560307_304
went,EVENT,Q560307_138
to,-,-
vote,EVENT,Q560307_137
at,-,-
the,-,-
City,-,-
Hall,-,-
in,-,-
Johannesburg,-,-
.,-,-
-,-,-
-,-,-
A,-,-
cheering,-,-
crowd,-,-
took,EVENT,Q560307_139
him,ENTITY,Q560307_305
to,-,-
the,-,-
head,-,-
of,-,-
the,-,-
queue,-,-
",",-,-
giving,EVENT,Q560307_140
him,ENTITY,Q560307_307
the,-,-
place,-,-
of,-,-
honour,-,-
so,-,-
that,-,-
he,-,-
could,-,-
be,REL,Q560307_142
one,-,-
of,-,-
the,-,-
first,EVENT,Q560307_303
to,-,-
