token,label,_id
research,-,-
on,-,-
African,-,-
theatre,-,-
",",-,-
and,-,-
he,-,-
returned,EVENT,Q560307_83
to,-,-
Nigeria,-,-
.,-,-
-,-,-
-,-,-
After,-,-
its,-,-
fifth,-,-
issue,-,-
(,-,-
November,-,-
1959,-,-
),-,-
",",-,-
Soyinka,ENTITY,Q560307_378
replaced,EVENT,Q560307_84
Jahnheinz,-,-
Jahn,-,-
to,-,-
become,REL,Q560307_85
coeditor,EVENT,Q560307_86
for,-,-
the,-,-
literary,-,-
periodical,-,-
Black,-,-
Orpheus,-,-
(,-,-
its,-,-
name,-,-
derived,-,-
from,-,-
a,-,-
1948,-,-
essay,ENTITY,Q560307_396
by,-,-
Jean,-,-
-,-,-
Paul,-,-
Sartre,-,-
",",-,-
"""",-,-
Orphée,-,-
Noir,-,-
"""",-,-
",",-,-
published,ENTITY,Q560307_950
as,-,-
a,-,-
preface,-,-
to,-,-
Anthologie,-,-
de,-,-
la,-,-
nouvelle,-,-
poésie,-,-
nègre,-,-
et,-,-
malgache,-,-
",",-,-
edited,-,-
by,-,-
Léopold,-,-
Senghor,-,-
),-,-
.,-,-
-,-,-
-,-,-
He,ENTITY,Q560307_379
produced,EVENT,Q560307_87
his,ENTITY,Q560307_380
new,-,-
satire,-,-
",",-,-
The,-,-
Trials,ENTITY,Q560307_498
of,-,-
Brother,ENTITY,Q560307_500
Jero,ENTITY,Q560307_501
in,-,-
the,-,-
dining,-,-
hall,-,-
at,-,-
Mellanby,-,-
Hall,-,-
of,-,-
University,-,-
College,-,-
Ibadan,-,-
",",-,-
in,-,-
April,-,-
1960,-,-
.,-,-
-,-,-
-,-,-
That,-,-
year,-,-
",",-,-
his,ENTITY,Q560307_385
work,-,-
A,-,-
Dance,ENTITY,Q560307_659
of,-,-
The,-,-
Forest,-,-
",",-,-
a,-,-
biting,-,-
criticism,-,-
of,-,-
Nigeria,-,-
's,-,-
political,-,-
elites,-,-
",",-,-
won,EVENT,Q560307_88
a,-,-
contest,-,-
that,-,-
year,-,-
as,-,-
the,-,-
official,-,-
play,ENTITY,Q560307_459
for,-,-
Nigerian,-,-
Independence,-,-
Day,-,-
.,-,-
-,-,-
-,-,-
On,-,-
1,-,-
October,-,-
1960,-,-
",",-,-
it,ENTITY,Q560307_952
premiered,EVENT,Q560307_89
in,-,-
Lagos,-,-
as,-,-
Nigeria,-,-
celebrated,-,-
its,-,-
sovereignty,-,-
.,-,-
-,-,-
-,-,-
The,-,-
play,ENTITY,Q560307_494
satirizes,-,-
the,-,-
fledgling,-,-
nation,-,-
by,-,-
showing,-,-
that,-,-
the,-,-
present,-,-
is,-,-
no,-,-
more,-,-
a,-,-
golden,-,-
age,-,-
than,-,-
was,-,-
the,-,-
past,-,-
.,-,-
-,-,-
-,-,-
Also,-,-
in,-,-
1960,-,-
",",-,-
Soyinka,-,-
