token,label,_id
South,-,-
Carolina,-,-
",",-,-
and,-,-
on,-,-
Saipan,-,-
.,-,-
-,-,-
-,-,-
After,-,-
the,-,-
War,-,-
",",-,-
he,-,-
worked,-,-
several,-,-
jobs,-,-
simultaneously,-,-
",",-,-
including,-,-
as,-,-
a,-,-
waiter,-,-
and,-,-
sanitation,-,-
worker,-,-
",",-,-
in,-,-
order,-,-
to,-,-
support,-,-
the,-,-
family,ENTITY,Q560307_246
.,-,-
-,-,-
-,-,-
As,-,-
a,-,-
result,-,-
",",-,-
the,-,-
family,ENTITY,Q560307_51
was,REL,Q560307_52
able,EVENT,Q560307_53
to,-,-
move,EVENT,Q560307_54
to,-,-
a,-,-
predominantly,-,-
white,-,-
neighborhood,-,-
",",-,-
Shadyside,-,-
",",-,-
allowing,EVENT,Q560307_55
allowing,-,-
to,-,-
attend,EVENT,Q560307_57
Pittsburgh,-,-
's,-,-
Peabody,-,-
High,-,-
School,-,-
.,-,-
-,-,-
-,-,-
-,ENTITY,Q560307_75
Wideman,-,-
teachers,-,-
had,-,-
noted,EVENT,Q560307_58
noted,-,-
intelligence,ENTITY,Q560307_60
from,-,-
an,-,-
early,-,-
age,-,-
",",-,-
and,-,-
and,-,-
proved,EVENT,Q560307_64
to,-,-
be,REL,Q560307_65
an,-,-
outstanding,-,-
student,EVENT,Q560307_66
.,-,-
-,-,-
-,-,-
In,-,-
high,-,-
school,-,-
",",-,-
",",ENTITY,Q560307_82
was,REL,Q560307_68
a,-,-
star,-,-
basketball,-,-
player,EVENT,Q560307_69
",",-,-
president,EVENT,Q560307_70
of,-,-
the,-,-
student,-,-
body,-,-
",",-,-
and,-,-
valedictorian,EVENT,Q560307_71
of,-,-
of,-,-
class,-,-
.,-,-
-,-,-
-,-,-
However,-,-
",",-,-
",",ENTITY,Q560307_86
was,REL,Q560307_73
socially,-,-
cautious,EVENT,Q560307_74
",",-,-
especially,-,-
around,-,-
white,-,-
students,-,-
.,-,-
-,-,-
-,-,-
Interviewed,-,-
for,-,-
an,-,-
article,-,-
in,-,-
1963,-,-
",",-,-
one,-,-
of,-,-
of,-,-
white,-,-
classmates,-,-
recalled,EVENT,Q560307_416
recalled,-,-
telling,EVENT,Q560307_76
her,-,-
that,-,-
"""",-,-
"""",ENTITY,Q560307_88
would,-,-
n't,-,-
want,-,-
to,-,-
be,-,-
seen,-,-
on,-,-
the,-,-
street,-,-
alone,-,-
with,-,-
a,-,-
white,-,-
girl,-,-
"""",-,-
and,-,-
that,-,-
"""",-,-
when,-,-
class,-,-
breaks,-,-
came,-,-
",",-,-
",",ENTITY,Q560307_89
would,-,-
seldom,-,-
walk,-,-
to,-,-
the,-,-
next,-,-
class,-,-
with,-,-
the,-,-
white,-,-
students,-,-
"""",-,-
.,-,-
.,ENTITY,Q560307_79
-,-,-
attended,EVENT,Q560307_81
the,-,-
University,-,-
of,-,-
Pennsylvania,-,-
",",-,-
where,-,-
",",-,-
was,-,-
offered,EVENT,Q560307_83
a,-,-
Benjamin,-,-
Franklin,-,-
Scholarship,EVENT,Q560307_84
for,-,-
academic,-,-
merit,-,-
and,-,-
was,-,-
one,-,-
of,-,-
a,-,-
small,-,-
number,-,-
of,-,-
African,-,-
Americans,-,-
to,-,-
enroll,EVENT,Q560307_85
in,-,-
1959,-,-
.,-,-
-,-,-
-,-,-
In,-,-
-,ENTITY,Q560307_96
memoir,ENTITY,Q560307_486
",",-,-
Brothers,-,-
and,-,-
Keepers,-,-
",",-,-
Keepers,-,-
described,EVENT,Q560307_87
a,-,-
heated,-,-
freshman,-,-
-,-,-
year,-,-
encounter,-,-
with,-,-
a,-,-
white,-,-
student,-,-
in,-,-
the,-,-
dorm,-,-
room,-,-
of,-,-
an,-,-
African,-,-
-,-,-
American,-,-
friend,-,-
:,-,-
the,-,-
white,-,-
student,-,-
claimed,-,-
to,-,-
know,-,-
more,-,-
about,-,-
blues,-,-
music,-,-
than,-,-
music,ENTITY,Q560307_102
did,-,-
",",-,-
and,-,-
his,-,-
friend,-,-
refused,-,-
to,-,-
offer,-,-
support,-,-
.,-,-
-,-,-
-,-,-
According,EVENT-MOD,Q560307_95
to,-,-
According,ENTITY,Q560307_104
",",-,-
the,-,-
encounter,-,-
left,EVENT,Q560307_90
encounter,ENTITY,Q560307_106
feeling,EVENT,Q560307_91
that,-,-
feeling,-,-
had,EVENT,Q560307_92
"""",-,-
no,-,-
place,-,-
to,-,-
hide,-,-
"""",-,-
",",-,-
and,-,-
",",ENTITY,Q560307_110
was,EVENT,Q560307_94
in,-,-
an,-,-
environment,-,-
"""",-,-
that,-,-
continually,-,-
set,-,-
continually,-,-
against,-,-
them,-,-
and,-,-
against,-,-
and,-,-
"""",-,-
.,-,-
-,-,-
-,-,-
Feeling,EVENT,Q560307_97
alienated,-,-
",",-,-
alienated,-,-
decided,EVENT,Q560307_98
to,-,-
quit,EVENT,Q560307_99
college,-,-
",",-,-
but,-,-
was,-,-
stopped,EVENT,Q560307_100
by,-,-
stopped,-,-
basketball,-,-
coach,-,-
at,-,-
a,-,-
bus,-,-
station,-,-
",",-,-
where,-,-
",",-,-
was,-,-
about,EVENT-MOD,Q560307_103
to,-,-
board,EVENT,Q560307_101
a,-,-
bus,-,-
back,-,-
to,-,-
Pittsburgh,-,-
.,-,-
-,-,-
-,-,-
Despite,-,-
-,-,-
trepidation,EVENT,Q560307_105
about,-,-
college,-,-
",",-,-
college,-,-
persevered,EVENT,Q560307_107
.,-,-
-,-,-
-,-,-
Addressing,EVENT,Q560307_108
-,-,-
brother,-,-
in,-,-
Brothers,-,-
and,-,-
Keepers,-,-
",",-,-
Keepers,-,-
summarized,EVENT,Q560307_109
he,-,-
motivation,-,-
:,-,-
motivation,-,-
was,-,-
running,-,-
away,-,-
from,-,-
Pittsburgh,-,-
",",-,-
from,-,-
poverty,-,-
",",-,-
from,-,-
blackness,-,-
.,-,-
-,-,-
-,-,-
To,-,-
get,-,-
ahead,-,-
",",-,-
to,-,-
make,-,-
something,-,-
of,-,-
something,-,-
",",-,-
college,-,-
had,-,-
seemed,-,-
a,-,-
logical,-,-
",",-,-
necessary,-,-
step,-,-
;,-,-
step,ENTITY,Q560307_111
exile,-,-
",",-,-
exile,-,-
flight,-,-
from,-,-
home,-,-
began,-,-
with,-,-
good,-,-
grades,-,-
",",-,-
with,-,-
good,-,-
English,-,-
",",-,-
with,-,-
setting,-,-
with,ENTITY,Q560307_117
apart,-,-
long,-,-
before,-,-
long,ENTITY,Q560307_116
'd,-,-
earned,-,-
a,-,-
scholarship,-,-
and,-,-
a,-,-
train,-,-
ticket,-,-
over,-,-
the,-,-
mountains,-,-
to,-,-
Philadelphia,ENTITY,Q560307_447
…,-,-
if,-,-
…,-,-
ever,-,-
had,-,-
any,-,-
hesitations,-,-
or,-,-
reconsiderations,-,-
about,-,-
the,-,-
path,-,-
the,-,-
'd,-,-
chosen,-,-
",",-,-
chosen,ENTITY,Q560307_120
were,-,-
back,-,-
home,-,-
in,-,-
the,-,-
ghetto,-,-
to,-,-
remind,-,-
to,ENTITY,Q560307_122
how,-,-
lucky,-,-
how,ENTITY,Q560307_125
was,-,-
.,-,-
Once,-,-
again,-,-
",",-,-
again,ENTITY,Q560307_130
excelled,EVENT,Q560307_112
academically,-,-
and,-,-
in,-,-
athletics,-,-
",",-,-
becoming,REL,Q560307_113
a,-,-
star,-,-
basketball,-,-
player,EVENT,Q560307_114
.,-,-
-,-,-
-,-,-
By,-,-
-,ENTITY,Q560307_132
senior,-,-
year,-,-
",",-,-
year,-,-
was,REL,Q560307_118
captain,EVENT,Q560307_119
of,-,-
the,-,-
basketball,-,-
team,ENTITY,Q560307_154
",",-,-
which,-,-
",",-,-
led,EVENT,Q560307_115
in,-,-
scoring,-,-
",",-,-
and,-,-
was,-,-
named,-,-
to,-,-
the,-,-
"""",-,-
All,-,-
Ivy,-,-
League,-,-
"""",-,-
team,-,-
.,-,-
-,-,-
-,-,-
While,-,-
-,ENTITY,Q560307_134
team,ENTITY,Q560307_160
lost,EVENT,Q560307_161
the,-,-
Ivy,-,-
League,-,-
championship,-,-
to,-,-
Princeton,-,-
University,-,-
Princeton,-,-
senior,-,-
year,-,-
",",-,-
they,ENTITY,Q560307_162
won,EVENT,Q560307_163
the,-,-
"""",-,-
Big,-,-
5,-,-
"""",-,-
tournament,-,-
",",-,-
which,-,-
has,-,-
traditionally,-,-
determined,-,-
the,-,-
best,-,-
college,-,-
basketball,-,-
team,-,-
in,-,-
Philadelphia,ENTITY,Q560307_454
",",-,-
pitting,-,-
Penn,-,-
against,-,-
Villanova,-,-
",",-,-
Saint,-,-
Joseph,-,-
's,-,-
",",-,-
La,-,-
Salle,-,-
",",-,-
and,-,-
Temple,-,-
universities,-,-
.,-,-
-,-,-
-,-,-
For,-,-
-,-,-
academic,-,-
achievements,EVENT,Q560307_121
",",-,-
which,-,-
included,-,-
winning,-,-
campus,-,-
-,-,-
wide,-,-
awards,-,-
for,-,-
both,-,-
creative,-,-
and,-,-
scholarly,-,-
writing,-,-
",",-,-
writing,-,-
was,-,-
inducted,EVENT,Q560307_123
into,-,-
the,-,-
Phi,-,-
Beta,-,-
Kappa,-,-
national,-,-
honor,-,-
society,-,-
.,-,-
-,-,-
-,-,-
In,-,-
1963,-,-
",",-,-
before,-,-
graduating,EVENT,Q560307_124
with,-,-
a,-,-
bachelor,-,-
's,-,-
degree,-,-
in,-,-
English,-,-
",",-,-
English,ENTITY,Q560307_136
was,-,-
named,EVENT,Q560307_126
a,-,-
Rhodes,-,-
Scholar,-,-
",",-,-
becoming,REL,Q560307_127
the,-,-
second,-,-
African,-,-
American,-,-
to,-,-
win,EVENT,Q560307_128
the,-,-
prestigious,-,-
award,-,-
from,-,-
the,-,-
University,-,-
of,-,-
Oxford,-,-
.,-,-
-,-,-
-,-,-
The,ENTITY,Q560307_269
achievement,-,-
brought,EVENT,Q560307_129
achievement,ENTITY,Q560307_140
national,-,-
attention,EVENT,Q560307_131
:,-,-
attention,ENTITY,Q560307_141
was,-,-
profiled,EVENT,Q560307_133
in,-,-
LOOK,-,-
Magazine,-,-
that,-,-
spring,-,-
",",-,-
in,-,-
an,-,-
article,-,-
entitled,-,-
",",-,-
"""",-,-
",",ENTITY,Q560307_143
Astonishing,-,-
John,-,-
Astonishing,-,-
"""",-,-
.,-,-
-,-,-
-,-,-
It,-,-
described,EVENT,Q560307_135
It,ENTITY,Q560307_164
as,-,-
having,-,-
been,-,-
"""",-,-
showered,-,-
with,-,-
so,-,-
many,-,-
academic,-,-
and,-,-
athletic,-,-
honors,-,-
",",-,-
awards,-,-
and,-,-
',-,-
firsts,-,-
',-,-
that,-,-
',ENTITY,Q560307_166
is,-,-
unable,-,-
to,-,-
enumerate,-,-
them,-,-
.,-,-
-,-,-
-,-,-
-,ENTITY,Q560307_171
sometimes,-,-
forgets,-,-
that,-,-
forgets,ENTITY,Q560307_173
won,-,-
a,-,-
prize,-,-
that,-,-
another,-,-
student,-,-
would,-,-
consider,-,-
the,-,-
high,-,-
point,-,-
of,-,-
a,-,-
college,-,-
career,-,-
"""",-,-
.,-,-
-,-,-
-,-,-
In,-,-
the,-,-
fall,-,-
of,-,-
1963,-,-
",",-,-
1963,ENTITY,Q560307_175
moved,EVENT,Q560307_137
to,-,-
England,-,-
to,-,-
begin,EVENT,Q560307_138
to,ENTITY,Q560307_177
studies,EVENT,Q560307_139
at,-,-
Oxford,-,-
",",-,-
where,-,-
",",-,-
pursued,EVENT,Q560307_142
a,-,-
thesis,-,-
on,-,-
18th,-,-
-,-,-
century,-,-
British,-,-
fiction,ENTITY,Q560307_477
.,-,-
-,-,-
-,-,-
-,-,-
also,-,-
continued,EVENT,Q560307_144
to,-,-
play,EVENT,Q560307_145
basketball,-,-
and,-,-
was,REL,Q560307_146
captain,EVENT,Q560307_147
of,-,-
the,-,-
Oxford,-,-
University,-,-
men,-,-
's,-,-
basketball,-,-
team,-,-
",",-,-
where,-,-
one,-,-
of,-,-
one,-,-
teammates,-,-
was,-,-
fellow,-,-
Rhodes,-,-
Scholar,-,-
",",-,-
and,-,-
future,-,-
NBA,-,-
All,-,-
-,-,-
Star,-,-
and,-,-
United,-,-
States,-,-
Senator,-,-
",",-,-
Bill,-,-
Bradley,-,-
.,-,-
-,-,-
-,-,-
The,ENTITY,Q560307_202
two,ENTITY,Q560307_150
had,-,-
played,EVENT,Q560307_148
against,-,-
each,-,-
other,-,-
as,-,-
undergraduates,-,-
",",-,-
when,-,-
Bradley,-,-
was,-,-
at,-,-
Princeton,-,-
.,-,-
-,-,-
-,-,-
At,-,-
Oxford,-,-
",",-,-
their,ENTITY,Q560307_153
team,-,-
won,EVENT,Q560307_156
the,-,-
1965,-,-
B.U.S.F.,-,-
National,-,-
Championship,-,-
and,-,-
the,-,-
1966,-,-
A.B.B.A.,-,-
National,-,-
Championship,-,-
.,-,-
-,-,-
-,-,-
In,-,-
1965,-,-
",",-,-
1965,ENTITY,Q560307_193
married,EVENT,Q560307_165
Judith,-,-
Goldman,-,-
",",-,-
a,-,-
white,-,-
Jewish,-,-
woman,-,-
from,-,-
Long,-,-
Island,-,-
whom,-,-
Island,ENTITY,Q560307_195
began,EVENT,Q560307_167
dating,EVENT,Q560307_168
when,-,-
both,-,-
were,-,-
undergraduates,-,-
at,-,-
Penn,-,-
..,-,-
-,-,-
-,-,-
The,-,-
following,-,-
year,-,-
",",-,-
year,ENTITY,Q560307_417
received,EVENT,Q560307_169
a,-,-
BPhil,-,-
degree,EVENT,Q560307_170
from,-,-
Oxford,-,-
and,-,-
returned,EVENT,Q560307_172
to,-,-
the,-,-
U.S,-,-
..,-,-
-,-,-
-,-,-
-,-,-
spent,EVENT,Q560307_174
the,-,-
1966–67,-,-
academic,-,-
year,-,-
at,-,-
the,-,-
Iowa,-,-
Writers,-,-
Workshop,-,-
",",-,-
where,-,-
",",-,-
studied,EVENT,Q560307_176
under,-,-
Kurt,-,-
Vonnegut,-,-
and,-,-
José,-,-
Donoso,-,-
.,-,-
-,-,-
-,-,-
In,-,-
1967,-,-
",",-,-
1967,ENTITY,Q560307_198
accepted,EVENT,Q560307_178
a,-,-
faculty,-,-
position,-,-
at,-,-
the,-,-
University,-,-
of,-,-
Pennsylvania,-,-
.,-,-
-,-,-
-,-,-
That,-,-
summer,-,-
",",-,-
summer,-,-
first,-,-
novel,ENTITY,Q560307_181
",",-,-
A,ENTITY,Q560307_304
Glance,-,-
Away,-,-
",",-,-
was,-,-
published,EVENT,Q560307_188
.,-,-
-,-,-
-,-,-
-,ENTITY,Q560307_206
-,-,-
editor,-,-
",",-,-
Hiram,-,-
Haydn,-,-
",",-,-
had,-,-
seen,EVENT,Q560307_192
had,ENTITY,Q560307_210
profile,ENTITY,Q560307_190
in,-,-
LOOK,-,-
Magazine,-,-
and,-,-
contacted,EVENT,Q560307_194
and,ENTITY,Q560307_209
before,-,-
Wideman,-,-
left,EVENT,Q560307_196
for,-,-
Oxford,-,-
",",-,-
asking,-,-
",",-,-
aspiring,-,-
the,-,-
to,-,-
send,EVENT,Q560307_197
him,-,-
send,-,-
writing,-,-
.,-,-
-,-,-
-,-,-
While,-,-
-,ENTITY,Q560307_220
was,EVENT,Q560307_199
at,-,-
Oxford,-,-
",",-,-
Haydn,-,-
read,-,-
the,-,-
unfinished,-,-
manuscript,-,-
of,-,-
A,-,-
Glance,-,-
Away,-,-
and,-,-
agreed,-,-
to,-,-
publish,-,-
it,-,-
.,-,-
-,-,-
-,-,-
The,-,-
novel,ENTITY,Q560307_187
garnered,EVENT,Q560307_204
positive,-,-
reviews,-,-
.,-,-
-,-,-
-,-,-
A,-,-
reviewer,-,-
in,-,-
The,-,-
New,-,-
York,-,-
Times,-,-
Book,-,-
Review,-,-
described,-,-
Review,ENTITY,Q560307_223
as,-,-
"""",-,-
a,-,-
novelist,-,-
of,-,-
high,-,-
seriousness,-,-
and,-,-
depth,-,-
"""",-,-
who,-,-
had,-,-
written,-,-
"""",-,-
a,-,-
powerfully,-,-
inventive,-,-
"""",-,-
debut,-,-
.,-,-
-,-,-
-,-,-
Responding,EVENT,Q560307_205
to,-,-
student,-,-
demand,-,-
",",-,-
demand,ENTITY,Q560307_225
offered,EVENT,Q560307_207
Penn,-,-
's,-,-
first,-,-
classes,-,-
in,-,-
African,-,-
-,-,-
American,-,-
literature,-,-
in,-,-
1968,-,-
.,-,-
-,-,-
-,-,-
In,-,-
the,-,-
same,-,-
year,-,-
",",-,-
year,-,-
first,-,-
son,-,-
",",-,-
Daniel,-,-
",",-,-
was,-,-
born,-,-
.,-,-
-,-,-
-,-,-
-,-,-
also,-,-
became,REL,Q560307_213
an,-,-
assistant,-,-
coach,EVENT,Q560307_208
for,-,-
the,-,-
varsity,-,-
men,-,-
's,-,-
basketball,-,-
team,ENTITY,Q560307_155
for,-,-
which,-,-
for,ENTITY,Q560307_228
had,-,-
played,EVENT,Q560307_211
as,-,-
a,-,-
student,-,-
.,-,-
-,-,-
-,-,-
In,-,-
1970,-,-
",",-,-
1970,ENTITY,Q560307_230
",",ENTITY,Q560307_234
second,-,-
son,-,-
",",-,-
Jacob,-,-
",",-,-
was,-,-
born,-,-
.,-,-
-,-,-
-,-,-
In,-,-
the,-,-
same,-,-
year,-,-
",",-,-
year,-,-
second,-,-
novel,ENTITY,Q560307_203
",",-,-
Hurry,-,-
Home,-,-
",",-,-
was,-,-
published,EVENT,Q560307_212
.,-,-
-,-,-
-,-,-
A,-,-
reviewer,-,-
for,-,-
The,-,-
New,-,-
York,-,-
Times,-,-
admired,-,-
the,-,-
novel,-,-
's,-,-
"""",-,-
dazzling,-,-
display,-,-
"""",-,-
of,-,-
"""",-,-
Joycean,-,-
"""",-,-
prose,-,-
and,-,-
prose,-,-
and,ENTITY,Q560307_241
"""",-,-
formidable,-,-
command,-,-
of,-,-
the,-,-
techniques,-,-
of,-,-
fiction,-,-
"""",-,-
.,-,-
-,-,-
-,-,-
-,ENTITY,Q560307_216
-,-,-
initial,-,-
courses,EVENT,Q560307_218
in,-,-
African,-,-
-,-,-
American,-,-
literature,-,-
grew,EVENT,Q560307_219
into,-,-
a,-,-
program,-,-
in,-,-
African,-,-
American,-,-
Studies,-,-
",",-,-
which,-,-
",",-,-
helped,EVENT,Q560307_221
to,-,-
establish,EVENT,Q560307_222
.,-,-
-,-,-
-,-,-
From,-,-
1971,-,-
to,-,-
1973,-,-
",",-,-
1973,-,-
served,EVENT,Q560307_224
as,-,-
director,-,-
of,-,-
the,-,-
program,-,-
.,-,-
-,-,-
-,-,-
In,-,-
1972,-,-
",",-,-
1972,-,-
stepped,EVENT,Q560307_226
down,-,-
as,-,-
an,-,-
assistant,-,-
basketball,-,-
coach,-,-
.,-,-
-,-,-
-,-,-
In,-,-
1973,-,-
",",-,-
1973,-,-
",",ENTITY,Q560307_251
third,ENTITY,Q560307_429
novel,ENTITY,Q560307_426
",",-,-
The,-,-
Lynchers,-,-
",",-,-
was,-,-
published,EVENT,Q560307_227
.,-,-
-,-,-
-,-,-
Examining,-,-
violent,-,-
strains,-,-
of,-,-
black,-,-
nationalist,-,-
ideology,-,-
that,-,-
had,-,-
emerged,-,-
during,-,-
the,-,-
1960s,-,-
",",-,-
the,-,-
novel,-,-
depicts,-,-
African,-,-
-,-,-
American,-,-
characters,-,-
who,-,-
plan,-,-
to,-,-
lynch,-,-
a,-,-
white,-,-
police,-,-
officer,-,-
.,-,-
-,-,-
-,-,-
Writing,-,-
in,-,-
The,-,-
New,-,-
York,-,-
Times,-,-
",",-,-
Anatole,-,-
Broyard,-,-
claimed,-,-
that,-,-
claimed,-,-
"""",-,-
can,-,-
make,-,-
an,-,-
ordinary,-,-
scene,-,-
sing,-,-
the,-,-
blues,-,-
like,-,-
nobody,-,-
's,-,-
business,-,-
"""",-,-
",",-,-
although,-,-
he,-,-
found,-,-
the,-,-
novel,ENTITY,Q560307_441
to,-,-
be,-,-
flawed,-,-
.,-,-
-,-,-
-,-,-
In,-,-
1974,-,-
",",-,-
1974,-,-
was,-,-
promoted,EVENT,Q560307_229
to,-,-
a,-,-
full,-,-
professorship,-,-
of,-,-
English,-,-
at,-,-
Penn,-,-
",",-,-
and,-,-
",",ENTITY,Q560307_254
