token,label,_id
-,-,-
He,ENTITY,Q560307_206
was,-,-
influenced,EVENT,Q560307_24
by,-,-
Kwame,-,-
Nkrumah,-,-
's,-,-
ideas,-,-
of,-,-
pan,-,-
-,-,-
Africanism,-,-
and,-,-
consciencism,-,-
",",-,-
which,-,-
formed,-,-
the,-,-
backbone,-,-
of,-,-
his,ENTITY,Q560307_415
discussion,-,-
on,-,-
Africa,-,-
's,-,-
Triple,-,-
Heritage,-,-
(,-,-
Africanity,-,-
",",-,-
Islam,-,-
and,-,-
Christianity,-,-
),-,-
.,-,-
-,-,-
-,-,-
Mazrui,ENTITY,Q560307_207
began,EVENT,Q560307_26
his,-,-
academic,-,-
career,EVENT,Q560307_25
at,-,-
the,-,-
University,-,-
of,-,-
Makerere,-,-
in,-,-
Uganda,-,-
",",-,-
where,-,-
he,ENTITY,Q560307_208
had,-,-
dreamed,EVENT,Q560307_27
of,-,-
attending,EVENT,Q560307_28
since,-,-
he,ENTITY,Q560307_320
was,-,-
a,-,-
child,-,-
.,-,-
-,-,-
-,-,-
At,-,-
Makerere,-,-
",",-,-
Mazrui,ENTITY,Q560307_209
served,EVENT,Q560307_29
as,-,-
a,-,-
professor,-,-
of,-,-
political,-,-
science,-,-
",",-,-
and,-,-
began,EVENT,Q560307_30
drawing,EVENT,Q560307_31
his,-,-
international,-,-
acclaim,EVENT,Q560307_321
.,-,-
-,-,-
-,-,-
-,-,-
Mazrui,-,-
felt,EVENT,Q560307_210
that,-,-
his,ENTITY,Q560307_212
years,-,-
at,-,-
Makerere,-,-
were,-,-
some,-,-
of,-,-
the,-,-
most,-,-
important,EVENT,Q560307_211
and,-,-
productive,-,-
of,-,-
his,-,-
life,-,-
.,-,-
-,-,-
-,-,-
-,-,-
He,ENTITY,Q560307_213
told,EVENT,Q560307_35
his,ENTITY,Q560307_214
biographer,-,-
that,-,-
1967,-,-
",",-,-
when,-,-
he,-,-
published,EVENT,Q560307_32
three,-,-
books,-,-
",",-,-
was,-,-
the,-,-
year,-,-
that,-,-
he,-,-
had,-,-
made,REL,Q560307_34
his,ENTITY,Q560307_322
declaration,EVENT,Q560307_33
to,-,-
the,-,-
academic,-,-
world,-,-
-,-,-
-,-,-
"""",-,-
that,-,-
I,ENTITY,Q560307_215
planned,-,-
to,-,-
be,-,-
prolific,-,-
–,-,-
for,-,-
better,-,-
or,-,-
for,-,-
worse,-,-
!,-,-
"""",-,-
-,-,-
-,-,-
-,-,-
During,-,-
his,ENTITY,Q560307_216
time,EVENT,Q560307_323
at,-,-
Makerere,-,-
",",-,-
Mazrui,ENTITY,Q560307_416
also,-,-
directed,EVENT,Q560307_36
the,-,-
World,-,-
Order,-,-
Models,-,-
Project,-,-
in,-,-
the,-,-
Department,-,-
of,-,-
Political,-,-
Science,-,-
",",-,-
a,-,-
project,-,-
which,-,-
brought,-,-
together,-,-
political,-,-
scientists,-,-
from,-,-
across,-,-
the,-,-
world,-,-
to,-,-
discuss,-,-
what,-,-
an,-,-
international,-,-
route,-,-
to,-,-
lasting,-,-
peace,-,-
might,-,-
be,-,-
.,-,-
-,-,-
-,-,-
Mazrui,ENTITY,Q560307_217
reflected,EVENT,Q560307_417
that,-,-
he,ENTITY,Q560307_218
felt,EVENT,Q560307_37
forced,EVENT,Q560307_38
to,-,-
leave,EVENT,Q560307_39
the,-,-
University,-,-
of,-,-
Makerere,-,-
.,-,-
-,-,-
-,-,-
His,-,-
departure,EVENT,Q560307_40
was,-,-
likely,-,-
the,-,-
result,-,-
of,-,-
his,ENTITY,Q560307_219
desire,EVENT,Q560307_42
to,-,-
remain,EVENT,Q560307_41
a,-,-
neutral,-,-
academic,-,-
in,-,-
the,-,-
face,-,-
of,-,-
pressures,-,-
to,-,-
attach,EVENT,Q560307_43
his,-,-
growing,-,-
prestige,EVENT,Q560307_44
as,-,-
a,-,-
political,-,-
thinker,-,-
to,-,-
one,-,-
of,-,-
the,-,-
regional,-,-
factions,-,-
.,-,-
-,-,-
-,-,-
-,-,-
His,ENTITY,Q560307_221
first,-,-
solicitation,EVENT,Q560307_220
was,-,-
from,-,-
John,-,-
Okello,-,-
",",-,-
the,-,-
leader,-,-
of,-,-
the,-,-
Zanzibar,-,-
Revolution,-,-
",",-,-
who,-,-
came,-,-
to,-,-
Mazrui,ENTITY,Q560307_222
's,-,-
house,-,-
in,-,-
1968,-,-
to,-,-
urge,EVENT,Q560307_46
Mazrui,ENTITY,Q560307_223
to,-,-
join,EVENT,Q560307_45
his,-,-
cause,-,-
.,-,-
-,-,-
-,-,-
-,-,-
Okello,-,-
originally,-,-
tried,EVENT,Q560307_48
to,-,-
convince,EVENT,Q560307_47
Mazrui,ENTITY,Q560307_224
to,-,-
become,-,-
an,-,-
advisor,-,-
to,-,-
him,-,-
and,-,-
then,-,-
simply,-,-
tried,EVENT,Q560307_49
to,-,-
enlist,EVENT,Q560307_50
Mazrui,ENTITY,Q560307_227
's,ENTITY,Q560307_228
assistance,EVENT,Q560307_328
in,-,-
writing,-,-
a,-,-
constitution,-,-
for,-,-
Zanzibar,-,-
.,-,-
-,-,-
-,-,-
-,-,-
Mazrui,-,-
told,EVENT,Q560307_52
Okello,-,-
that,-,-
",",-,-
while,-,-
he,ENTITY,Q560307_231
was,REL,Q560307_226
inclined,EVENT,Q560307_225
to,-,-
sympathize,EVENT,Q560307_51
with,-,-
the,-,-
cause,-,-
",",-,-
it,-,-
would,-,-
be,-,-
a,-,-
violation,-,-
of,-,-
the,-,-
moral,-,-
duty,-,-
of,-,-
a,-,-
professor,-,-
and,-,-
an,-,-
academic,-,-
to,-,-
join,-,-
with,-,-
a,-,-
political,-,-
agenda,-,-
.,-,-
-,-,-
-,-,-
This,-,-
incident,-,-
shows,-,-
the,-,-
level,-,-
of,-,-
international,-,-
prestige,-,-
that,-,-
Mazrui,-,-
had,-,-
already,-,-
accumulated,EVENT,Q560307_53
.,-,-
-,-,-
-,-,-
Okello,-,-
had,-,-
sought,EVENT,Q560307_54
him,-,-
out,-,-
specifically,-,-
because,-,-
he,-,-
knew,EVENT,Q560307_229
and,-,-
valued,EVENT,Q560307_230
Ali,ENTITY,Q560307_232
's,ENTITY,Q560307_233
reputation,EVENT,Q560307_333
as,-,-
an,-,-
anti,-,-
-,-,-
imperialist,-,-
intellectual,-,-
.,-,-
-,-,-
-,-,-
Mazrui,ENTITY,Q560307_334
was,-,-
later,-,-
approached,EVENT,Q560307_55
by,-,-
Idi,-,-
Amin,-,-
who,-,-
was,-,-
the,-,-
president,-,-
of,-,-
Uganda,-,-
at,-,-
the,-,-
end,-,-
of,-,-
Mazrui,ENTITY,Q560307_235
's,-,-
time,-,-
at,-,-
Makerere,-,-
.,-,-
-,-,-
-,-,-
-,-,-
Amin,-,-
",",-,-
according,-,-
to,-,-
Mazrui,ENTITY,Q560307_236
",",-,-
wanted,EVENT,Q560307_56
Mazrui,ENTITY,Q560307_237
to,-,-
become,EVENT,Q560307_57
his,-,-
special,-,-
adviser,EVENT,Q560307_58
.,-,-
-,-,-
-,-,-
-,-,-
Mazrui,-,-
declined,EVENT,Q560307_59
this,-,-
invitation,-,-
",",-,-
for,-,-
fear,-,-
that,-,-
it,-,-
would,-,-
be,-,-
unsafe,-,-
",",-,-
and,-,-
by,-,-
doing,EVENT,Q560307_234
so,-,-
lost,EVENT,Q560307_60
his,ENTITY,Q560307_238
political,-,-
standing,EVENT,Q560307_335
in,-,-
Uganda,-,-
.,-,-
-,-,-
-,-,-
-,-,-
This,-,-
would,-,-
be,-,-
what,-,-
Mazrui,ENTITY,Q560307_240
ultimately,-,-
felt,EVENT,Q560307_62
forced,EVENT,Q560307_63
him,-,-
to,-,-
leave,EVENT,Q560307_61
the,-,-
University,-,-
of,-,-
Makerere,-,-
.,-,-
-,-,-
-,-,-
Mazrui,ENTITY,Q560307_241
often,-,-
said,EVENT,Q560307_64
that,-,-
he,ENTITY,Q560307_242
would,-,-
like,EVENT,Q560307_66
to,-,-
return,EVENT,Q560307_65
to,-,-
Uganda,-,-
",",-,-
but,-,-
cited,EVENT,Q560307_67
his,-,-
strained,-,-
relationship,EVENT,Q560307_68
with,-,-
the,-,-
Ugandan,-,-
government,-,-
",",-,-
as,-,-
well,-,-
as,-,-
the,-,-
unfriendliness,EVENT,Q560307_239
of,-,-
the,-,-
Ugandan,-,-
people,-,-
towards,-,-
a,-,-
Kenyan,-,-
political,-,-
scientist,-,-
as,-,-
the,-,-
factors,-,-
keeping,EVENT,Q560307_69
him,ENTITY,Q560307_246
away,-,-
.,-,-
-,-,-
-,-,-
In,-,-
1974,-,-
",",-,-
Mazrui,ENTITY,Q560307_247
was,-,-
hired,EVENT,Q560307_70
as,-,-
a,-,-
professor,-,-
of,-,-
political,-,-
science,-,-
at,-,-
the,-,-
University,-,-
of,-,-
Michigan,-,-
.,-,-
-,-,-
-,-,-
-,-,-
During,-,-
his,-,-
time,-,-
at,-,-
Michigan,-,-
",",-,-
Mazrui,-,-
also,-,-
held,EVENT,Q560307_72
a,-,-
professorship,EVENT,Q560307_71
at,-,-
the,-,-
University,-,-
of,-,-
Jos,-,-
in,-,-
Nigeria,-,-
.,-,-
-,-,-
-,-,-
He,ENTITY,Q560307_248
held,EVENT,Q560307_243
that,-,-
spending,EVENT,Q560307_339
time,-,-
teaching,EVENT,Q560307_336
and,-,-
being,REL,Q560307_337
part,EVENT,Q560307_338
of,-,-
the,-,-
discourse,-,-
in,-,-
Africa,-,-
was,REL,Q560307_245
important,EVENT,Q560307_244
to,-,-
not,-,-
losing,-,-
his,ENTITY,Q560307_249
understanding,-,-
of,-,-
the,-,-
African,-,-
perspective,-,-
.,-,-
-,-,-
-,-,-
From,-,-
1978,-,-
until,-,-
1981,-,-
Mazrui,-,-
served,EVENT,Q560307_73
as,-,-
the,-,-
Director,-,-
of,-,-
the,-,-
Center,-,-
for,-,-
Afro,-,-
-,-,-
American,-,-
and,-,-
African,-,-
Studies,-,-
(,-,-
CAAS,-,-
),-,-
at,-,-
the,-,-
University,-,-
of,-,-
Michigan,-,-
.,-,-
-,-,-
-,-,-
-,-,-
While,-,-
he,ENTITY,Q560307_250
had,REL,Q560307_75
a,-,-
relatively,-,-
quiet,-,-
tenure,EVENT,Q560307_74
in,-,-
the,-,-
chair,-,-
",",-,-
his,-,-
presence,-,-
there,-,-
was,-,-
important,-,-
for,-,-
a,-,-
couple,-,-
reasons,-,-
.,-,-
-,-,-
-,-,-
-,-,-
First,-,-
",",-,-
it,-,-
was,-,-
a,-,-
central,-,-
view,-,-
of,-,-
Mazrui,ENTITY,Q560307_251
's,ENTITY,Q560307_252
that,-,-
the,-,-
African,-,-
American,-,-
and,-,-
the,-,-
African,-,-
connection,-,-
had,-,-
to,-,-
be,-,-
strengthened,-,-
.,-,-
-,-,-
-,-,-
-,-,-
He,-,-
believed,EVENT,Q560307_76
the,-,-
way,-,-
to,-,-
better,EVENT,Q560307_77
Africa,-,-
was,-,-
to,-,-
educate,-,-
African,-,-
Americans,-,-
in,-,-
global,-,-
politics,-,-
and,-,-
to,-,-
strengthen,-,-
their,-,-
connection,-,-
with,-,-
Africa,-,-
",",-,-
all,-,-
things,-,-
that,-,-
could,-,-
be,-,-
under,-,-
the,-,-
purview,-,-
of,-,-
CAAS,-,-
.,-,-
-,-,-
-,-,-
However,-,-
he,-,-
also,-,-
seemed,EVENT-MOD,Q560307_78
to,-,-
doubt,EVENT,Q560307_79
the,-,-
ability,-,-
of,-,-
a,-,-
program,-,-
like,-,-
CAAS,-,-
to,-,-
accomplish,-,-
anything,-,-
.,-,-
-,-,-
-,-,-
-,-,-
During,-,-
his,ENTITY,Q560307_257
earlier,-,-
years,-,-
at,-,-
U,-,-
of,-,-
M,-,-
he,-,-
criticized,EVENT,Q560307_80
such,-,-
programs,-,-
saying,EVENT,Q560307_81
that,-,-
",",-,-
in,-,-
response,-,-
to,-,-
black,-,-
activism,-,-
",",-,-
"""",-,-
some,-,-
universities,-,-
just,-,-
established,-,-
a,-,-
black,-,-
-,-,-
studies,-,-
program,-,-
with,-,-
a,-,-
kind,-,-
of,-,-
political,-,-
cynicism,-,-
which,-,-
I,ENTITY,Q560307_258
found,-,-
rather,-,-
difficult,-,-
to,-,-
admire,-,-
",",-,-
to,-,-
say,-,-
the,-,-
very,-,-
least,-,-
.,-,-
"""",-,-
-,-,-
-,-,-
Mazrui,-,-
taught,EVENT,Q560307_82
at,-,-
the,-,-
University,-,-
of,-,-
Michigan,-,-
until,-,-
1989,-,-
",",-,-
when,-,-
he,-,-
took,REL,Q560307_83
a,-,-
two,-,-
-,-,-
year,-,-
leave,EVENT,Q560307_84
of,-,-
absence,-,-
to,-,-
accept,EVENT,Q560307_85
the,-,-
Albert,-,-
Schweitzer,-,-
professorship,EVENT,Q560307_86
at,-,-
SUNY,-,-
Binghamton,-,-
.,-,-
-,-,-
-,-,-
Mazrui,ENTITY,Q560307_255
's,ENTITY,Q560307_260
departure,EVENT,Q560307_87
from,-,-
U,-,-
of,-,-
M,-,-
was,-,-
no,-,-
less,-,-
eventful,-,-
than,-,-
his,ENTITY,Q560307_261
departure,-,-
from,-,-
Makerere,-,-
.,-,-
-,-,-
-,-,-
-,-,-
Mazrui,ENTITY,Q560307_262
announced,EVENT,Q560307_89
his,ENTITY,Q560307_342
resignation,EVENT,Q560307_88
from,-,-
the,-,-
University,-,-
of,-,-
Michigan,-,-
on,-,-
29,-,-
May,-,-
1991,-,-
.,-,-
-,-,-
-,-,-
-,-,-
Leading,-,-
up,-,-
to,-,-
this,-,-
point,-,-
",",-,-
there,-,-
had,-,-
been,-,-
a,-,-
highly,-,-
publicized,-,-
bidding,-,-
war,-,-
between,-,-
U,-,-
of,-,-
M,-,-
and,-,-
SUNY,-,-
.,-,-
-,-,-
-,-,-
-,-,-
Reportedly,-,-
",",-,-
SUNY,-,-
offered,EVENT,Q560307_90
Mazrui,ENTITY,Q560307_263
a,-,-
$,-,-
"500,000",-,-
package,-,-
which,-,-
included,-,-
a,-,-
$,-,-
"105,000",-,-
salary,-,-
(,-,-
as,-,-
compared,-,-
to,-,-
his,ENTITY,Q560307_265
$,-,-
"71,500",-,-
salary,-,-
at,-,-
U,-,-
of,-,-
M,-,-
),-,-
as,-,-
well,-,-
as,-,-
the,-,-
funds,-,-
for,-,-
three,-,-
professors,-,-
of,-,-
Mazrui,ENTITY,Q560307_264
's,-,-
choosing,-,-
",",-,-
three,-,-
graduate,-,-
assistants,-,-
",",-,-
a,-,-
secretary,-,-
",",-,-
and,-,-
travel,-,-
expenses,-,-
.,-,-
-,-,-
-,-,-
The,ENTITY,Q560307_384
University,-,-
of,-,-
Michigan,-,-
reportedly,-,-
matched,-,-
this,-,-
offer,-,-
",",-,-
but,-,-
Mazrui,ENTITY,Q560307_343
decided,EVENT,Q560307_91
it,-,-
was,-,-
too,-,-
little,-,-
too,-,-
late,-,-
.,-,-
-,-,-
-,-,-
-,-,-
He,-,-
stated,EVENT,Q560307_92
that,-,-
he,ENTITY,Q560307_273
was,REL,Q560307_93
unconvinced,EVENT,Q560307_94
by,-,-
U,-,-
of,-,-
M,-,-
's,-,-
commitment,-,-
to,-,-
the,-,-
study,-,-
of,-,-
political,-,-
science,-,-
in,-,-
the,-,-
third,-,-
world,-,-
.,-,-
-,-,-
-,-,-
-,-,-
Both,-,-
governor,-,-
Mario,-,-
Cuomo,-,-
from,-,-
New,-,-
York,-,-
and,-,-
Governor,-,-
James,-,-
Blanchard,-,-
from,-,-
Michigan,-,-
gave,REL,Q560307_96
Mazrui,ENTITY,Q560307_274
personal,-,-
calls,EVENT,Q560307_95
to,-,-
convince,EVENT,Q560307_340
him,ENTITY,Q560307_281
to,-,-
choose,EVENT,Q560307_341
the,-,-
university,-,-
in,-,-
their,-,-
states,-,-
.,-,-
-,-,-
-,-,-
-,-,-
The,ENTITY,Q560307_287
whole,-,-
affair,-,-
sparked,-,-
questions,-,-
about,-,-
the,-,-
commodification,-,-
as,-,-
well,-,-
as,-,-
the,-,-
celebrity,-,-
of,-,-
university,-,-
professors,-,-
.,-,-
-,-,-
-,-,-
His,-,-
departure,EVENT,Q560307_97
also,-,-
caused,-,-
a,-,-
conversation,-,-
about,-,-
racial,-,-
diversity,-,-
at,-,-
the,-,-
University,-,-
of,-,-
Michigan,-,-
;,-,-
a,-,-
conversation,-,-
he,ENTITY,Q560307_275
had,-,-
not,EVENT-MOD,Q560307_266
been,REL,Q560307_267
a,-,-
huge,-,-
part,EVENT,Q560307_268
of,-,-
for,-,-
the,-,-
fifteen,-,-
years,-,-
while,-,-
he,-,-
was,EVENT,Q560307_98
on,-,-
the,-,-
U,-,-
of,-,-
M,-,-
campus,-,-
.,-,-
-,-,-
-,-,-
In,-,-
spite,-,-
of,-,-
the,-,-
University,-,-
of,-,-
Michigan,-,-
's,-,-
efforts,EVENT,Q560307_100
to,-,-
retain,EVENT,Q560307_99
Ali,ENTITY,Q560307_271
Mazrui,-,-
",",-,-
James,-,-
Duderstadt,-,-
",",-,-
the,-,-
president,-,-
of,-,-
the,-,-
university,-,-
at,-,-
the,-,-
time,-,-
",",-,-
came,-,-
under,-,-
heavy,-,-
fire,-,-
for,-,-
not,EVENT-MOD,Q560307_101
being,REL,Q560307_104
proactive,EVENT,Q560307_102
enough,-,-
in,-,-
the,-,-
retention,EVENT,Q560307_103
of,-,-
an,-,-
esteemed,-,-
Black,-,-
professor,-,-
.,-,-
-,-,-
-,-,-
-,-,-
Mazrui,-,-
had,-,-
been,-,-
hired,EVENT,Q560307_105
in,-,-
1974,-,-
",",-,-
while,-,-
the,-,-
university,-,-
was,-,-
under,-,-
heavy,-,-
criticism,-,-
",",-,-
especially,-,-
from,-,-
the,-,-
second,-,-
Black,-,-
Action,-,-
Movement,-,-
",",-,-
for,-,-
not,-,-
keeping,-,-
its,-,-
promises,-,-
for,-,-
diversity,-,-
in,-,-
the,-,-
student,-,-
body,ENTITY,Q560307_314
and,-,-
among,-,-
the,-,-
faculty,-,-
.,-,-
-,-,-
-,-,-
-,-,-
In,-,-
contrast,-,-
",",-,-
Duderstadt,-,-
argued,-,-
that,-,-
",",-,-
by,-,-
1989,-,-
",",-,-
the,-,-
University,-,-
was,-,-
doing,-,-
a,-,-
much,-,-
better,-,-
job,-,-
of,-,-
diversifying,-,-
.,-,-
-,-,-
-,-,-
-,-,-
They,-,-
had,-,-
added,-,-
45,-,-
minority,-,-
faculty,-,-
that,-,-
year,-,-
",",-,-
13,-,-
more,-,-
than,-,-
the,-,-
year,-,-
before,-,-
and,-,-
the,-,-
College,-,-
of,-,-
Literature,-,-
",",-,-
Science,-,-
and,-,-
the,-,-
Arts,-,-
had,-,-
seen,-,-
"""",-,-
skyrocketing,-,-
minority,-,-
recruitment,-,-
.,-,-
"""",-,-
-,-,-
-,-,-
Even,-,-
still,-,-
there,-,-
was,-,-
a,-,-
worry,-,-
that,-,-
the,-,-
university,-,-
was,-,-
focusing,-,-
only,-,-
on,-,-
recruiting,-,-
minorities,-,-
",",-,-
and,-,-
not,-,-
on,-,-
making,-,-
them,-,-
stick,-,-
around,-,-
.,-,-
-,-,-
-,-,-
In,-,-
addition,-,-
to,-,-
his,-,-
appointments,EVENT,Q560307_108
as,-,-
the,-,-
Albert,-,-
Schweitzer,-,-
Professor,-,-
in,-,-
the,-,-
Humanities,-,-
",",-,-
Professor,-,-
in,-,-
Political,-,-
Science,-,-
",",-,-
African,-,-
Studies,-,-
",",-,-
Philosophy,-,-
",",-,-
Interpretation,-,-
and,-,-
Culture,-,-
and,-,-
the,-,-
Director,-,-
of,-,-
the,-,-
Institute,-,-
of,-,-
Global,-,-
Cultural,-,-
Studies,-,-
(,-,-
IGCS,-,-
),-,-
",",-,-
Mazrui,-,-
also,-,-
held,EVENT,Q560307_107
three,-,-
concurrent,-,-
faculty,-,-
appointments,EVENT,Q560307_106
as,-,-
Albert,-,-
Luthuli,-,-
Professor,-,-
-,-,-
at,-,-
-,-,-
Large,-,-
in,-,-
the,-,-
Humanities,-,-
and,-,-
Development,-,-
Studies,-,-
at,-,-
the,-,-
University,-,-
of,-,-
Jos,-,-
in,-,-
Nigeria,-,-
",",-,-
Andrew,-,-
D.,-,-
White,-,-
Professor,-,-
-,-,-
at,-,-
-,-,-
Large,-,-
Emeritus,-,-
and,-,-
Senior,-,-
Scholar,-,-
in,-,-
