token,label,_id
(,-,-
Nubian,-,-
Islamic,-,-
Hebrews,-,-
),-,-
.,-,-
-,-,-
-,-,-
Later,-,-
he,ENTITY,Q560307_38
developed,EVENT,Q560307_36
a,-,-
theme,-,-
derived,-,-
from,-,-
"""",-,-
Ancient,-,-
Egypt,-,-
",",-,-
"""",-,-
mixing,EVENT,Q560307_37
ideas,-,-
taken,-,-
from,-,-
black,-,-
nationalism,-,-
",",-,-
cryptozoological,-,-
and,-,-
UFO,-,-
religions,-,-
",",-,-
and,-,-
popular,-,-
conspiracy,-,-
theory,-,-
.,-,-
-,-,-
-,-,-
He,-,-
last,-,-
called,EVENT,Q560307_39
his,ENTITY,Q560307_281
group,-,-
the,-,-
United,-,-
Nuwaubian,-,-
Nation,-,-
of,-,-
Moors,-,-
",",-,-
or,-,-
Nuwabians,-,-
.,-,-
-,-,-
-,-,-
York,ENTITY,Q560307_216
and,-,-
the,-,-
Nuwaubians,-,-
came,EVENT,Q560307_40
under,-,-
scrutiny,EVENT,Q560307_41
in,-,-
the,-,-
early,-,-
1990s,-,-
",",-,-
after,-,-
they,ENTITY,Q560307_42
built,EVENT,Q560307_43
Tama,-,-
-,-,-
Re,-,-
",",-,-
an,-,-
Egyptian,-,-
-,-,-
themed,-,-
"""",-,-
city,-,-
"""",-,-
for,-,-
about,-,-
a,-,-
hundred,-,-
of,-,-
his,-,-
followers,-,-
",",-,-
in,-,-
rural,-,-
Putnam,-,-
County,-,-
",",-,-
Georgia,-,-
.,-,-
-,-,-
-,-,-
Before,-,-
York,ENTITY,Q560307_46
's,-,-
trial,EVENT,Q560307_48
",",-,-
the,-,-
community,-,-
had,-,-
been,-,-
joined,-,-
directly,-,-
and,-,-
in,-,-
the,-,-
area,-,-
by,-,-
hundreds,-,-
of,-,-
other,-,-
followers,-,-
from,-,-
out,-,-
of,-,-
state,-,-
",",-,-
while,-,-
alienating,-,-
both,-,-
black,-,-
and,-,-
white,-,-
local,-,-
residents,-,-
.,-,-
-,-,-
-,-,-
The,-,-
community,-,-
was,-,-
intensively,-,-
investigated,-,-
after,-,-
numerous,-,-
reports,EVENT,Q560307_51
that,-,-
York,ENTITY,Q560307_52
had,-,-
molested,EVENT,Q560307_49
numerous,-,-
children,-,-
of,-,-
his,ENTITY,Q560307_54
followers,-,-
.,-,-
-,-,-
-,-,-
York,-,-
was,-,-
arrested,EVENT,Q560307_53
in,-,-
May,-,-
2002,-,-
.,-,-
-,-,-
-,-,-
In,-,-
2004,-,-
he,-,-
was,-,-
convicted,EVENT,Q560307_55
on,-,-
federal,-,-
charges,-,-
of,-,-
transporting,EVENT,Q560307_56
minors,-,-
across,-,-
state,-,-
lines,-,-
for,-,-
the,-,-
purposes,-,-
of,-,-
sexual,-,-
molestation,EVENT,Q560307_57
",",-,-
as,-,-
well,-,-
as,-,-
racketeering,EVENT,Q560307_58
and,-,-
financial,-,-
reporting,-,-
violations,EVENT,Q560307_59
.,-,-
-,-,-
-,-,-
York,-,-
's,-,-
case,-,-
was,-,-
reported,-,-
as,-,-
the,-,-
largest,-,-
prosecution,-,-
for,-,-
child,-,-
molestation,-,-
ever,-,-
directed,-,-
at,-,-
a,-,-
single,-,-
person,-,-
in,-,-
the,-,-
history,-,-
of,-,-
the,-,-
United,-,-
States,-,-
",",-,-
both,-,-
in,-,-
terms,-,-
of,-,-
number,-,-
of,-,-
victims,-,-
and,-,-
number,-,-
of,-,-
incidents,-,-
.,-,-
-,-,-
-,-,-
According,EVENT-MOD,Q560307_60
to,-,-
a,-,-
birth,-,-
certificate,-,-
issued,-,-
in,-,-
the,-,-
United,-,-
States,-,-
",",-,-
Dwight,ENTITY,Q560307_67
D.,ENTITY,Q560307_62
York,ENTITY,Q560307_72
was,-,-
born,EVENT,Q560307_69
in,-,-
Boston,-,-
",",-,-
Massachusetts,-,-
.,-,-
-,-,-
-,-,-
Other,-,-
sources,-,-
give,-,-
his,-,-
birthplace,-,-
as,-,-
New,-,-
Jersey,-,-
",",-,-
New,-,-
York,-,-
",",-,-
Baltimore,-,-
",",-,-
or,-,-
Takoradi,-,-
",",-,-
Ghana,-,-
.,-,-
-,-,-
-,-,-
York,-,-
says,EVENT,Q560307_71
that,-,-
he,-,-
was,-,-
raised,EVENT,Q560307_73
in,-,-
Massachusetts,-,-
",",-,-
and,-,-
at,-,-
the,-,-
age,-,-
of,-,-
seven,-,-
went,EVENT,Q560307_74
to,-,-
Aswan,-,-
",",-,-
Egypt,-,-
",",-,-
to,-,-
learn,EVENT,Q560307_75
about,-,-
Islam,-,-
.,-,-
-,-,-
-,-,-
"""",-,-
My,ENTITY,Q560307_76
grandfather,-,-
",",-,-
As,-,-
Sayyid,-,-
Abdur,-,-
Rahman,-,-
Al,-,-
Mahdi,-,-
",",-,-
the,-,-
Imaam,-,-
of,-,-
the,-,-
Ansaars,-,-
in,-,-
the,-,-
Sudan,-,-
until,-,-
1959,-,-
AD,-,-
",",-,-
upon,-,-
looking,-,-
into,-,-
my,ENTITY,Q560307_78
eyes,-,-
foretold,-,-
that,-,-
I,ENTITY,Q560307_82
was,-,-
the,-,-
one,-,-
who,-,-
would,-,-
possess,-,-
',-,-
the,-,-
light,-,-
.,-,-
',-,-
"""",-,-
-,-,-
-,-,-
He,-,-
says,EVENT,Q560307_77
he,ENTITY,Q560307_84
returned,EVENT,Q560307_79
to,-,-
the,-,-
United,-,-
States,-,-
in,-,-
1957,-,-
at,-,-
age,-,-
12,-,-
and,-,-
continued,EVENT,Q560307_80
to,-,-
study,EVENT,Q560307_81
Islam,-,-
.,-,-
-,-,-
-,-,-
As,-,-
an,-,-
adolescent,-,-
",",-,-
he,-,-
moved,EVENT,Q560307_83
with,-,-
his,ENTITY,Q560307_87
family,-,-
to,-,-
Teaneck,-,-
",",-,-
New,-,-
Jersey,-,-
.,-,-
-,-,-
-,-,-
In,-,-
the,-,-
late,-,-
1960s,-,-
York,ENTITY,Q560307_89
",",-,-
calling,EVENT,Q560307_93
himself,ENTITY,Q560307_91
"""",-,-
Imaam,-,-
Isa,-,-
"""",-,-
",",-,-
combined,EVENT,Q560307_85
elements,-,-
of,-,-
the,-,-
Moorish,-,-
Science,-,-
Temple,-,-
of,-,-
America,-,-
",",-,-
the,-,-
Nation,-,-
of,-,-
Islam,-,-
",",-,-
the,-,-
Nation,-,-
of,-,-
Gods,-,-
and,-,-
Earths,-,-
and,-,-
Freemasonry,-,-
",",-,-
and,-,-
founded,EVENT,Q560307_86
a,-,-
quasi,-,-
-,-,-
Muslim,-,-
black,-,-
nationalist,-,-
movement,-,-
and,-,-
community,-,-
.,-,-
-,-,-
-,-,-
He,-,-
called,EVENT,Q560307_88
it,-,-
"""",-,-
Ansaar,-,-
Pure,-,-
Sufi,-,-
",",-,-
"""",-,-
or,-,-
the,-,-
"""",-,-
Ansaaru,-,-
Allah,-,-
Community,-,-
",",-,-
"""",-,-
c.,-,-
1970,-,-
.,-,-
-,-,-
-,-,-
He,-,-
instructed,EVENT,Q560307_90
members,-,-
to,-,-
wear,-,-
black,-,-
and,-,-
green,-,-
dashikis,-,-
.,-,-
-,-,-
-,-,-
He,ENTITY,Q560307_95
later,-,-
changed,EVENT,Q560307_92
his,ENTITY,Q560307_97
name,-,-
to,-,-
"""",-,-
Imaam,-,-
Isa,-,-
Abdullah,-,-
"""",-,-
and,-,-
renamed,EVENT,Q560307_94
his,ENTITY,Q560307_101
"""",-,-
Ansaar,-,-
Pure,-,-
Sufi,-,-
"""",-,-
ministry,-,-
to,-,-
the,-,-
"""",-,-
Nubians,-,-
"""",-,-
in,-,-
Brooklyn,-,-
in,-,-
1967,-,-
.,-,-
-,-,-
-,-,-
The,-,-
group,ENTITY,Q560307_111
was,-,-
considered,-,-
to,-,-
be,-,-
part,-,-
of,-,-
the,-,-
Black,-,-
Hebrews,-,-
phenomenon,-,-
",",-,-
under,-,-
the,-,-
name,-,-
"""",-,-
Nubian,-,-
Islaamic,-,-
Hebrews,-,-
"""",-,-
and,-,-
"""",-,-
Nubian,-,-
Hebrew,-,-
Mission,-,-
"""",-,-
as,-,-
of,-,-
1969,-,-
.,-,-
-,-,-
-,-,-
Unlike,-,-
other,-,-
groups,-,-
",",-,-
they,-,-
were,-,-
not,-,-
Judeo,-,-
-,-,-
Christian,-,-
but,-,-
Judeo,-,-
-,-,-
Islamic,-,-
.,-,-
-,-,-
-,-,-
-,-,-
This,-,-
was,-,-
also,-,-
the,-,-
period,-,-
of,-,-
Black,-,-
Power,-,-
among,-,-
some,-,-
African,-,-
Americans,-,-
.,-,-
-,-,-
-,-,-
York,-,-
later,-,-
traveled,EVENT,Q560307_96
to,-,-
Africa,-,-
",",-,-
to,-,-
Sudan,-,-
and,-,-
Egypt,-,-
in,-,-
particular,-,-
.,-,-
-,-,-
-,-,-
He,-,-
met,EVENT,Q560307_98
and,-,-
persuaded,EVENT,Q560307_99
members,-,-
of,-,-
Mohamed,-,-
Ahmed,-,-
Al,-,-
-,-,-
Mahdi,-,-
's,-,-
family,-,-
to,-,-
finance,EVENT,Q560307_100
him,-,-
to,-,-
set,EVENT,Q560307_102
up,-,-
a,-,-
cell,-,-
of,-,-
their,-,-
organization,-,-
in,-,-
the,-,-
United,-,-
States,-,-
.,-,-
-,-,-
-,-,-
This,-,-
was,-,-
to,-,-
be,-,-
a,-,-
"""",-,-
west,-,-
"""",-,-
or,-,-
"""",-,-
American,-,-
"""",-,-
political,-,-
wing,-,-
of,-,-
Sudan,-,-
's,-,-
Ansar,-,-
movement,-,-
under,-,-
Sadiq,-,-
al,-,-
-,-,-
Mahdi,-,-
(,-,-
also,-,-
see,-,-
Umma,-,-
Party,-,-
),-,-
.,-,-
-,-,-
-,-,-
He,ENTITY,Q560307_106
began,EVENT,Q560307_103
to,-,-
develop,EVENT,Q560307_104
the,-,-
claim,-,-
of,-,-
his,ENTITY,Q560307_108
"""",-,-
Sudanese,-,-
"""",-,-
roots,-,-
-,-,-
-,-,-
in,-,-
order,-,-
to,-,-
authenticate,EVENT,Q560307_105
his,-,-
American,-,-
branch,-,-
of,-,-
the,-,-
sect,-,-
.,-,-
-,-,-
-,-,-
After,-,-
York,ENTITY,Q560307_282
returned,EVENT,Q560307_107
from,-,-
a,-,-
pilgrimage,-,-
to,-,-
(,-,-
Egypt,-,-
and,-,-
Sudan,-,-
),-,-
",",-,-
he,-,-
invited,EVENT,Q560307_109
Sadiq,-,-
Al,-,-
-,-,-
Mahdi,-,-
to,-,-
the,-,-
US,-,-
.,-,-
-,-,-
-,-,-
In,-,-
1970,-,-
his,-,-
group,-,-
changed,EVENT,Q560307_114
its,-,-
name,-,-
to,-,-
the,-,-
"""",-,-
Ansaaru,-,-
Allah,-,-
Community,-,-
in,-,-
the,-,-
West,-,-
.,-,-
"""",-,-
-,-,-
-,-,-
A,-,-
1993,-,-
FBI,-,-
report,-,-
described,-,-
this,-,-
group,-,-
as,-,-
a,-,-
"""",-,-
front,-,-
for,-,-
a,-,-
wide,-,-
range,-,-
of,-,-
criminal,-,-
activity,-,-
",",-,-
including,-,-
arson,-,-
",",-,-
welfare,-,-
fraud,-,-
and,-,-
extortion,-,-
.,-,-
"""",-,-
-,-,-
-,-,-
The,-,-
group,ENTITY,Q560307_113
wrote,-,-
:,-,-
The,-,-
women,-,-
of,-,-
the,-,-
Ansaaru,-,-
Allah,-,-
Community,-,-
focus,-,-
on,-,-
memorizing,-,-
history,-,-
as,-,-
their,-,-
Imam,-,-
sees,-,-
it,-,-
",",-,-
learning,-,-
Arabic,-,-
(,-,-
many,-,-
of,-,-
them,-,-
are,-,-
quite,-,-
fluent,-,-
),-,-
",",-,-
incorporating,-,-
Sudanese,-,-
etiquette,-,-
into,-,-
their,-,-
mannerisms,-,-
and,-,-
memorizing,-,-
the,-,-
Qur'an,-,-
.,-,-
-,-,-
-,-,-
They,-,-
participate,-,-
in,-,-
the,-,-
compilation,-,-
of,-,-
the,-,-
various,-,-
texts,-,-
produced,-,-
by,-,-
the,-,-
community,-,-
and,-,-
also,-,-
work,-,-
in,-,-
the,-,-
recording,-,-
studio,-,-
owned,-,-
by,-,-
the,-,-
community,-,-
.,-,-
-,-,-
-,-,-
Other,-,-
than,-,-
this,-,-
work,-,-
",",-,-
the,-,-
women,-,-
's,-,-
main,-,-
source,-,-
of,-,-
income,-,-
comes,-,-
from,-,-
US,-,-
government,-,-
public,-,-
assistance,-,-
and,-,-
monies,-,-
earned,-,-
by,-,-
the,-,-
men,-,-
in,-,-
various,-,-
enterprises,-,-
such,-,-
as,-,-
food,-,-
shops,-,-
",",-,-
jewelry,-,-
and,-,-
merchandise,-,-
stores,-,-
",",-,-
and,-,-
street,-,-
vending,-,-
.,-,-
The,-,-
New,-,-
York,-,-
Press,-,-
reported,EVENT,Q560307_115
on,-,-
York,-,-
:,-,-
He,ENTITY,Q560307_116
was,-,-
based,-,-
in,-,-
Coney,-,-
Island,-,-
for,-,-
a,-,-
time,-,-
",",-,-
and,-,-
operated,-,-
a,-,-
bookstore,-,-
and,-,-
a,-,-
printing,-,-
press,-,-
on,-,-
Flatbush,-,-
Ave,-,-
.,-,-
in,-,-
the,-,-
70s,-,-
.,-,-
-,-,-
-,-,-
In,-,-
the,-,-
80s,-,-
he,-,-
was,-,-
based,-,-
in,-,-
Brooklyn,-,-
",",-,-
on,-,-
Bushwick,-,-
Ave,-,-
.,-,-
York,ENTITY,Q560307_118
's,-,-
students,-,-
are,-,-
best,-,-
remembered,-,-
by,-,-
New,-,-
Yorkers,-,-
as,-,-
practitioners,-,-
of,-,-
orthodox,-,-
Islam,-,-
–,-,-
members,-,-
of,-,-
certain,-,-
New,-,-
York,-,-
Five,-,-
Percent,-,-
Nation,-,-
",",-,-
Nation,-,-
of,-,-
Islam,-,-
and,-,-
Arab,-,-
Islamic,-,-
mosques,-,-
still,-,-
regard,-,-
the,-,-
Nuwaubians,-,-
as,-,-
a,-,-
rival,-,-
faction,-,-
–,-,-
but,-,-
at,-,-
different,-,-
times,-,-
they,-,-
followed,-,-
the,-,-
paths,-,-
of,-,-
Christianity,-,-
and,-,-
Judaism,-,-
.,-,-
-,-,-
-,-,-
Operations,-,-
relocated,-,-
to,-,-
Liberty,-,-
",",-,-
near,-,-
the,-,-
Catskills,-,-
",",-,-
around,-,-
1991,-,-
",",-,-
then,-,-
to,-,-
Georgia,-,-
in,-,-
1993,-,-
.,-,-
The,-,-
community,-,-
in,-,-
Brooklyn,-,-
",",-,-
reported,-,-
as,-,-
identifying,-,-
as,-,-
the,-,-
"""",-,-
Holy,-,-
Tabernacle,-,-
of,-,-
the,-,-
Most,-,-
High,-,-
"""",-,-
and,-,-
also,-,-
as,-,-
the,-,-
"""",-,-
Children,-,-
of,-,-
Abraham,-,-
",",-,-
"""",-,-
was,-,-
said,-,-
to,-,-
be,-,-
led,-,-
by,-,-
Rabboni,-,-
Y'shua,-,-
Bar,-,-
El,-,-
Haady,-,-
.,-,-
-,-,-
-,-,-
They,-,-
practiced,-,-
a,-,-
mixture,-,-
of,-,-
Judaism,-,-
and,-,-
Islam,-,-
.,-,-
-,-,-
-,-,-
They,-,-
were,-,-
reported,-,-
as,-,-
numbering,-,-
about,-,-
300,-,-
persons,-,-
and,-,-
in,-,-
1994,-,-
the,-,-
group,-,-
reportedly,-,-
still,-,-
owned,-,-
nine,-,-
apartment,-,-
buildings,-,-
",",-,-
of,-,-
which,-,-
five,-,-
were,-,-
in,-,-
tax,-,-
arrears,-,-
.,-,-
-,-,-
-,-,-
Local,-,-
politicians,-,-
were,-,-
concerned,-,-
that,-,-
the,-,-
abandoned,-,-
buildings,-,-
would,-,-
become,-,-
centers,-,-
of,-,-
uses,-,-
that,-,-
would,-,-
damage,-,-
the,-,-
neighborhood,-,-
.,-,-
-,-,-
-,-,-
Anecdotal,-,-
reports,-,-
were,-,-
that,-,-
some,-,-
of,-,-
the,-,-
group,-,-
went,-,-
to,-,-
Monroe,-,-
County,-,-
",",-,-
New,-,-
York,-,-
",",-,-
and,-,-
others,-,-
to,-,-
Georgia,-,-
.,-,-
-,-,-
-,-,-
In,-,-
the,-,-
early,-,-
1980s,-,-
",",-,-
York,-,-
performed,EVENT,Q560307_117
as,-,-
vocalist,-,-
with,-,-
his,-,-
own,-,-
groups,-,-
",",-,-
known,-,-
as,-,-
Jackie,-,-
and,-,-
the,-,-
Starlights,-,-
",",-,-
the,-,-
Students,-,-
",",-,-
and,-,-
Passion,-,-
.,-,-
-,-,-
-,-,-
He,ENTITY,Q560307_121
launched,EVENT,Q560307_119
his,-,-
own,-,-
record,-,-
label,-,-
",",-,-
named,-,-
Passion,-,-
Productions,-,-
",",-,-
recording,EVENT,Q560307_120
as,-,-
the,-,-
solo,-,-
artist,-,-
"""",-,-
Dr.,-,-
York,ENTITY,Q560307_124
.,-,-
"""",-,-
-,-,-
-,-,-
His,-,-
debut,-,-
release,EVENT,Q560307_122
was,-,-
the,-,-
single,-,-
"""",-,-
Only,-,-
a,-,-
Dream,-,-
"""",-,-
(,-,-
later,-,-
included,-,-
in,-,-
the,-,-
album,-,-
New,-,-
York,-,-
",",-,-
Hot,-,-
Melt,-,-
Records,-,-
UK,-,-
",",-,-
1985,-,-
),-,-
.,-,-
-,-,-
-,-,-
"""",ENTITY,Q560307_295
Dr.,-,-
York,-,-
"""",ENTITY,Q560307_127
and,-,-
Passion,-,-
Productions,-,-
were,-,-
advertised,EVENT,Q560307_123
in,-,-
the,-,-
May,-,-
4,-,-
",",-,-
1985,-,-
",",-,-
issue,-,-
of,-,-
Billboard,-,-
magazine,-,-
.,-,-
-,-,-
-,-,-
Later,-,-
York,-,-
formed,EVENT,Q560307_125
York,-,-
Records,-,-
releasing,EVENT,Q560307_126
the,-,-
music,-,-
of,-,-
several,-,-
successful,-,-
artists,-,-
within,-,-
the,-,-
genre,-,-
of,-,-
R&B,-,-
",",-,-
Hip,-,-
Hop,-,-
",",-,-
Gospel,-,-
",",-,-
and,-,-
others,-,-
.,-,-
 ,-,-
-,-,-
-,-,-
York,-,-
Records,-,-
released,-,-
York,-,-
's,ENTITY,Q560307_129
single,-,-
called,-,-
“,-,-
It,-,-
’s,-,-
Too,-,-
Late,-,-
”,-,-
in,-,-
1986,-,-
featuring,-,-
Sarah,-,-
Dash,-,-
of,-,-
Patti,-,-
Labelle,-,-
's,-,-
Labelle,-,-
.,-,-
-,-,-
-,-,-
In,-,-
1988,-,-
York,-,-
Records,-,-
released,-,-
“,-,-
He,-,-
’s,-,-
Coming,-,-
”,-,-
by,-,-
Gospel,-,-
legends,-,-
Doc,-,-
Mckenzie,-,-
and,-,-
the,-,-
Hi,-,-
-,-,-
Lites,-,-
.,-,-
-,-,-
-,-,-
Also,-,-
in,-,-
1988,-,-
he,ENTITY,Q560307_297
released,-,-
Kenne,-,-
&,-,-
Petite,-,-
's,-,-
“,-,-
What,-,-
Is,-,-
He,-,-
To,-,-
You,-,-
?,-,-
”,-,-
.,-,-
-,-,-
-,-,-
Petite,-,-
went,-,-
onto,-,-
become,-,-
the,-,-
early,-,-
90s,-,-
group,-,-
Ex,-,-
-,-,-
Girlfriend,-,-
featuring,-,-
Stacy,-,-
Francis,-,-
from,-,-
X,-,-
-,-,-
Factor,-,-
and,-,-
TV,-,-
One,-,-
's,-,-
R&B,-,-
Divas,-,-
Los,-,-
Angeles,-,-
.,-,-
-,-,-
-,-,-
Then,-,-
Nubian,-,-
Egyptian,-,-
/,-,-
Sudanese,-,-
vocalist,-,-
and,-,-
oud,-,-
player,-,-
Hamza,-,-
El,-,-
Din,-,-
“,-,-
Live,-,-
At,-,-
The,-,-
Ansaaru,-,-
Allah,-,-
Community,-,-
In,-,-
America,-,-
”,-,-
also,-,-
in,-,-
1998,-,-
.,-,-
-,-,-
-,-,-
He,-,-
also,-,-
released,EVENT,Q560307_128
Passion,-,-
on,-,-
his,-,-
York,-,-
Records,-,-
and,-,-
Passion,-,-
Records,-,-
imprint,-,-
.,-,-
-,-,-
-,-,-
A,-,-
group,-,-
that,-,-
consisted,-,-
of,-,-
York,-,-
",",-,-
Zeemo,-,-
(,-,-
Abdul,-,-
Aziz,-,-
),-,-
",",-,-
and,-,-
Steve,-,-
(,-,-
Segovia,-,-
),-,-
and,-,-
later,-,-
even,-,-
featured,-,-
Wendell,-,-
Sawyer,-,-
",",-,-
Vernon,-,-
Sawyer,-,-
",",-,-
and,-,-
-,-,-
-,-,-
Ted,-,-
Mills,-,-
of,-,-
the,-,-
group,-,-
Blue,-,-
Magic,-,-
.,-,-
-,-,-
-,-,-
York,-,-
said,EVENT,Q560307_130
he,-,-
performed,EVENT,Q560307_131
popular,-,-
music,-,-
in,-,-
order,-,-
to,-,-
"""",-,-
reach,-,-
a,-,-
mass,-,-
majority,-,-
of,-,-
my,ENTITY,Q560307_140
people,-,-
through,-,-
my,-,-
music,-,-
.,-,-
"""",-,-
-,-,-
-,-,-
His,-,-
Passion,-,-
Studios,-,-
recorded,-,-
artists,-,-
like,-,-
Force,-,-
MD,-,-
's,-,-
",",-,-
Fredro,-,-
Starr,-,-
of,-,-
Onyx,-,-
",",-,-
and,-,-
Stetsasonic,-,-
.,-,-
-,-,-
-,-,-
York,ENTITY,Q560307_146
's,ENTITY,Q560307_148
groups,-,-
had,-,-
a,-,-
variety,-,-
of,-,-
names,-,-
and,-,-
functions,-,-
:,-,-
quasi,-,-
-,-,-
religious,-,-
",",-,-
fraternal,-,-
",",-,-
and,-,-
tribal,-,-
.,-,-
-,-,-
-,-,-
They,-,-
were,-,-
called,-,-
"""",-,-
Holy,-,-
Tabernacle,-,-
Ministries,-,-
"""",-,-
",",-,-
"""",-,-
Egiptian,-,-
-,-,-
-,-,-
Church,-,-
of,-,-
Karast,-,-
",",-,-
"""",-,-
"""",-,-
Holy,-,-
Seed,-,-
Baptist,-,-
Synagogue,-,-
"""",-,-
",",-,-
"""",-,-
Ancient,-,-
Mystic,-,-
Order,-,-
of,-,-
Melchizedek,-,-
"""",-,-
",",-,-
"""",-,-
Ancient,-,-
Egiptian,-,-
-,-,-
-,-,-
Order,-,-
"""",-,-
",",-,-
"""",-,-
All,-,-
Eyez,-,-
on,-,-
Egypt,-,-
"""",-,-
",",-,-
"""",-,-
United,-,-
Nuwaubian,-,-
Nation,-,-
of,-,-
Moors,-,-
"""",-,-
",",-,-
"""",-,-
Yamassee,-,-
Native,-,-
American,-,-
Tribe,-,-
"""",-,-
",",-,-
"""",-,-
Washitaw,-,-
Tribe,-,-
"""",-,-
",",-,-
and,-,-
"""",-,-
Lodge,-,-
19,-,-
of,-,-
the,-,-
Ancient,-,-
and,-,-
Mystic,-,-
Order,-,-
of,-,-
Malachizodok,-,-
.,-,-
"""",-,-
-,-,-
-,-,-
While,-,-
drawing,EVENT,Q560307_132
from,-,-
various,-,-
religious,-,-
and,-,-
historical,-,-
themes,-,-
",",-,-
Malachi,ENTITY,Q560307_135
York,-,-
continued,EVENT,Q560307_137
to,-,-
focus,EVENT,Q560307_138
on,-,-
Nubia,-,-
.,-,-
-,-,-
-,-,-
He,ENTITY,Q560307_153
promoted,EVENT,Q560307_139
a,-,-
design,-,-
featuring,-,-
an,-,-
ankh,-,-
in,-,-
the,-,-
middle,-,-
of,-,-
a,-,-
six,-,-
-,-,-
pointed,-,-
star,-,-
of,-,-
Judaism,-,-
and,-,-
Islamic,-,-
crescent,-,-
",",-,-
a,-,-
symbol,-,-
used,-,-
by,-,-
the,-,-
Ansarullah,-,-
Community,-,-
.,-,-
-,-,-
-,-,-
The,-,-
ankh,-,-
is,-,-
associated,-,-
with,-,-
pre,-,-
-,-,-
Islamic,-,-
Sudan,-,-
",",-,-
Nubia,-,-
.,-,-
-,-,-
-,-,-
Dwight,ENTITY,Q560307_143
York,ENTITY,Q560307_156
changed,EVENT,Q560307_145
his,ENTITY,Q560307_158
name,-,-
legally,-,-
in,-,-
1990,-,-
to,-,-
"""",-,-
Issa,-,-
al,-,-
Haadi,-,-
al,-,-
Mahdi,-,-
"""",-,-
when,-,-
he,ENTITY,Q560307_160
was,-,-
still,-,-
living,EVENT,Q560307_147
in,-,-
Brooklyn,-,-
.,-,-
-,-,-
-,-,-
He,ENTITY,Q560307_162
changed,EVENT,Q560307_149
it,-,-
again,-,-
in,-,-
1993,-,-
to,-,-
