token,label,_id
candidate,EVENT,Q560307_26
for,-,-
vice,-,-
president,-,-
;,-,-
at,-,-
the,-,-
time,-,-
",",-,-
she,-,-
also,-,-
held,EVENT,Q560307_29
the,-,-
position,-,-
of,-,-
professor,EVENT,Q560307_28
of,-,-
ethnic,-,-
studies,-,-
at,-,-
San,-,-
Francisco,-,-
State,-,-
University,-,-
.,-,-
-,-,-
-,-,-
Much,ENTITY,Q560307_96
of,-,-
her,ENTITY,Q560307_113
work,ENTITY,Q560307_99
focused,EVENT,Q560307_112
on,-,-
the,-,-
abolition,-,-
of,-,-
prisons,-,-
and,-,-
in,-,-
1997,-,-
",",-,-
she,ENTITY,Q560307_114
co,-,-
-,-,-
founded,EVENT,Q560307_30
Critical,-,-
Resistance,-,-
",",-,-
an,-,-
organization,-,-
working,-,-
to,-,-
abolish,-,-
the,-,-
prison,-,-
–,-,-
industrial,-,-
complex,-,-
.,-,-
-,-,-
-,-,-
In,-,-
1991,-,-
",",-,-
amid,-,-
the,-,-
dissolution,-,-
of,-,-
the,-,-
Soviet,-,-
Union,-,-
",",-,-
she,ENTITY,Q560307_115
was,REL,Q560307_31
part,EVENT,Q560307_32
of,-,-
a,-,-
faction,-,-
in,-,-
the,-,-
Communist,-,-
Party,-,-
that,-,-
broke,-,-
away,-,-
to,-,-
establish,-,-
the,-,-
CPUSA,-,-
.,-,-
-,-,-
-,-,-
Also,-,-
in,-,-
1991,-,-
",",-,-
she,ENTITY,Q560307_116
joined,EVENT,Q560307_33
the,-,-
feminist,-,-
studies,-,-
department,-,-
at,-,-
the,-,-
University,-,-
of,-,-
California,-,-
",",-,-
Santa,-,-
Cruz,-,-
",",-,-
where,-,-
she,ENTITY,Q560307_117
became,REL,Q560307_35
department,-,-
director,EVENT,Q560307_34
before,-,-
retiring,-,-
in,-,-
2008,-,-
.,-,-
-,-,-
-,-,-
Since,-,-
then,-,-
she,ENTITY,Q560307_118
has,-,-
continued,EVENT,Q560307_37
to,-,-
write,EVENT,Q560307_36
and,-,-
remained,EVENT,Q560307_39
active,EVENT,Q560307_38
in,-,-
movements,-,-
such,-,-
as,-,-
Occupy,-,-
and,-,-
the,-,-
Boycott,-,-
",",-,-
Divestment,-,-
and,-,-
Sanctions,-,-
campaign,-,-
.,-,-
-,-,-
-,-,-
Davis,ENTITY,Q560307_119
has,-,-
received,EVENT,Q560307_40
various,-,-
awards,EVENT,Q560307_41
",",-,-
including,-,-
the,-,-
Soviet,-,-
Union,-,-
's,-,-
Lenin,-,-
Peace,-,-
Prize,-,-
.,-,-
-,-,-
-,-,-
Accused,EVENT,Q560307_43
of,-,-
supporting,EVENT,Q560307_42
political,-,-
violence,-,-
",",-,-
she,ENTITY,Q560307_120
has,-,-
sustained,EVENT,Q560307_44
criticism,EVENT,Q560307_45
from,-,-
the,-,-
highest,-,-
levels,-,-
of,-,-
the,-,-
US,-,-
government,-,-
.,-,-
-,-,-
-,-,-
She,ENTITY,Q560307_121
has,-,-
also,-,-
been,-,-
criticized,EVENT,Q560307_47
for,-,-
supporting,EVENT,Q560307_46
the,-,-
Soviet,-,-
Union,-,-
and,-,-
its,-,-
satellites,-,-
.,-,-
-,-,-
-,-,-
Davis,ENTITY,Q560307_122
has,-,-
been,-,-
inducted,EVENT,Q560307_48
into,-,-
the,-,-
National,-,-
Women,-,-
's,-,-
Hall,-,-
of,-,-
Fame,-,-
.,-,-
-,-,-
-,-,-
In,-,-
2020,-,-
",",-,-
she,ENTITY,Q560307_123
was,-,-
listed,EVENT,Q560307_49
as,-,-
the,-,-
1971,-,-
"""",-,-
Woman,-,-
of,-,-
the,-,-
Year,-,-
"""",-,-
in,-,-
Time,-,-
magazine,-,-
's,-,-
"""",-,-
100,-,-
Women,-,-
of,-,-
the,-,-
Year,-,-
"""",-,-
edition,-,-
",",-,-
which,-,-
covered,-,-
the,-,-
100,-,-
years,-,-
that,-,-
began,-,-
with,-,-
women,-,-
's,-,-
suffrage,-,-
in,-,-
1920,-,-
.,-,-
-,-,-
-,-,-
Davis,-,-
is,-,-
included,EVENT,Q560307_50
in,-,-
Time,-,-
's,-,-
100,-,-
Most,-,-
Influential,-,-
People,-,-
of,-,-
2020,-,-
.,-,-
-,-,-
-,-,-
Angela,-,-
Davis,ENTITY,Q560307_128
was,-,-
born,EVENT,Q560307_51
on,-,-
January,-,-
26,-,-
",",-,-
1944,-,-
",",-,-
in,-,-
Birmingham,-,-
",",-,-
Alabama,-,-
.,-,-
-,-,-
-,-,-
Her,-,-
family,ENTITY,Q560307_127
lived,EVENT,Q560307_52
in,-,-
the,-,-
"""",-,-
Dynamite,-,-
Hill,-,-
"""",-,-
neighborhood,-,-
",",-,-
which,-,-
was,-,-
marked,-,-
in,-,-
the,-,-
1950s,-,-
by,-,-
the,-,-
bombings,-,-
of,-,-
houses,-,-
in,-,-
an,-,-
attempt,-,-
to,-,-
intimidate,-,-
and,-,-
drive,-,-
out,-,-
middle,-,-
-,-,-
class,-,-
black,-,-
people,-,-
who,-,-
had,-,-
moved,-,-
there,-,-
.,-,-
-,-,-
-,-,-
Davis,-,-
occasionally,-,-
spent,EVENT,Q560307_53
time,-,-
on,-,-
her,ENTITY,Q560307_129
uncle,-,-
's,-,-
farm,-,-
and,-,-
with,-,-
friends,-,-
in,-,-
New,-,-
York,-,-
City,-,-
.,-,-
-,-,-
-,-,-
Her,-,-
siblings,-,-
include,-,-
two,-,-
brothers,-,-
",",-,-
Ben,-,-
and,-,-
Reginald,-,-
",",-,-
and,-,-
a,-,-
sister,-,-
",",-,-
Fania,-,-
.,-,-
-,-,-
-,-,-
Ben,-,-
played,-,-
defensive,-,-
back,-,-
for,-,-
the,-,-
Cleveland,-,-
Browns,-,-
and,-,-
Detroit,-,-
Lions,-,-
in,-,-
the,-,-
late,-,-
1960s,-,-
and,-,-
early,-,-
1970s,-,-
.,-,-
-,-,-
-,-,-
Davis,ENTITY,Q560307_130
attended,EVENT,Q560307_54
Carrie,-,-
A.,-,-
Tuggle,-,-
School,-,-
",",-,-
a,-,-
segregated,-,-
black,-,-
elementary,-,-
school,-,-
",",-,-
and,-,-
later,-,-
",",-,-
Parker,-,-
Annex,-,-
",",-,-
a,-,-
middle,-,-
-,-,-
school,-,-
branch,-,-
of,-,-
Parker,-,-
High,-,-
School,-,-
in,-,-
Birmingham,-,-
.,-,-
-,-,-
-,-,-
During,-,-
this,-,-
time,-,-
",",-,-
Davis,ENTITY,Q560307_578
's,ENTITY,Q560307_131
mother,-,-
",",-,-
Sallye,-,-
Bell,-,-
Davis,-,-
",",-,-
was,-,-
a,-,-
national,-,-
officer,-,-
and,-,-
leading,-,-
organizer,-,-
of,-,-
the,-,-
Southern,-,-
Negro,-,-
Youth,-,-
Congress,-,-
",",-,-
an,-,-
organization,-,-
influenced,-,-
by,-,-
the,-,-
Communist,-,-
Party,-,-
aimed,-,-
at,-,-
building,-,-
alliances,-,-
among,-,-
African,-,-
Americans,-,-
in,-,-
the,-,-
South,-,-
.,-,-
-,-,-
-,-,-
Davis,-,-
grew,EVENT,Q560307_55
up,-,-
surrounded,-,-
by,-,-
communist,-,-
organizers,-,-
and,-,-
thinkers,-,-
",",-,-
who,-,-
significantly,-,-
influenced,EVENT,Q560307_56
her,ENTITY,Q560307_132
intellectual,-,-
development,EVENT,Q560307_579
.,-,-
-,-,-
-,-,-
Davis,ENTITY,Q560307_580
was,-,-
involved,EVENT,Q560307_57
in,-,-
her,ENTITY,Q560307_133
church,-,-
youth,-,-
group,ENTITY,Q560307_456
as,-,-
a,-,-
child,-,-
",",-,-
and,-,-
attended,EVENT,Q560307_58
Sunday,-,-
school,-,-
regularly,-,-
.,-,-
-,-,-
-,-,-
She,ENTITY,Q560307_134
attributes,EVENT,Q560307_59
much,-,-
of,-,-
her,ENTITY,Q560307_136
political,-,-
involvement,EVENT,Q560307_60
to,-,-
her,-,-
involvement,EVENT,Q560307_61
with,-,-
the,-,-
Girl,-,-
Scouts,-,-
of,-,-
the,-,-
United,-,-
States,-,-
of,-,-
America,-,-
.,-,-
-,-,-
-,-,-
She,ENTITY,Q560307_140
also,-,-
participated,EVENT,Q560307_135
in,-,-
the,-,-
Girl,-,-
Scouts,-,-
1959,-,-
national,-,-
roundup,-,-
in,-,-
Colorado,-,-
.,-,-
-,-,-
-,-,-
As,-,-
a,-,-
Girl,-,-
Scout,-,-
",",-,-
she,ENTITY,Q560307_142
marched,EVENT,Q560307_137
and,-,-
picketed,EVENT,Q560307_138
to,-,-
protest,EVENT,Q560307_139
racial,-,-
segregation,-,-
in,-,-
Birmingham,-,-
.,-,-
-,-,-
-,-,-
By,-,-
her,ENTITY,Q560307_144
junior,-,-
year,-,-
of,-,-
high,-,-
school,-,-
",",-,-
Davis,ENTITY,Q560307_146
had,-,-
been,-,-
accepted,EVENT,Q560307_141
by,-,-
an,-,-
American,-,-
Friends,-,-
Service,-,-
Committee,-,-
(,-,-
Quaker,-,-
),-,-
program,-,-
that,-,-
placed,-,-
black,-,-
students,-,-
from,-,-
the,-,-
South,-,-
in,-,-
integrated,-,-
schools,-,-
in,-,-
the,-,-
North,-,-
.,-,-
-,-,-
-,-,-
She,-,-
chose,EVENT,Q560307_143
Elisabeth,-,-
Irwin,-,-
High,-,-
School,-,-
in,-,-
Greenwich,-,-
Village,-,-
.,-,-
-,-,-
-,-,-
There,-,-
she,-,-
was,-,-
recruited,EVENT,Q560307_145
by,-,-
a,-,-
communist,-,-
youth,-,-
group,-,-
",",-,-
Advance,-,-
.,-,-
-,-,-
-,-,-
Davis,ENTITY,Q560307_148
was,-,-
awarded,EVENT,Q560307_147
a,-,-
scholarship,-,-
to,-,-
Brandeis,-,-
University,-,-
in,-,-
Waltham,-,-
",",-,-
Massachusetts,-,-
",",-,-
where,-,-
she,ENTITY,Q560307_152
was,-,-
one,-,-
of,-,-
three,-,-
black,-,-
students,-,-
in,-,-
her,-,-
class,-,-
.,-,-
-,-,-
-,-,-
She,ENTITY,Q560307_154
encountered,EVENT,Q560307_149
the,-,-
Frankfurt,-,-
School,-,-
philosopher,-,-
Herbert,-,-
Marcuse,-,-
at,-,-
a,-,-
rally,-,-
during,-,-
the,-,-
Cuban,-,-
Missile,-,-
Crisis,-,-
and,-,-
became,REL,Q560307_151
his,-,-
student,EVENT,Q560307_150
.,-,-
-,-,-
-,-,-
In,-,-
a,-,-
2007,-,-
television,-,-
interview,-,-
",",-,-
Davis,ENTITY,Q560307_159
said,EVENT,Q560307_153
",",-,-
"""",-,-
Herbert,-,-
Marcuse,-,-
taught,-,-
me,ENTITY,Q560307_162
that,-,-
it,-,-
was,-,-
possible,-,-
to,-,-
be,-,-
an,-,-
academic,-,-
",",-,-
an,-,-
activist,-,-
",",-,-
a,-,-
scholar,-,-
",",-,-
and,-,-
a,-,-
revolutionary,-,-
.,-,-
"""",-,-
-,-,-
-,-,-
She,-,-
worked,EVENT,Q560307_155
part,-,-
-,-,-
time,-,-
to,-,-
earn,EVENT,Q560307_156
enough,-,-
money,-,-
to,-,-
travel,EVENT,Q560307_157
to,-,-
France,-,-
and,-,-
Switzerland,-,-
and,-,-
attended,EVENT,Q560307_158
the,-,-
eighth,-,-
World,-,-
Festival,-,-
of,-,-
Youth,-,-
and,-,-
Students,-,-
in,-,-
Helsinki,-,-
.,-,-
-,-,-
-,-,-
She,ENTITY,Q560307_163
returned,EVENT,Q560307_160
home,-,-
in,-,-
1963,-,-
to,-,-
a,-,-
Federal,-,-
Bureau,-,-
of,-,-
Investigation,-,-
interview,-,-
about,-,-
her,ENTITY,Q560307_581
attendance,EVENT,Q560307_161
at,-,-
the,-,-
communist,-,-
-,-,-
sponsored,-,-
festival,-,-
.,-,-
-,-,-
-,-,-
During,-,-
her,ENTITY,Q560307_168
second,-,-
year,-,-
at,-,-
Brandeis,-,-
",",-,-
Davis,ENTITY,Q560307_582
decided,EVENT,Q560307_164
to,-,-
major,EVENT,Q560307_165
in,-,-
French,-,-
and,-,-
continued,EVENT,Q560307_166
her,ENTITY,Q560307_171
intensive,-,-
study,EVENT,Q560307_167
of,-,-
philosopher,-,-
and,-,-
writer,-,-
Jean,-,-
-,-,-
Paul,-,-
Sartre,-,-
.,-,-
-,-,-
-,-,-
She,ENTITY,Q560307_173
was,-,-
accepted,EVENT,Q560307_169
by,-,-
the,-,-
Hamilton,-,-
College,-,-
Junior,-,-
Year,-,-
in,-,-
France,-,-
Program,-,-
.,-,-
-,-,-
-,-,-
Classes,-,-
were,-,-
initially,-,-
at,-,-
Biarritz,-,-
and,-,-
later,-,-
at,-,-
the,-,-
Sorbonne,-,-
.,-,-
-,-,-
-,-,-
In,-,-
Paris,-,-
",",-,-
she,ENTITY,Q560307_175
and,-,-
other,-,-
students,-,-
lived,EVENT,Q560307_170
with,-,-
a,-,-
French,-,-
family,-,-
.,-,-
-,-,-
-,-,-
She,ENTITY,Q560307_177
was,EVENT,Q560307_172
in,-,-
Biarritz,-,-
when,-,-
she,ENTITY,Q560307_181
learned,EVENT,Q560307_174
of,-,-
the,-,-
1963,-,-
Birmingham,-,-
church,-,-
bombing,-,-
",",-,-
committed,-,-
by,-,-
members,-,-
of,-,-
the,-,-
Ku,-,-
Klux,-,-
Klan,-,-
",",-,-
in,-,-
which,-,-
four,-,-
black,-,-
girls,-,-
were,-,-
killed,-,-
.,-,-
-,-,-
-,-,-
She,ENTITY,Q560307_182
grieved,EVENT,Q560307_176
deeply,-,-
as,-,-
she,ENTITY,Q560307_583
was,-,-
personally,-,-
acquainted,EVENT,Q560307_178
with,-,-
the,-,-
victims,-,-
.,-,-
-,-,-
-,-,-
While,-,-
completing,EVENT,Q560307_179
her,ENTITY,Q560307_184
degree,EVENT,Q560307_180
in,-,-
French,-,-
",",-,-
Davis,ENTITY,Q560307_187
realized,EVENT,Q560307_183
that,-,-
her,ENTITY,Q560307_189
primary,-,-
area,-,-
of,-,-
interest,EVENT,Q560307_584
was,-,-
philosophy,-,-
.,-,-
-,-,-
-,-,-
She,-,-
was,-,-
particularly,-,-
interested,EVENT,Q560307_185
in,-,-
Marcuse,-,-
's,-,-
ideas,-,-
.,-,-
-,-,-
-,-,-
On,-,-
returning,EVENT,Q560307_186
to,-,-
Brandeis,-,-
",",-,-
she,ENTITY,Q560307_191
sat,EVENT,Q560307_188
in,-,-
on,-,-
his,-,-
course,-,-
.,-,-
-,-,-
-,-,-
She,ENTITY,Q560307_196
wrote,EVENT,Q560307_190
in,-,-
her,ENTITY,Q560307_199
autobiography,-,-
that,-,-
Marcuse,-,-
was,-,-
approachable,-,-
and,-,-
helpful,-,-
.,-,-
-,-,-
-,-,-
She,ENTITY,Q560307_201
began,EVENT,Q560307_192
making,REL,Q560307_193
plans,EVENT,Q560307_194
to,-,-
attend,EVENT,Q560307_195
the,-,-
University,-,-
of,-,-
Frankfurt,-,-
for,-,-
graduate,-,-
work,-,-
in,-,-
philosophy,-,-
.,-,-
-,-,-
-,-,-
In,-,-
1965,-,-
",",-,-
she,-,-
graduated,EVENT,Q560307_197
magna,-,-
cum,-,-
laude,-,-
",",-,-
a,-,-
member,-,-
of,-,-
Phi,-,-
Beta,-,-
Kappa,-,-
.,-,-
-,-,-
-,-,-
In,-,-
Germany,-,-
",",-,-
with,-,-
a,-,-
monthly,-,-
stipend,-,-
of,-,-
$,-,-
100,-,-
",",-,-
she,ENTITY,Q560307_204
lived,EVENT,Q560307_198
first,-,-
with,-,-
a,-,-
German,-,-
family,-,-
and,-,-
later,-,-
with,-,-
a,-,-
group,-,-
of,-,-
students,-,-
in,-,-
a,-,-
loft,-,-
in,-,-
an,-,-
old,-,-
factory,-,-
.,-,-
-,-,-
-,-,-
After,-,-
visiting,EVENT,Q560307_200
East,-,-
Berlin,-,-
during,-,-
the,-,-
annual,-,-
May,-,-
Day,-,-
celebration,-,-
",",-,-
she,ENTITY,Q560307_206
felt,EVENT,Q560307_202
that,-,-
the,-,-
East,-,-
German,-,-
government,-,-
was,-,-
dealing,EVENT,Q560307_203
better,-,-
with,-,-
the,-,-
residual,-,-
effects,-,-
of,-,-
fascism,-,-
than,-,-
were,-,-
the,-,-
West,-,-
Germans,-,-
.,-,-
-,-,-
-,-,-
Many,-,-
of,-,-
her,ENTITY,Q560307_209
roommates,-,-
were,-,-
active,-,-
in,-,-
the,-,-
radical,-,-
Socialist,-,-
German,-,-
Student,-,-
Union,-,-
(,-,-
SDS,-,-
),-,-
",",-,-
and,-,-
Davis,ENTITY,Q560307_211
participated,EVENT,Q560307_205
in,-,-
some,-,-
SDS,-,-
actions,-,-
.,-,-
-,-,-
-,-,-
Events,-,-
in,-,-
the,-,-
United,-,-
States,-,-
",",-,-
including,-,-
the,-,-
formation,-,-
of,-,-
the,-,-
Black,-,-
Panther,-,-
Party,-,-
and,-,-
the,-,-
transformation,-,-
of,-,-
Student,-,-
Nonviolent,-,-
Coordinating,-,-
Committee,-,-
(,-,-
SNCC,-,-
),-,-
to,-,-
an,-,-
all,-,-
-,-,-
black,-,-
organization,-,-
",",-,-
drew,EVENT,Q560307_207
her,-,-
interest,EVENT,Q560307_208
upon,-,-
her,ENTITY,Q560307_213
return,EVENT,Q560307_210
.,-,-
-,-,-
-,-,-
Marcuse,-,-
had,-,-
moved,-,-
to,-,-
a,-,-
position,-,-
at,-,-
the,-,-
University,-,-
of,-,-
California,-,-
",",-,-
San,-,-
Diego,-,-
",",-,-
and,-,-
Davis,ENTITY,Q560307_215
followed,EVENT,Q560307_212
him,-,-
there,-,-
after,-,-
her,-,-
two,-,-
years,-,-
in,-,-
Frankfurt,-,-
.,-,-
-,-,-
-,-,-
Davis,ENTITY,Q560307_218
traveled,EVENT,Q560307_214
to,-,-
London,-,-
to,-,-
attend,-,-
a,-,-
conference,-,-
on,-,-
"""",-,-
The,-,-
Dialectics,-,-
of,-,-
Liberation,-,-
"""",-,-
.,-,-
-,-,-
-,-,-
The,-,-
black,-,-
contingent,-,-
at,-,-
the,-,-
conference,-,-
included,-,-
the,-,-
Trinidadian,-,-
-,-,-
American,-,-
Stokely,-,-
Carmichael,-,-
and,-,-
the,-,-
British,-,-
Michael,-,-
X.,-,-
Although,-,-
moved,-,-
by,-,-
Carmichael,-,-
's,-,-
rhetoric,-,-
",",-,-
Davis,ENTITY,Q560307_220
was,REL,Q560307_217
reportedly,-,-
disappointed,EVENT,Q560307_216
by,-,-
her,ENTITY,Q560307_223
colleagues,-,-
',-,-
black,-,-
nationalist,-,-
sentiments,-,-
and,-,-
their,-,-
rejection,-,-
of,-,-
communism,-,-
as,-,-
a,-,-
"""",-,-
white,-,-
man,-,-
's,-,-
thing,-,-
"""",-,-
.,-,-
-,-,-
-,-,-
She,ENTITY,Q560307_226
joined,EVENT,Q560307_219
the,-,-
Che,-,-
-,-,-
Lumumba,-,-
Club,-,-
",",-,-
an,-,-
all,-,-
-,-,-
black,-,-
branch,-,-
of,-,-
the,-,-
Communist,-,-
Party,-,-
USA,-,-
named,-,-
for,-,-
revolutionaries,-,-
Che,-,-
Guevara,-,-
and,-,-
Patrice,-,-
Lumumba,-,-
",",-,-
of,-,-
Cuba,-,-
and,-,-
Congo,-,-
",",-,-
respectively,-,-
.,-,-
-,-,-
-,-,-
Davis,ENTITY,Q560307_231
earned,EVENT,Q560307_221
a,-,-
master,-,-
's,-,-
degree,EVENT,Q560307_222
from,-,-
the,-,-
University,-,-
of,-,-
California,-,-
",",-,-
San,-,-
Diego,-,-
",",-,-
in,-,-
1968,-,-
.,-,-
-,-,-
-,-,-
She,ENTITY,Q560307_232
earned,EVENT,Q560307_224
a,-,-
doctorate,EVENT,Q560307_225
in,-,-
philosophy,-,-
at,-,-
the,-,-
Humboldt,-,-
University,-,-
in,-,-
East,-,-
Berlin,-,-
.,-,-
-,-,-
-,-,-
Beginning,-,-
in,-,-
1969,-,-
",",-,-
Davis,ENTITY,Q560307_234
was,REL,Q560307_228
an,-,-
acting,-,-
assistant,-,-
professor,EVENT,Q560307_227
in,-,-
the,-,-
philosophy,-,-
department,-,-
at,-,-
the,-,-
University,-,-
of,-,-
California,-,-
",",-,-
Los,-,-
Angeles,-,-
(,-,-
UCLA,-,-
),-,-
.,-,-
-,-,-
-,-,-
Although,-,-
both,-,-
Princeton,-,-
and,-,-
Swarthmore,-,-
had,-,-
tried,EVENT,Q560307_229
to,-,-
recruit,EVENT,Q560307_230
her,ENTITY,Q560307_241
",",-,-
she,-,-
opted,EVENT,Q560307_233
for,-,-
UCLA,-,-
because,-,-
of,-,-
its,-,-
urban,-,-
location,-,-
.,-,-
-,-,-
-,-,-
At,-,-
that,-,-
time,-,-
she,-,-
was,-,-
known,EVENT,Q560307_235
as,-,-
a,-,-
radical,-,-
feminist,EVENT,Q560307_236
and,-,-
activist,EVENT,Q560307_237
",",-,-
a,-,-
member,EVENT,Q560307_238
of,-,-
the,-,-
Communist,-,-
Party,-,-
USA,-,-
",",-,-
and,-,-
an,-,-
affiliate,EVENT,Q560307_239
of,-,-
the,-,-
Los,-,-
Angeles,-,-
chapter,-,-
of,-,-
the,-,-
Black,-,-
Panther,-,-
Party,-,-
.,-,-
-,-,-
-,-,-
In,-,-
1969,-,-
",",-,-
the,-,-
University,-,-
of,-,-
California,-,-
initiated,-,-
a,-,-
policy,-,-
against,-,-
hiring,-,-
Communists,-,-
.,-,-
-,-,-
-,-,-
At,-,-
their,-,-
September,-,-
19,-,-
",",-,-
1969,-,-
",",-,-
meeting,-,-
",",-,-
the,-,-
Board,-,-
of,-,-
Regents,-,-
fired,EVENT,Q560307_240
Davis,ENTITY,Q560307_243
from,-,-
her,-,-
$,-,-
"10,000-a",-,-
-,-,-
year,-,-
post,-,-
because,-,-
of,-,-
her,ENTITY,Q560307_245
membership,-,-
in,-,-
the,-,-
Communist,-,-
Party,-,-
",",-,-
urged,-,-
on,-,-
by,-,-
California,-,-
Governor,-,-
