token,sentence,idx,pos,event_id,label,simple_label
to,7,4,PART,,0,0
dignify,7,5,NUM,e16,I_ACTION,EVENT
the,7,6,DET,,0,0
latest,7,7,ADJ,,0,0
false,7,8,ADJ,,0,0
leak,7,9,NOUN,e58,REPORTING,EVENT
with,7,10,ADP,,0,0
a,7,11,DET,,0,0
response,7,12,NOUN,e59,I_ACTION,EVENT
.,7,13,PUNCT,,0,0
',7,14,PUNCT,,0,0
',7,15,PUNCT,,0,0
McCurry,8,0,PROPN,,0,0
on,8,1,ADP,,0,0
Friday,8,2,PROPN,,0,0
`,8,3,PUNCT,,0,0
`,8,4,PUNCT,,0,0
I,8,5,PRON,,0,0
want,8,6,VERB,e17,I_ACTION,EVENT
to,8,7,PART,,0,0
be,8,8,AUX,,0,0
absolutely,8,9,ADV,,0,0
clear,8,10,NOUN,e60,I_STATE,EVENT
",",8,11,PUNCT,,0,0
to,8,12,ADP,,0,0
the,8,13,DET,,0,0
extent,8,14,NOUN,,0,0
there,8,15,PRON,,0,0
is,8,16,AUX,,0,0
any,8,17,DET,,0,0
implication,8,18,NOUN,e61,I_STATE,EVENT
or,8,19,CCONJ,,0,0
the,8,20,DET,,0,0
slightest,8,21,ADJ,,0,0
suggestion,8,22,NOUN,e62,I_ACTION,EVENT
that,8,23,SCONJ,,0,0
Mrs.,9,0,PROPN,,0,0
Currie,9,1,PROPN,,0,0
believes,9,2,NOUN,e18,I_STATE,EVENT
that,9,3,SCONJ,,0,0
the,9,4,DET,,0,0
President,9,5,PROPN,,0,0
or,9,6,CCONJ,,0,0
anyone,9,7,PRON,,0,0
else,9,8,ADV,,0,0
tried,9,9,NOUN,e19,I_ACTION,EVENT
to,9,10,PART,,0,0
influence,9,11,VERB,e20,I_ACTION,EVENT
her,9,12,DET,,0,0
recollection,9,13,NOUN,e63,I_STATE,EVENT
",",9,14,PUNCT,,0,0
that,9,15,DET,,0,0
is,9,16,AUX,,0,0
absolutely,9,17,ADV,,0,0
false,9,18,NOUN,e64,STATE,EVENT
and,9,19,CCONJ,,0,0
a,9,20,DET,,0,0
mischaracterization,9,21,NOUN,e65,REPORTING,EVENT
of,9,22,ADP,,0,0
the,9,23,DET,,0,0
facts,9,24,NOUN,,0,0
.,9,25,PUNCT,,0,0
I,10,0,PRON,,0,0
am,10,1,AUX,,0,0
shocked,10,2,NOUN,e21,I_STATE,EVENT
and,10,3,CCONJ,,0,0
dismayed,10,4,NOUN,e66,I_STATE,EVENT
by,10,5,ADP,,0,0
the,10,6,DET,,0,0
numerous,10,7,ADJ,,0,0
leaks,10,8,NOUN,e67,REPORTING,EVENT
regarding,10,9,VERB,,0,0
Mrs.,10,10,PROPN,,0,0
Currie,10,11,PROPN,,0,0
's,10,12,PART,,0,0
grand,10,13,ADJ,,0,0
jury,10,14,NOUN,,0,0
testimony,10,15,NOUN,e69,REPORTING,EVENT
.,10,16,PUNCT,,0,0
',10,17,PUNCT,,0,0
',10,18,PUNCT,,0,0
Clinton,11,0,PROPN,,0,0
on,11,1,ADP,,0,0
Friday,11,2,PROPN,,0,0
.,11,3,PUNCT,,0,0
`,12,0,PUNCT,,0,0
`,12,1,PUNCT,,0,0
Once,12,2,ADV,,0,0
again,12,3,ADV,,0,0
",",12,4,PUNCT,,0,0
I,12,5,PRON,,0,0
never,12,6,ADV,,0,0
asked,12,7,VERB,e23,I_ACTION,EVENT
anybody,12,8,PRON,,0,0
to,12,9,PART,,0,0
do,12,10,VERB,e24,I_ACTION,EVENT
anything,12,11,PRON,,0,0
but,12,12,SCONJ,,0,0
tell,12,13,NUM,e25,I_ACTION,EVENT
the,12,14,DET,,0,0
truth,12,15,NOUN,,0,0
.,12,16,PUNCT,,0,0
I,13,0,PRON,,0,0
know,13,1,VERB,e26,I_STATE,EVENT
about,13,2,ADP,,0,0
the,13,3,DET,,0,0
stories,13,4,NOUN,e79,REPORTING,EVENT
today,13,5,NOUN,,0,0
.,13,6,PUNCT,,0,0
I,14,0,PRON,,0,0
was,14,1,AUX,,0,0
pleased,14,2,X,e80,I_STATE,EVENT
that,14,3,DET,,0,0
Ms.,14,4,PROPN,,0,0
Currie,14,5,PROPN,,0,0
's,14,6,PART,,0,0
lawyers,14,7,NOUN,,0,0
stated,14,8,VERB,e27,I_ACTION,EVENT
unambiguously,14,9,ADV,,0,0
this,14,10,DET,,0,0
morning,14,11,NOUN,,0,0
_,14,12,PROPN,,0,0
unambiguously,14,13,ADV,,0,0
_,14,14,PROPN,,0,0
that,14,15,SCONJ,,0,0
she,14,16,PRON,,0,0
's,14,17,AUX,,0,0
not,14,18,PART,,0,0
aware,14,19,NOUN,e81,I_STATE,EVENT
of,14,20,ADP,,0,0
any,14,21,DET,,0,0
unethical,14,22,ADJ,,0,0
conduct,14,23,NOUN,e83,OCCURRENCE,EVENT
.,14,24,PUNCT,,0,0
