token,sentence,idx,pos,event_id,label,simple_label
brought,8,18,VERB,e19,OCCURRENCE,EVENT
up,8,19,ADP,,0,0
issues,8,20,PROPN,e2195,STATE,EVENT
that,8,21,DET,,0,0
had,8,22,AUX,,0,0
not,8,23,PART,,0,0
been,8,24,AUX,,0,0
raised,8,25,NOUN,e20,OCCURRENCE,EVENT
before,8,26,ADV,,0,0
.,8,27,PUNCT,,0,0
That,9,0,DET,,0,0
means,9,1,NOUN,e22,I_STATE,EVENT
the,9,2,DET,,0,0
convictions,9,3,PROPN,e2009,STATE,EVENT
stand,9,4,PROPN,e23,ASPECTUAL,EVENT
",",9,5,PUNCT,,0,0
a,9,6,DET,,0,0
ruling,9,7,NOUN,e2039,OCCURRENCE,EVENT
likely,9,8,ADJ,,0,0
to,9,9,PART,,0,0
send,9,10,VERB,e24,OCCURRENCE,EVENT
Keating,9,11,PROPN,,0,0
's,9,12,PART,,0,0
lawyers,9,13,NOUN,,0,0
back,9,14,ADV,,0,0
to,9,15,ADP,,0,0
state,9,16,NOUN,,0,0
court,9,17,NOUN,,0,0
where,9,18,ADV,,0,0
they,9,19,PRON,,0,0
must,9,20,VERB,,0,0
start,9,21,VERB,e2010,ASPECTUAL,EVENT
over,9,22,ADP,,0,0
with,9,23,ADP,,0,0
a,9,24,DET,,0,0
new,9,25,ADJ,,0,0
appeal,9,26,NOUN,e2011,I_ACTION,EVENT
.,9,27,PUNCT,,0,0
Elaine,10,0,PROPN,,0,0
Corey,10,1,PROPN,,0,0
",",10,2,PUNCT,,0,0
NPR,10,3,PROPN,,0,0
news,10,4,NOUN,,0,0
",",10,5,PUNCT,,0,0
San,10,6,PROPN,,0,0
Francisco,10,7,PROPN,,0,0
.,10,8,PUNCT,,0,0
