token,sentence,idx,pos,event_id,label,simple_label
women,19,9,NOUN,,0,0
are,19,10,AUX,,0,0
totally,19,11,ADV,,0,0
dependent,19,12,ADJ,e95,I_STATE,EVENT
on,19,13,ADP,,0,0
international,19,14,ADJ,,0,0
aid,19,15,NOUN,e38,OCCURRENCE,EVENT
for,19,16,ADP,,0,0
survival,19,17,NOUN,e353,STATE,EVENT
.,19,18,PUNCT,,0,0
Ms.,20,0,PROPN,,0,0
Atimadi,20,1,PROPN,,0,0
says,20,2,NOUN,e40,REPORTING,EVENT
the,20,3,DET,,0,0
women,20,4,NOUN,,0,0
of,20,5,ADP,,0,0
Kabul,20,6,PROPN,,0,0
symbolize,20,7,VERB,e351,STATE,EVENT
the,20,8,DET,,0,0
suffering,20,9,NOUN,,0,0
of,20,10,ADP,,0,0
all,20,11,DET,,0,0
the,20,12,DET,,0,0
women,20,13,NOUN,,0,0
in,20,14,ADP,,0,0
Afghanistan,20,15,PROPN,,0,0
.,20,16,PUNCT,,0,0
The,21,0,DET,,0,0
aim,21,1,NOUN,e96,I_STATE,EVENT
is,21,2,AUX,,0,0
to,21,3,PART,,0,0
bring,21,4,VERB,e97,OCCURRENCE,EVENT
in,21,5,ADV,,0,0
not,21,6,PART,,0,0
only,21,7,ADV,,0,0
the,21,8,DET,,0,0
focus,21,9,NOUN,,0,0
on,21,10,ADP,,0,0
women,21,11,NOUN,,0,0
's,21,12,PART,,0,0
right,21,13,NOUN,,0,0
to,21,14,ADP,,0,0
education,21,15,NOUN,,0,0
",",21,16,PUNCT,,0,0
access,21,17,NOUN,,0,0
to,21,18,ADP,,0,0
work,21,19,NOUN,,0,0
",",21,20,PUNCT,,0,0
but,21,21,CCONJ,,0,0
look,21,22,NUM,e45,OCCURRENCE,EVENT
at,21,23,ADP,,0,0
the,21,24,DET,,0,0
roots,21,25,NOUN,,0,0
of,21,26,ADP,,0,0
",",21,27,PUNCT,,0,0
uh,21,28,INTJ,,0,0
of,21,29,ADP,,0,0
these,21,30,DET,,0,0
problems,21,31,NOUN,,0,0
.,21,32,PUNCT,,0,0
These,22,0,DET,,0,0
are,22,1,AUX,,0,0
only,22,2,ADV,,0,0
the,22,3,DET,,0,0
symptoms,22,4,NOUN,,0,0
of,22,5,ADP,,0,0
the,22,6,DET,,0,0
problems,22,7,NOUN,,0,0
that,22,8,DET,,0,0
are,22,9,AUX,,0,0
facing,22,10,X,e48,I_ACTION,EVENT
Afghanistan,22,11,PROPN,,0,0
.,22,12,PUNCT,,0,0
For,23,0,ADP,,0,0
women,23,1,NOUN,,0,0
in,23,2,ADP,,0,0
Afghanistan,23,3,PROPN,,0,0
to,23,4,PART,,0,0
be,23,5,AUX,,0,0
able,23,6,NOUN,e352,I_STATE,EVENT
to,23,7,PART,,0,0
realize,23,8,VERB,e51,OCCURRENCE,EVENT
their,23,9,DET,,0,0
rights,23,10,NOUN,,0,0
",",23,11,PUNCT,,0,0
there,23,12,PRON,,0,0
have,23,13,AUX,,0,0
to,23,14,PART,,0,0
be,23,15,AUX,,0,0
conditions,23,16,NOUN,e101,STATE,EVENT
of,23,17,ADP,,0,0
peace,23,18,NOUN,,0,0
and,23,19,CCONJ,,0,0
justice,23,20,NOUN,,0,0
.,23,21,PUNCT,,0,0
Ms.,24,0,PROPN,,0,0
Atimadi,24,1,PROPN,,0,0
says,24,2,NOUN,e55,REPORTING,EVENT
that,24,3,DET,,0,0
is,24,4,AUX,,0,0
the,24,5,DET,,0,0
primary,24,6,ADJ,,0,0
focus,24,7,NOUN,e359,STATE,EVENT
of,24,8,ADP,,0,0
her,24,9,DET,,0,0
group,24,10,NOUN,,0,0
",",24,11,PUNCT,,0,0
peace,24,12,NOUN,,0,0
and,24,13,CCONJ,,0,0
justice,24,14,NOUN,,0,0
.,24,15,PUNCT,,0,0
She,25,0,PRON,,0,0
says,25,1,VERB,e57,REPORTING,EVENT
her,25,2,DET,,0,0
group,25,3,NOUN,,0,0
is,25,4,AUX,,0,0
appealing,25,5,NOUN,e104,I_ACTION,EVENT
to,25,6,ADP,,0,0
individuals,25,7,NOUN,,0,0
",",25,8,PUNCT,,0,0
to,25,9,ADP,,0,0
the,25,10,DET,,0,0
international,25,11,ADJ,,0,0
community,25,12,NOUN,,0,0
",",25,13,PUNCT,,0,0
and,25,14,CCONJ,,0,0
to,25,15,ADP,,0,0
the,25,16,DET,,0,0
combatants,25,17,NOUN,,0,0
and,25,18,CCONJ,,0,0
people,25,19,NOUN,,0,0
of,25,20,ADP,,0,0
Afghanistan,25,21,PROPN,,0,0
to,25,22,ADP,,0,0
stop,25,23,NUM,e60,ASPECTUAL,EVENT
the,25,24,DET,,0,0
bloodletting,25,25,NOUN,e105,OCCURRENCE,EVENT
which,25,26,DET,,0,0
has,25,27,AUX,,0,0
torn,25,28,VERB,e61,I_ACTION,EVENT
the,25,29,DET,,0,0
country,25,30,NOUN,,0,0
apart,25,31,ADV,,0,0
.,25,32,PUNCT,,0,0
Lisa,26,0,PROPN,,0,0
Schlein,26,1,PROPN,,0,0
for,26,2,ADP,,0,0
VOA,26,3,PROPN,,0,0
News,26,4,PROPN,,0,0
",",26,5,PUNCT,,0,0
Geneva,26,6,PROPN,,0,0
.,26,7,PUNCT,,0,0
