token,sentence,idx,pos,event_id,label,simple_label
from,6,21,ADP,,0,0
Belgrade,6,22,PROPN,,0,0
",",6,23,PUNCT,,0,0
the,6,24,DET,,0,0
capital,6,25,NOUN,,0,0
of,6,26,ADP,,0,0
Serbia,6,27,PROPN,,0,0
",",6,28,PUNCT,,0,0
which,6,29,DET,,0,0
is,6,30,AUX,,0,0
where,6,31,ADV,,0,0
the,6,32,DET,,0,0
whole,6,33,ADJ,,0,0
attack,6,34,NOUN,e27,OCCURRENCE,EVENT
is,6,35,AUX,,0,0
thought,6,36,NOUN,e13,I_STATE,EVENT
to,6,37,PART,,0,0
have,6,38,AUX,,0,0
been,6,39,AUX,,0,0
planned,6,40,NUM,e14,I_STATE,EVENT
.,6,41,PUNCT,,0,0
The,7,0,DET,,0,0
ethnic,7,1,ADJ,,0,0
Albanians,7,2,NOUN,,0,0
here,7,3,ADV,,0,0
in,7,4,ADP,,0,0
Kosovo,7,5,PROPN,,0,0
are,7,6,AUX,,0,0
considerably,7,7,ADV,,0,0
worried,7,8,NOUN,e32,I_STATE,EVENT
about,7,9,ADP,,0,0
the,7,10,DET,,0,0
future,7,11,NOUN,,0,0
and,7,12,CCONJ,,0,0
fear,7,13,NOUN,e35,I_STATE,EVENT
they,8,0,PRON,,0,0
are,8,1,AUX,,0,0
witnessing,8,2,NUM,e16,PERCEPTION,EVENT
the,8,3,DET,,0,0
beginnings,8,4,NOUN,e36,ASPECTUAL,EVENT
of,8,5,ADP,,0,0
a,8,6,DET,,0,0
much,8,7,ADV,,0,0
wider,8,8,ADJ,,0,0
conflict,8,9,NOUN,e37,OCCURRENCE,EVENT
.,8,10,PUNCT,,0,0
Karyn,9,0,PROPN,,0,0
Coleman,9,1,PROPN,,0,0
",",9,2,PUNCT,,0,0
BBC,9,3,PROPN,,0,0
news,9,4,NOUN,,0,0
",",9,5,PUNCT,,0,0
Pristina,9,6,PROPN,,0,0
.,9,7,PUNCT,,0,0
