token,sentence,idx,pos,event_id,label,simple_label
from,12,25,ADP,,0,0
an,12,26,DET,,0,0
Iraq,12,27,PROPN,,0,0
seemingly,12,28,ADV,,0,0
bent,12,29,VERB,,0,0
on,12,30,ADP,,0,0
dictating,12,31,NUM,e452,OCCURRENCE,EVENT
peace,12,32,NOUN,,0,0
terms,12,33,NOUN,,0,0
.,12,34,PUNCT,,0,0
But,13,0,CCONJ,,0,0
it,13,1,PRON,,0,0
has,13,2,AUX,,0,0
offended,13,3,NUM,e28,OCCURRENCE,EVENT
some,13,4,DET,,0,0
",",13,5,PUNCT,,0,0
especially,13,6,ADV,,0,0
in,13,7,ADP,,0,0
Arab,13,8,ADJ,,0,0
countries,13,9,NOUN,,0,0
",",13,10,PUNCT,,0,0
who,13,11,PRON,,0,0
now,13,12,ADV,,0,0
believe,13,13,VERB,e29,I_STATE,EVENT
that,13,14,SCONJ,,0,0
Mr.,13,15,PROPN,,0,0
Bush,13,16,PROPN,,0,0
's,13,17,PART,,0,0
real,13,18,ADJ,,0,0
objectives,13,19,NOUN,e454,OCCURRENCE,EVENT
are,13,20,AUX,,0,0
the,13,21,DET,,0,0
demise,13,22,NOUN,e453,OCCURRENCE,EVENT
of,13,23,ADP,,0,0
Saddam,13,24,PROPN,,0,0
Hussein,13,25,PROPN,,0,0
and,13,26,CCONJ,,0,0
the,13,27,DET,,0,0
destruction,13,28,NOUN,e30,OCCURRENCE,EVENT
of,13,29,ADP,,0,0
the,13,30,DET,,0,0
Iraqi,13,31,ADJ,,0,0
military,13,32,NOUN,,0,0
",",13,33,PUNCT,,0,0
not,13,34,PART,,0,0
just,13,35,ADV,,0,0
the,13,36,DET,,0,0
liberation,13,37,NOUN,e31,OCCURRENCE,EVENT
of,13,38,ADP,,0,0
Kuwait,13,39,PROPN,,0,0
.,13,40,PUNCT,,0,0
"""",14,0,PUNCT,,0,0
Why,14,1,ADV,,0,0
have,14,2,AUX,,0,0
a,14,3,DET,,0,0
war,14,4,NOUN,e32,STATE,EVENT
?,14,5,PUNCT,,0,0
"""",14,6,PUNCT,,0,0
asked,15,0,PROPN,e33,I_ACTION,EVENT
Abdul,15,1,PROPN,,0,0
Latif,15,2,PROPN,,0,0
Shekar,15,3,PROPN,,0,0
",",15,4,PUNCT,,0,0
a,15,5,DET,,0,0
customs,15,6,NOUN,,0,0
officer,15,7,NOUN,,0,0
in,15,8,ADP,,0,0
Egypt,15,9,PROPN,,0,0
",",15,10,PUNCT,,0,0
a,15,11,DET,,0,0
country,15,12,NOUN,,0,0
participating,15,13,NOUN,e34,OCCURRENCE,EVENT
in,15,14,ADP,,0,0
the,15,15,DET,,0,0
attack,15,16,NOUN,e35,OCCURRENCE,EVENT
on,15,17,ADP,,0,0
Iraqi,15,18,ADJ,,0,0
troops,15,19,NOUN,,0,0
.,15,20,PUNCT,,0,0
"""",16,0,PUNCT,,0,0
I,16,1,PRON,,0,0
think,16,2,NOUN,e37,I_STATE,EVENT
the,16,3,DET,,0,0
Gorbachev,16,4,PROPN,,0,0
plan,16,5,NOUN,,0,0
was,16,6,AUX,,0,0
a,16,7,DET,,0,0
good,16,8,NOUN,e535,STATE,EVENT
one,16,9,NUM,,0,0
.,16,10,PUNCT,,0,0
Iraq,17,0,PROPN,,0,0
was,17,1,AUX,,0,0
ready,17,2,ADJ,,0,0
to,17,3,ADP,,0,0
withdraw,17,4,NUM,e39,OCCURRENCE,EVENT
.,17,5,PUNCT,,0,0
"""",18,0,PUNCT,,0,0
Now,18,1,ADV,,0,0
",",18,2,PUNCT,,0,0
he,18,3,PRON,,0,0
says,18,4,VERB,e40,REPORTING,EVENT
",",18,5,PUNCT,,0,0
"""",18,6,PUNCT,,0,0
it,18,7,PRON,,0,0
looks,18,8,VERB,e41,PERCEPTION,EVENT
like,18,9,SCONJ,,0,0
the,18,10,DET,,0,0
West,18,11,PROPN,,0,0
just,18,12,ADV,,0,0
wants,18,13,VERB,e42,I_STATE,EVENT
to,18,14,PART,,0,0
destroy,18,15,VERB,e44,OCCURRENCE,EVENT
Iraq,18,16,PROPN,,0,0
.,18,17,PUNCT,,0,0
"""",18,18,PUNCT,,0,0
Despite,19,0,SCONJ,,0,0
the,19,1,DET,,0,0
early,19,2,ADJ,,0,0
indications,19,3,NOUN,e45,OCCURRENCE,EVENT
of,19,4,ADP,,0,0
success,19,5,NOUN,,0,0
",",19,6,PUNCT,,0,0
the,19,7,DET,,0,0
allied,19,8,VERB,,0,0
forces,19,9,NOUN,,0,0
could,19,10,VERB,,0,0
still,19,11,ADV,,0,0
suffer,19,12,VERB,e47,OCCURRENCE,EVENT
greater,19,13,ADJ,,0,0
casualties,19,14,PROPN,e455,OCCURRENCE,EVENT
and,19,15,CCONJ,,0,0
become,19,16,PROPN,e526,OCCURRENCE,EVENT
bogged,19,17,NOUN,e456,OCCURRENCE,EVENT
down,19,18,ADV,,0,0
militarily,19,19,ADV,,0,0
",",19,20,PUNCT,,0,0
especially,19,21,ADV,,0,0
when,19,22,ADV,,0,0
they,19,23,PRON,,0,0
encounter,19,24,VERB,e52,OCCURRENCE,EVENT
the,19,25,DET,,0,0
tough,19,26,ADJ,,0,0
Republican,19,27,PROPN,,0,0
Guard,19,28,PROPN,,0,0
",",19,29,PUNCT,,0,0
which,19,30,DET,,0,0
is,19,31,AUX,,0,0
entrenched,19,32,NOUN,e53,OCCURRENCE,EVENT
along,19,33,ADP,,0,0
the,19,34,DET,,0,0
Iraq,19,35,PROPN,,0,0
-,19,36,PUNCT,,0,0
Kuwait,19,37,PROPN,,0,0
border,19,38,NOUN,,0,0
.,19,39,PUNCT,,0,0
If,20,0,SCONJ,,0,0
so,20,1,ADV,,0,0
",",20,2,PUNCT,,0,0
and,20,3,CCONJ,,0,0
if,20,4,SCONJ,,0,0
it,20,5,PRON,,0,0
appears,20,6,VERB,e55,OCCURRENCE,EVENT
that,20,7,SCONJ,,0,0
the,20,8,DET,,0,0
American,20,9,ADJ,,0,0
goal,20,10,NOUN,e56,OCCURRENCE,EVENT
actually,20,11,ADV,,0,0
is,20,12,AUX,,0,0
to,20,13,PART,,0,0
destroy,20,14,VERB,e58,OCCURRENCE,EVENT
the,20,15,DET,,0,0
Iraqi,20,16,ADJ,,0,0
regime,20,17,VERB,e457,STATE,EVENT
even,20,18,ADV,,0,0
at,20,19,ADP,,0,0
the,20,20,DET,,0,0
cost,20,21,NOUN,,0,0
of,20,22,ADP,,0,0
badly,20,23,ADV,,0,0
hurting,20,24,NUM,e60,OCCURRENCE,EVENT
Iraqi,20,25,ADJ,,0,0
society,20,26,NOUN,,0,0
",",20,27,PUNCT,,0,0
"""",20,28,PUNCT,,0,0
the,20,29,DET,,0,0
lingering,20,30,VERB,,0,0
cost,20,31,NOUN,,0,0
of,20,32,ADP,,0,0
that,20,33,DET,,0,0
could,20,34,VERB,,0,0
be,20,35,AUX,,0,0
high,20,36,ADJ,,0,0
",",20,37,PUNCT,,0,0
"""",20,38,PUNCT,,0,0
worries,20,39,DET,e458,OCCURRENCE,EVENT
former,20,40,ADJ,,0,0
national,20,41,ADJ,,0,0
security,20,42,NOUN,,0,0
adviser,20,43,NOUN,,0,0
Zbigniew,20,44,PROPN,,0,0
Brzezinski,20,45,PROPN,,0,0
.,20,46,PUNCT,,0,0
But,21,0,CCONJ,,0,0
",",21,1,PUNCT,,0,0
he,21,2,PRON,,0,0
notes,21,3,VERB,e62,REPORTING,EVENT
",",21,4,PUNCT,,0,0
"""",21,5,PUNCT,,0,0
If,21,6,SCONJ,,0,0
everything,21,7,PRON,,0,0
crumbles,21,8,ADV,e459,OCCURRENCE,EVENT
totally,21,9,ADV,,0,0
",",21,10,PUNCT,,0,0
that,21,11,DET,,0,0
wo,21,12,VERB,,0,0
n't,21,13,PART,,0,0
be,21,14,AUX,,0,0
such,21,15,DET,,0,0
a,21,16,DET,,0,0
problem,21,17,NOUN,,0,0
.,21,18,PUNCT,,0,0
"""",21,19,PUNCT,,0,0
American,22,0,ADJ,,0,0
officials,22,1,NOUN,,0,0
staunchly,22,2,ADV,,0,0
disavow,22,3,NUM,e64,OCCURRENCE,EVENT
any,22,4,DET,,0,0
interest,22,5,NOUN,,0,0
in,22,6,ADP,,0,0
driving,22,7,NOUN,e66,OCCURRENCE,EVENT
through,22,8,ADP,,0,0
Iraq,22,9,PROPN,,0,0
toward,22,10,ADP,,0,0
Baghdad,22,11,PROPN,,0,0
",",22,12,PUNCT,,0,0
either,22,13,CCONJ,,0,0
in,22,14,ADP,,0,0
pursuit,22,15,NOUN,e67,OCCURRENCE,EVENT
of,22,16,ADP,,0,0
Saddam,22,17,PROPN,,0,0
Hussein,22,18,PROPN,,0,0
himself,22,19,PRON,,0,0
or,22,20,CCONJ,,0,0
to,22,21,PART,,0,0
set,22,22,VERB,e69,OCCURRENCE,EVENT
up,22,23,ADP,,0,0
some,22,24,DET,,0,0
American,22,25,PROPN,,0,0
-,22,26,PUNCT,,0,0
controlled,22,27,VERB,,0,0
government,22,28,NOUN,,0,0
inside,22,29,ADP,,0,0
Iraq,22,30,PROPN,,0,0
.,22,31,PUNCT,,0,0
The,23,0,DET,,0,0
Americans,23,1,PROPN,,0,0
say,23,2,VERB,e70,REPORTING,EVENT
their,23,3,DET,,0,0
battle,23,4,NOUN,,0,0
plans,23,5,NOUN,,0,0
call,23,6,NOUN,e71,OCCURRENCE,EVENT
for,23,7,ADP,,0,0
operating,23,8,NOUN,e72,OCCURRENCE,EVENT
against,23,9,ADP,,0,0
forces,23,10,NOUN,,0,0
inside,23,11,ADP,,0,0
Iraq,23,12,PROPN,,0,0
as,23,13,SCONJ,,0,0
far,23,14,ADV,,0,0
north,23,15,ADV,,0,0
as,23,16,SCONJ,,0,0
the,23,17,DET,,0,0
city,23,18,NOUN,,0,0
of,23,19,ADP,,0,0
Basra,23,20,PROPN,,0,0
",",23,21,PUNCT,,0,0
about,23,22,ADV,,0,0
30,23,23,NUM,,0,0
miles,23,24,NOUN,,0,0
north,23,25,ADV,,0,0
of,23,26,ADP,,0,0
Kuwait,23,27,PROPN,,0,0
",",23,28,PUNCT,,0,0
but,23,29,CCONJ,,0,0
say,23,30,NOUN,e73,REPORTING,EVENT
there,23,31,PRON,,0,0
is,23,32,AUX,,0,0
n't,23,33,PART,,0,0
any,23,34,DET,,0,0
plan,23,35,PROPN,e462,OCCURRENCE,EVENT
to,23,36,ADP,,0,0
drive,23,37,NOUN,e76,OCCURRENCE,EVENT
beyond,23,38,ADP,,0,0
that,23,39,DET,,0,0
.,23,40,PUNCT,,0,0
Indeed,24,0,ADV,,0,0
",",24,1,PUNCT,,0,0
French,24,2,ADJ,,0,0
President,24,3,PROPN,,0,0
Francois,24,4,PROPN,,0,0
Mitterrand,24,5,PROPN,,0,0
said,24,6,PROPN,e77,REPORTING,EVENT
yesterday,24,7,NOUN,,0,0
that,24,8,SCONJ,,0,0
some,24,9,DET,,0,0
allied,24,10,VERB,,0,0
forces,24,11,NOUN,,0,0
are,24,12,AUX,,0,0
crossing,24,13,NUM,e78,OCCURRENCE,EVENT
Iraqi,24,14,ADJ,,0,0
territory,24,15,NOUN,,0,0
as,24,16,SCONJ,,0,0
part,24,17,NOUN,,0,0
of,24,18,ADP,,0,0
a,24,19,DET,,0,0
"""",24,20,PUNCT,,0,0
pincer,24,21,NOUN,,0,0
"""",24,22,PUNCT,,0,0
movement,24,23,NOUN,e79,OCCURRENCE,EVENT
to,24,24,ADP,,0,0
trap,24,25,PROPN,e466,OCCURRENCE,EVENT
the,24,26,DET,,0,0
soldiers,24,27,NOUN,,0,0
occupying,24,28,VERB,e80,OCCURRENCE,EVENT
Kuwait,24,29,PROPN,,0,0
",",24,30,PUNCT,,0,0
but,24,31,CCONJ,,0,0
insisted,24,32,NOUN,e81,REPORTING,EVENT
",",24,33,PUNCT,,0,0
"""",24,34,PUNCT,,0,0
The,25,0,DET,,0,0
purpose,25,1,NOUN,e468,OCCURRENCE,EVENT
is,25,2,AUX,,0,0
n't,25,3,PART,,0,0
to,25,4,PART,,0,0
invade,25,5,VERB,e82,OCCURRENCE,EVENT
Iraqi,25,6,ADJ,,0,0
territory,25,7,NOUN,,0,0
",",26,0,PUNCT,,0,0
that,26,1,DET,,0,0
's,26,2,AUX,,0,0
not,26,3,PART,,0,0
the,26,4,DET,,0,0
aim,26,5,NOUN,e470,OCCURRENCE,EVENT
",",27,0,PUNCT,,0,0
that,27,1,DET,,0,0
is,27,2,AUX,,0,0
n't,27,3,PART,,0,0
the,27,4,DET,,0,0
mandate,27,5,NOUN,e83,OCCURRENCE,EVENT
.,27,6,PUNCT,,0,0
"""",27,7,PUNCT,,0,0
Nevertheless,28,0,ADV,,0,0
",",28,1,PUNCT,,0,0
American,28,2,ADJ,,0,0
officials,28,3,NOUN,,0,0
over,28,4,ADP,,0,0
the,28,5,DET,,0,0
weekend,28,6,NOUN,,0,0
became,28,7,VERB,e84,OCCURRENCE,EVENT
more,28,8,ADJ,,0,0
open,28,9,PROPN,e473,STATE,EVENT
in,28,10,ADP,,0,0
declaring,28,11,NOUN,e86,REPORTING,EVENT
that,28,12,SCONJ,,0,0
by,28,13,ADP,,0,0
destroying,28,14,NOUN,e87,OCCURRENCE,EVENT
Saddam,28,15,PROPN,,0,0
Hussein,28,16,PROPN,,0,0
's,28,17,PART,,0,0
military,28,18,ADJ,,0,0
machine,28,19,NOUN,,0,0
they,28,20,PRON,,0,0
hope,28,21,VERB,e88,I_STATE,EVENT
to,28,22,PART,,0,0
destroy,28,23,PRON,e90,OCCURRENCE,EVENT
his,28,24,DET,,0,0
regime,28,25,NOUN,e474,STATE,EVENT
--,28,26,PUNCT,,0,0
a,28,27,DET,,0,0
goal,28,28,NOUN,e91,OCCURRENCE,EVENT
likely,28,29,ADJ,,0,0
to,28,30,PART,,0,0
be,28,31,AUX,,0,0
supported,28,32,NOUN,e93,OCCURRENCE,EVENT
by,28,33,ADP,,0,0
most,28,34,ADJ,,0,0
Americans,28,35,PROPN,,0,0
.,28,36,PUNCT,,0,0
In,29,0,ADP,,0,0
a,29,1,DET,,0,0
pre,29,2,ADJ,,0,0
-,29,3,ADJ,,0,0
attack,29,4,ADJ,,0,0
message,29,5,NOUN,e94,OCCURRENCE,EVENT
",",29,6,PUNCT,,0,0
Lt,29,7,PROPN,,0,0
.,29,8,PROPN,,0,0
Gen.,29,9,PROPN,,0,0
Walter,29,10,PROPN,,0,0
Boomer,29,11,PROPN,,0,0
",",29,12,PUNCT,,0,0
the,29,13,DET,,0,0
top,29,14,ADJ,,0,0
Marine,29,15,PROPN,,0,0
in,29,16,ADP,,0,0
the,29,17,DET,,0,0
Persian,29,18,PROPN,,0,0
Gulf,29,19,PROPN,,0,0
",",29,20,PUNCT,,0,0
told,29,21,NOUN,e95,REPORTING,EVENT
U.S.,29,22,PROPN,,0,0
Marines,29,23,PROPN,,0,0
that,29,24,SCONJ,,0,0
their,29,25,DET,,0,0
goal,29,26,NOUN,e96,OCCURRENCE,EVENT
is,29,27,AUX,,0,0
to,29,28,PART,,0,0
"""",29,29,PUNCT,,0,0
restore,29,30,VERB,e98,OCCURRENCE,EVENT
{,29,31,PUNCT,,0,0
Kuwait,29,32,PROPN,,0,0
},29,33,PUNCT,,0,0
to,29,34,ADP,,0,0
its,29,35,DET,,0,0
citizens,29,36,NOUN,,0,0
.,29,37,PUNCT,,0,0
"""",29,38,PUNCT,,0,0
He,30,0,PRON,,0,0
went,30,1,VERB,e99,OCCURRENCE,EVENT
on,30,2,ADP,,0,0
to,30,3,ADP,,0,0
add,30,4,PROPN,e102,REPORTING,EVENT
that,30,5,SCONJ,,0,0
"""",30,6,PUNCT,,0,0
in,30,7,ADV,,0,0
so,30,8,ADV,,0,0
doing,30,9,NOUN,e104,OCCURRENCE,EVENT
you,30,10,PRON,,0,0
not,30,11,PART,,0,0
only,30,12,ADV,,0,0
return,30,13,VERB,e105,OCCURRENCE,EVENT
a,30,14,DET,,0,0
nation,30,15,NOUN,,0,0
to,30,16,ADP,,0,0
its,30,17,DET,,0,0
people,30,18,NOUN,,0,0
",",30,19,PUNCT,,0,0
but,30,20,CCONJ,,0,0
you,30,21,PRON,,0,0
will,30,22,VERB,,0,0
destroy,30,23,PRON,e106,OCCURRENCE,EVENT
the,30,24,DET,,0,0
war,30,25,NOUN,,0,0
machine,30,26,NOUN,,0,0
of,30,27,ADP,,0,0
a,30,28,DET,,0,0
ruthless,30,29,ADJ,,0,0
dictator,30,30,NOUN,,0,0
.,30,31,PUNCT,,0,0
"""",30,32,PUNCT,,0,0
Secretary,31,0,PROPN,,0,0
of,31,1,ADP,,0,0
State,31,2,PROPN,,0,0
James,31,3,PROPN,,0,0
Baker,31,4,PROPN,,0,0
said,31,5,PROPN,e107,REPORTING,EVENT
on,31,6,ADP,,0,0
ABC,31,7,PROPN,,0,0
-,31,8,PUNCT,,0,0
TV,31,9,PROPN,,0,0
's,31,10,PART,,0,0
"""",31,11,PUNCT,,0,0
This,31,12,DET,,0,0
Week,31,13,NOUN,,0,0
With,32,0,ADP,,0,0
David,32,1,PROPN,,0,0
Brinkley,32,2,PROPN,,0,0
"""",32,3,PUNCT,,0,0
that,33,0,SCONJ,,0,0
the,33,1,DET,,0,0
series,33,2,NOUN,,0,0
of,33,3,ADP,,0,0
United,33,4,PROPN,,0,0
Nations,33,5,PROPN,,0,0
resolutions,33,6,ADV,e477,OCCURRENCE,EVENT
condemning,33,7,PROPN,e478,OCCURRENCE,EVENT
Iraq,33,8,PROPN,,0,0
's,33,9,PART,,0,0
invasion,33,10,PROPN,e110,OCCURRENCE,EVENT
of,33,11,ADP,,0,0
Kuwait,33,12,PROPN,,0,0
"""",33,13,PUNCT,,0,0
imply,33,14,PROPN,e111,OCCURRENCE,EVENT
that,33,15,SCONJ,,0,0
the,33,16,DET,,0,0
restoration,33,17,PROPN,e112,OCCURRENCE,EVENT
of,33,18,ADP,,0,0
peace,33,19,PROPN,e479,STATE,EVENT
and,33,20,CCONJ,,0,0
stability,33,21,PROPN,e480,STATE,EVENT
in,33,22,ADP,,0,0
the,33,23,DET,,0,0
Gulf,33,24,PROPN,,0,0
would,33,25,VERB,,0,0
be,33,26,AUX,,0,0
a,33,27,DET,,0,0
heck,33,28,NOUN,,0,0
of,33,29,ADP,,0,0
a,33,30,DET,,0,0
lot,33,31,NOUN,,0,0
