token,sentence,idx,pos,event_id,label,simple_label
also,12,2,ADV,,0,0
said,12,3,NUM,e30,REPORTING,EVENT
Soviet,12,4,ADJ,,0,0
women,12,5,NOUN,,0,0
",",12,6,PUNCT,,0,0
children,12,7,NOUN,,0,0
and,12,8,CCONJ,,0,0
invalids,12,9,NOUN,,0,0
would,12,10,VERB,,0,0
be,12,11,AUX,,0,0
allowed,12,12,NOUN,e33,I_ACTION,EVENT
to,12,13,PART,,0,0
leave,12,14,VERB,e34,OCCURRENCE,EVENT
Iraq,12,15,PROPN,,0,0
.,12,16,PUNCT,,0,0
President,13,0,PROPN,,0,0
Bush,13,1,PROPN,,0,0
today,13,2,NOUN,,0,0
denounced,13,3,NOUN,e35,OCCURRENCE,EVENT
Saddam,13,4,PROPN,,0,0
's,13,5,PART,,0,0
`,13,6,PUNCT,,0,0
`,13,7,PUNCT,,0,0
ruinous,13,8,ADJ,,0,0
policies,13,9,NOUN,,0,0
of,13,10,ADP,,0,0
war,13,11,NOUN,,0,0
",",13,12,PUNCT,,0,0
',13,13,PUNCT,,0,0
',13,14,PUNCT,,0,0
and,13,15,CCONJ,,0,0
said,13,16,VERB,e38,REPORTING,EVENT
the,14,0,DET,,0,0
United,14,1,PROPN,,0,0
States,14,2,PROPN,,0,0
is,14,3,AUX,,0,0
`,14,4,PUNCT,,0,0
`,14,5,PUNCT,,0,0
striking,14,6,NOUN,e39,OCCURRENCE,EVENT
a,14,7,DET,,0,0
blow,14,8,NOUN,,0,0
for,14,9,ADP,,0,0
the,14,10,DET,,0,0
principle,14,11,NOUN,,0,0
that,14,12,DET,,0,0
might,14,13,VERB,,0,0
does,14,14,AUX,,0,0
not,14,15,PART,,0,0
make,14,16,VERB,,0,0
right,14,17,ADJ,,0,0
.,14,18,PUNCT,,0,0
',14,19,PUNCT,,0,0
',14,20,PUNCT,,0,0
In,15,0,ADP,,0,0
a,15,1,DET,,0,0
speech,15,2,ADJ,e40,OCCURRENCE,EVENT
delivered,15,3,NOUN,e41,OCCURRENCE,EVENT
at,15,4,ADP,,0,0
the,15,5,DET,,0,0
Pentagon,15,6,PROPN,,0,0
",",15,7,PUNCT,,0,0
Bush,15,8,PROPN,,0,0
seemed,15,9,NOUN,e42,I_STATE,EVENT
to,15,10,ADP,,0,0
suggest,15,11,NOUN,e43,I_ACTION,EVENT
that,15,12,SCONJ,,0,0
American,15,13,ADJ,,0,0
forces,15,14,NOUN,,0,0
could,15,15,VERB,,0,0
be,15,16,AUX,,0,0
in,15,17,NOUN,e1515,STATE,EVENT
the,15,18,DET,,0,0
gulf,15,19,PROPN,,0,0
region,15,20,NOUN,,0,0
for,15,21,ADP,,0,0
some,15,22,DET,,0,0
time,15,23,NOUN,,0,0
.,15,24,PUNCT,,0,0
`,16,0,PUNCT,,0,0
`,16,1,PUNCT,,0,0
No,16,2,DET,,0,0
one,16,3,NOUN,,0,0
should,16,4,VERB,,0,0
doubt,16,5,VERB,e50,I_ACTION,EVENT
our,16,6,DET,,0,0
staying,16,7,VERB,,0,0
power,16,8,NOUN,,0,0
or,16,9,CCONJ,,0,0
determination,16,10,NOUN,,0,0
",",16,11,PUNCT,,0,0
',16,12,PUNCT,,0,0
',16,13,PUNCT,,0,0
he,16,14,PRON,,0,0
said,16,15,INTJ,e52,REPORTING,EVENT
.,16,16,PUNCT,,0,0
The,17,0,DET,,0,0
U.S.,17,1,PROPN,,0,0
military,17,2,ADJ,,0,0
buildup,17,3,NOUN,e53,OCCURRENCE,EVENT
in,17,4,ADP,,0,0
Saudi,17,5,PROPN,,0,0
Arabia,17,6,PROPN,,0,0
continued,17,7,NOUN,e54,ASPECTUAL,EVENT
at,17,8,ADP,,0,0
fever,17,9,NOUN,,0,0
pace,17,10,NOUN,,0,0
",",17,11,PUNCT,,0,0
with,17,12,ADP,,0,0
Syrian,17,13,ADJ,,0,0
troops,17,14,NOUN,,0,0
now,17,15,ADV,,0,0
part,17,16,NUM,e57,STATE,EVENT
of,17,17,ADP,,0,0
a,17,18,DET,,0,0
multinational,17,19,ADJ,,0,0
force,17,20,NOUN,,0,0
camped,17,21,NOUN,e58,OCCURRENCE,EVENT
out,17,22,ADP,,0,0
in,17,23,ADP,,0,0
the,17,24,DET,,0,0
desert,17,25,NOUN,,0,0
to,17,26,ADP,,0,0
guard,17,27,NOUN,e59,I_ACTION,EVENT
the,17,28,DET,,0,0
Saudi,17,29,ADJ,,0,0
kingdom,17,30,NOUN,,0,0
from,17,31,ADP,,0,0
any,17,32,DET,,0,0
new,17,33,ADJ,,0,0
thrust,17,34,NOUN,e60,OCCURRENCE,EVENT
by,17,35,ADP,,0,0
Iraq,17,36,PROPN,,0,0
.,17,37,PUNCT,,0,0
In,18,0,ADP,,0,0
a,18,1,DET,,0,0
letter,18,2,NOUN,,0,0
to,18,3,ADP,,0,0
President,18,4,PROPN,,0,0
Hashemi,18,5,PROPN,,0,0
Rafsanjani,18,6,PROPN,,0,0
of,18,7,ADP,,0,0
Iran,18,8,PROPN,,0,0
",",18,9,PUNCT,,0,0
read,18,10,VERB,e61,OCCURRENCE,EVENT
by,18,11,ADP,,0,0
a,18,12,DET,,0,0
broadcaster,18,13,NOUN,,0,0
over,18,14,ADP,,0,0
Baghdad,18,15,PROPN,,0,0
radio,18,16,NOUN,,0,0
",",18,17,PUNCT,,0,0
Saddam,18,18,PROPN,,0,0
said,18,19,NOUN,e62,REPORTING,EVENT
he,18,20,PRON,,0,0
will,18,21,VERB,,0,0
begin,18,22,VERB,e63,ASPECTUAL,EVENT
withdrawing,18,23,NOUN,e64,OCCURRENCE,EVENT
troops,18,24,NOUN,,0,0
from,18,25,ADP,,0,0
Iranian,18,26,ADJ,,0,0
territory,18,27,NOUN,,0,0
on,18,28,ADP,,0,0
Friday,18,29,PROPN,,0,0
and,18,30,CCONJ,,0,0
release,18,31,NOUN,e66,OCCURRENCE,EVENT
Iranian,18,32,ADJ,,0,0
prisoners,18,33,NOUN,,0,0
of,18,34,ADP,,0,0
war,18,35,NOUN,,0,0
.,18,36,PUNCT,,0,0
Iran,19,0,PROPN,,0,0
said,19,1,NOUN,e67,REPORTING,EVENT
an,20,0,DET,,0,0
Iraqi,20,1,ADJ,,0,0
diplomatic,20,2,ADJ,,0,0
delegation,20,3,NOUN,,0,0
was,20,4,AUX,,0,0
en,20,5,ADP,,0,0
route,20,6,X,e68,STATE,EVENT
to,20,7,ADP,,0,0
Tehran,20,8,PROPN,,0,0
to,20,9,ADP,,0,0
deliver,20,10,NOUN,e69,OCCURRENCE,EVENT
Saddam,20,11,PROPN,,0,0
's,20,12,PART,,0,0
message,20,13,NOUN,,0,0
",",20,14,PUNCT,,0,0
which,20,15,DET,,0,0
it,20,16,PRON,,0,0
said,20,17,VERB,e70,REPORTING,EVENT
it,20,18,PRON,,0,0
would,20,19,VERB,,0,0
review,20,20,NOUN,e73,OCCURRENCE,EVENT
`,20,21,PUNCT,,0,0
`,20,22,PUNCT,,0,0
with,20,23,ADP,,0,0
optimism,20,24,NOUN,,0,0
.,20,25,PUNCT,,0,0
',20,26,PUNCT,,0,0
',20,27,PUNCT,,0,0
Saddam,21,0,PROPN,,0,0
appeared,21,1,NOUN,e74,I_STATE,EVENT
to,21,2,ADP,,0,0
accept,21,3,NOUN,e75,I_ACTION,EVENT
a,21,4,DET,,0,0
border,21,5,NOUN,,0,0
demarcation,21,6,NOUN,,0,0
treaty,21,7,NOUN,e76,OCCURRENCE,EVENT
he,21,8,PRON,,0,0
had,21,9,AUX,,0,0
rejected,21,10,NOUN,e77,OCCURRENCE,EVENT
in,21,11,ADP,,0,0
peace,21,12,NOUN,,0,0
talks,21,13,NOUN,e78,OCCURRENCE,EVENT
following,21,14,NOUN,e1509,OCCURRENCE,EVENT
the,22,0,DET,,0,0
August,22,1,PROPN,,0,0
1988,22,2,NUM,,0,0
cease-fire,22,3,NUM,e80,OCCURRENCE,EVENT
of,22,4,ADP,,0,0
the,22,5,DET,,0,0
eight,22,6,NUM,,0,0
-,22,7,PUNCT,,0,0
year,22,8,NOUN,,0,0
war,22,9,NOUN,e81,OCCURRENCE,EVENT
with,22,10,ADP,,0,0
Iran,22,11,PROPN,,0,0
.,22,12,PUNCT,,0,0
The,23,0,DET,,0,0
move,23,1,NOUN,,0,0
seemed,23,2,NOUN,e83,I_STATE,EVENT
aimed,23,3,NOUN,e84,I_ACTION,EVENT
at,23,4,ADP,,0,0
heading,23,5,NOUN,e85,I_ACTION,EVENT
off,23,6,ADV,,0,0
more,23,7,ADJ,,0,0
trouble,23,8,NOUN,e86,OCCURRENCE,EVENT
with,23,9,ADP,,0,0
Iran,23,10,PROPN,,0,0
",",23,11,PUNCT,,0,0
which,23,12,DET,,0,0
had,23,13,AUX,,0,0
condemned,23,14,NOUN,e87,OCCURRENCE,EVENT
Iraq,23,15,PROPN,,0,0
's,23,16,PART,,0,0
invasion,23,17,NOUN,e88,OCCURRENCE,EVENT
of,23,18,ADP,,0,0
Kuwait,23,19,PROPN,,0,0
on,23,20,ADP,,0,0
Aug.,23,21,PROPN,,0,0
2,23,22,NUM,,0,0
but,23,23,CCONJ,,0,0
also,23,24,ADV,,0,0
criticized,23,25,VERB,e90,OCCURRENCE,EVENT
the,23,26,DET,,0,0
multinational,23,27,ADJ,,0,0
force,23,28,NOUN,,0,0
dispatched,23,29,NOUN,e91,OCCURRENCE,EVENT
to,23,30,ADP,,0,0
Saudi,23,31,PROPN,,0,0
Arabia,23,32,PROPN,,0,0
.,23,33,PUNCT,,0,0
Saddam,24,0,PROPN,,0,0
said,24,1,NOUN,e92,REPORTING,EVENT
he,24,2,PRON,,0,0
sought,24,3,VERB,e93,I_ACTION,EVENT
to,24,4,ADP,,0,0
`,24,5,PUNCT,,0,0
`,24,6,PUNCT,,0,0
turn,24,7,NOUN,e94,OCCURRENCE,EVENT
the,24,8,DET,,0,0
gulf,24,9,PROPN,,0,0
into,24,10,ADP,,0,0
a,24,11,DET,,0,0
lake,24,12,NOUN,,0,0
of,24,13,ADP,,0,0
peace,24,14,PROPN,e95,STATE,EVENT
free,24,15,NOUN,e96,STATE,EVENT
of,24,16,ADP,,0,0
foreign,24,17,ADJ,,0,0
fleets,24,18,NOUN,,0,0
and,24,19,CCONJ,,0,0
forces,24,20,NOUN,,0,0
that,24,21,DET,,0,0
harbor,24,22,NUM,e97,OCCURRENCE,EVENT
ill,24,23,ADJ,,0,0
intentions,24,24,NOUN,,0,0
against,24,25,ADP,,0,0
us,24,26,PRON,,0,0
.,24,27,PUNCT,,0,0
',24,28,PUNCT,,0,0
',24,29,PUNCT,,0,0
In,25,0,ADP,,0,0
other,25,1,ADJ,,0,0
developments,25,2,NOUN,,0,0
:,25,3,PUNCT,,0,0
_,25,5,PROPN,,0,0
The,26,0,DET,,0,0
Pentagon,26,1,PROPN,,0,0
said,26,2,NOUN,e98,REPORTING,EVENT
that,26,3,DET,,0,0
Defense,26,4,PROPN,,0,0
Secretary,26,5,PROPN,,0,0
Dick,26,6,PROPN,,0,0
Cheney,26,7,PROPN,,0,0
is,26,8,AUX,,0,0
considering,26,9,NOUN,e99,I_STATE,EVENT
urging,26,10,PROPN,e100,I_ACTION,EVENT
Bush,26,11,PROPN,,0,0
to,26,12,PART,,0,0
order,26,13,VERB,e101,I_ACTION,EVENT
a,26,14,DET,,0,0
national,26,15,ADJ,,0,0
callup,26,16,PROPN,e102,OCCURRENCE,EVENT
of,26,17,ADP,,0,0
armed,26,18,ADJ,,0,0
forces,26,19,NOUN,,0,0
reserves,26,20,NOUN,,0,0
for,26,21,ADP,,0,0
active,26,22,ADJ,,0,0
duty,26,23,NOUN,e103,OCCURRENCE,EVENT
because,26,24,SCONJ,,0,0
of,26,25,ADP,,0,0
the,26,26,DET,,0,0
drain,26,27,PROPN,e104,OCCURRENCE,EVENT
on,26,28,ADP,,0,0
units,26,29,NOUN,,0,0
sending,26,30,PROPN,e106,OCCURRENCE,EVENT
soldiers,26,31,NOUN,,0,0
abroad,26,32,ADV,,0,0
.,26,33,PUNCT,,0,0
Bush,27,0,PROPN,,0,0
can,27,1,VERB,,0,0
call,27,2,VERB,e107,OCCURRENCE,EVENT
up,27,3,ADP,,0,0
to,27,4,PART,,0,0
"200,000",27,5,NUM,,0,0
reservists,27,6,NOUN,,0,0
for,27,7,ADP,,0,0
up,27,8,ADP,,0,0
to,27,9,PART,,0,0
180,27,10,NUM,,0,0
days,27,11,NOUN,,0,0
without,27,12,ADP,,0,0
seeking,27,13,PROPN,e110,I_ACTION,EVENT
congressional,27,14,ADJ,,0,0
approval,27,15,NOUN,e722,OCCURRENCE,EVENT
.,27,16,PUNCT,,0,0
_,28,0,PROPN,,0,0
Soviet,28,1,PROPN,,0,0
Foreign,28,2,PROPN,,0,0
Ministry,28,3,PROPN,,0,0
spokesman,28,4,NOUN,,0,0
Yuri,28,5,PROPN,,0,0
Gremitskikh,28,6,PROPN,,0,0
said,28,7,PROPN,e112,REPORTING,EVENT
special,28,8,ADJ,,0,0
ambassador,28,9,NOUN,,0,0
Mikhail,28,10,PROPN,,0,0
Sytenko,28,11,PROPN,,0,0
left,28,12,NOUN,e113,OCCURRENCE,EVENT
Tuesday,28,13,PROPN,,0,0
for,28,14,ADP,,0,0
consultations,28,15,PROPN,e116,OCCURRENCE,EVENT
with,28,16,ADP,,0,0
the,28,17,DET,,0,0
governments,28,18,NOUN,,0,0
of,28,19,ADP,,0,0
Syria,28,20,PROPN,,0,0
",",28,21,PUNCT,,0,0
Jordan,28,22,PROPN,,0,0
",",28,23,PUNCT,,0,0
Egypt,28,24,PROPN,,0,0
and,28,25,CCONJ,,0,0
other,28,26,ADJ,,0,0
Arab,28,27,ADJ,,0,0
countries,28,28,NOUN,,0,0
.,28,29,PUNCT,,0,0
Sytenko,29,0,PROPN,,0,0
",",29,1,PUNCT,,0,0
a,29,2,DET,,0,0
former,29,3,ADJ,,0,0
deputy,29,4,NOUN,,0,0
secretary,29,5,NOUN,,0,0
-,29,6,PUNCT,,0,0
general,29,7,ADJ,,0,0
of,29,8,ADP,,0,0
the,29,9,DET,,0,0
United,29,10,PROPN,,0,0
Nations,29,11,PROPN,,0,0
",",29,12,PUNCT,,0,0
is,29,13,AUX,,0,0
also,29,14,ADV,,0,0
expected,29,15,ADJ,e117,OCCURRENCE,EVENT
to,29,16,ADP,,0,0
visit,29,17,PROPN,e767,OCCURRENCE,EVENT
Baghdad,29,18,PROPN,,0,0
",",29,19,PUNCT,,0,0
Gremitskikh,29,20,PROPN,,0,0
said,29,21,PROPN,e118,REPORTING,EVENT
at,29,22,ADP,,0,0
a,29,23,DET,,0,0
regular,29,24,ADJ,,0,0
news,29,25,NOUN,,0,0
briefing,29,26,NOUN,e119,OCCURRENCE,EVENT
today,29,27,NOUN,,0,0
.,29,28,PUNCT,,0,0
The,30,0,DET,,0,0
outlook,30,1,NOUN,,0,0
darkened,30,2,VERB,e121,OCCURRENCE,EVENT
for,30,3,ADP,,0,0
about,30,4,ADV,,0,0
"3,000",30,5,NUM,,0,0
Americans,30,6,PROPN,,0,0
caught,30,7,ADJ,e122,OCCURRENCE,EVENT
in,30,8,ADP,,0,0
Iraq,30,9,PROPN,,0,0
and,30,10,CCONJ,,0,0
Kuwait,30,11,PROPN,,0,0
when,30,12,ADV,,0,0
Saddam,30,13,PROPN,,0,0
sent,30,14,VERB,e123,OCCURRENCE,EVENT
his,30,15,DET,,0,0
forces,30,16,NOUN,,0,0
into,30,17,ADP,,0,0
the,30,18,DET,,0,0
small,30,19,ADJ,,0,0
",",30,20,PUNCT,,0,0
oil,30,21,NOUN,,0,0
-,30,22,PUNCT,,0,0
rich,30,23,ADJ,,0,0
sultanate,30,24,NOUN,,0,0
.,30,25,PUNCT,,0,0
The,31,0,DET,,0,0
Iraqi,31,1,ADJ,,0,0
ambassador,31,2,NOUN,,0,0
to,31,3,ADP,,0,0
Greece,31,4,PROPN,,0,0
said,31,5,PROPN,e124,REPORTING,EVENT
in,31,6,ADP,,0,0
Athens,31,7,PROPN,,0,0
the,31,8,DET,,0,0
Americans,31,9,PROPN,,0,0
and,31,10,CCONJ,,0,0
other,31,11,ADJ,,0,0
stranded,31,12,ADJ,e1514,STATE,EVENT
foreigners,31,13,NOUN,,0,0
could,31,14,VERB,,0,0
leave,31,15,VERB,e126,OCCURRENCE,EVENT
`,31,16,PUNCT,,0,0
`,31,17,PUNCT,,0,0
as,31,18,ADV,,0,0
soon,31,19,ADV,,0,0
as,31,20,SCONJ,,0,0
the,31,21,DET,,0,0
threats,31,22,NOUN,e127,OCCURRENCE,EVENT
from,31,23,ADP,,0,0
the,31,24,DET,,0,0
United,31,25,PROPN,,0,0
States,31,26,PROPN,,0,0
and,31,27,CCONJ,,0,0
its,31,28,DET,,0,0
allies,31,29,NOUN,,0,0
are,31,30,AUX,,0,0
eliminated,31,31,ADJ,e128,OCCURRENCE,EVENT
.,31,32,PUNCT,,0,0
',31,33,PUNCT,,0,0
',31,34,PUNCT,,0,0
ABC,32,0,PROPN,,0,0
quoted,32,1,VERB,e129,REPORTING,EVENT
an,33,0,DET,,0,0
Iraqi,33,1,ADJ,,0,0
Foreign,33,2,PROPN,,0,0
Ministry,33,3,PROPN,,0,0
official,33,4,NOUN,,0,0
in,33,5,ADP,,0,0
Baghdad,33,6,PROPN,,0,0
as,33,7,SCONJ,,0,0
saying,33,8,PROPN,e130,REPORTING,EVENT
Americans,33,9,PROPN,,0,0
in,33,10,ADP,,0,0
Iraq,33,11,PROPN,,0,0
are,33,12,AUX,,0,0
`,33,13,PUNCT,,0,0
`,33,14,PUNCT,,0,0
restrictees,33,15,NOUN,,0,0
',33,16,PUNCT,,0,0
',33,17,PUNCT,,0,0
who,33,18,PRON,,0,0
will,33,19,VERB,,0,0
stay,33,20,VERB,e131,STATE,EVENT
there,33,21,ADV,,0,0
until,33,22,ADP,,0,0
the,33,23,DET,,0,0
crisis,33,24,PROPN,e132,OCCURRENCE,EVENT
ends,33,25,PROPN,e133,ASPECTUAL,EVENT
.,33,26,PUNCT,,0,0
The,34,0,DET,,0,0
Soviet,34,1,PROPN,,0,0
Foreign,34,2,PROPN,,0,0
Ministry,34,3,PROPN,,0,0
said,34,4,ADJ,e134,REPORTING,EVENT
Soviet,34,5,ADJ,,0,0
women,34,6,NOUN,,0,0
",",34,7,PUNCT,,0,0
children,34,8,NOUN,,0,0
and,34,9,CCONJ,,0,0
invalids,34,10,NOUN,,0,0
would,34,11,VERB,,0,0
be,34,12,AUX,,0,0
permitted,34,13,NOUN,e136,I_ACTION,EVENT
to,34,14,ADP,,0,0
leave,34,15,VERB,e137,OCCURRENCE,EVENT
Iraq,34,16,PROPN,,0,0
.,34,17,PUNCT,,0,0
Spokesman,35,0,NOUN,,0,0
Yuri,35,1,PROPN,,0,0
Gremitskikh,35,2,PROPN,,0,0
said,35,3,PROPN,e138,REPORTING,EVENT
the,36,0,DET,,0,0
first,36,1,ADJ,,0,0
group,36,2,NOUN,,0,0
of,36,3,ADP,,0,0
230,36,4,NUM,,0,0
evacuees,36,5,NOUN,,0,0
was,36,6,AUX,,0,0
assembling,36,7,ADJ,e139,OCCURRENCE,EVENT
in,36,8,ADP,,0,0
Baghdad,36,9,PROPN,,0,0
today,36,10,NOUN,,0,0
",",36,11,PUNCT,,0,0
but,36,12,CCONJ,,0,0
evacuation,36,13,PROPN,e145,OCCURRENCE,EVENT
plans,36,14,PROPN,e143,I_STATE,EVENT
were,36,15,AUX,,0,0
hampered,36,16,NOUN,e144,OCCURRENCE,EVENT
by,36,17,ADP,,0,0
desert,36,18,PROPN,,0,0
heat,36,19,PROPN,,0,0
and,36,20,CCONJ,,0,0
lack,36,21,NOUN,,0,0
of,36,22,ADP,,0,0
transportation,36,23,NOUN,,0,0
.,36,24,PUNCT,,0,0
Nearly,37,0,ADV,,0,0
"9,000",37,1,NUM,,0,0
Soviets,37,2,PROPN,,0,0
were,37,3,AUX,,0,0
among,37,4,ADP,,0,0
the,37,5,DET,,0,0
hundreds,37,6,NOUN,,0,0
of,37,7,ADP,,0,0
thousands,37,8,NOUN,,0,0
of,37,9,ADP,,0,0
foreigners,37,10,NOUN,,0,0
trapped,37,11,VERB,e146,STATE,EVENT
in,37,12,ADP,,0,0
Iraq,37,13,PROPN,,0,0
and,37,14,CCONJ,,0,0
Kuwait,37,15,PROPN,,0,0
.,37,16,PUNCT,,0,0
Iraq,38,0,PROPN,,0,0
has,38,1,AUX,,0,0
agreed,38,2,NOUN,e147,I_ACTION,EVENT
to,38,3,ADP,,0,0
allow,38,4,NOUN,e148,I_ACTION,EVENT
all,38,5,DET,,0,0
880,38,6,NUM,,0,0
Soviets,38,7,PROPN,,0,0
in,38,8,ADP,,0,0
