token,sentence,idx,pos,event_id,label,simple_label
said,8,5,VERB,e9,REPORTING,EVENT
the,9,0,DET,,0,0
economy,9,1,NOUN,,0,0
added,9,2,NUM,e10,OCCURRENCE,EVENT
"358,000",9,3,NUM,,0,0
jobs,9,4,NOUN,,0,0
last,9,5,ADJ,,0,0
month,9,6,NOUN,,0,0
",",9,7,PUNCT,,0,0
far,9,8,ADV,,0,0
above,9,9,ADP,,0,0
the,9,10,DET,,0,0
"235,000",9,11,NUM,,0,0
forecast,9,12,NUM,e12,OCCURRENCE,EVENT
by,9,13,ADP,,0,0
economists,9,14,NOUN,,0,0
.,9,15,PUNCT,,0,0
It,10,0,PRON,,0,0
was,10,1,AUX,,0,0
the,10,2,DET,,0,0
third,10,3,ADJ,,0,0
consecutive,10,4,ADJ,,0,0
month,10,5,NOUN,,0,0
that,10,6,SCONJ,,0,0
job,10,7,NOUN,,0,0
generation,10,8,NOUN,,0,0
has,10,9,AUX,,0,0
been,10,10,AUX,,0,0
exceptionally,10,11,ADV,,0,0
strong,10,12,ADJ,,0,0
.,10,13,PUNCT,,0,0
With,11,0,ADP,,0,0
growing,11,1,VERB,,0,0
opportunities,11,2,NOUN,,0,0
for,11,3,ADP,,0,0
work,11,4,NOUN,,0,0
drawing,11,5,NUM,e15,OCCURRENCE,EVENT
more,11,6,ADJ,,0,0
people,11,7,NOUN,,0,0
into,11,8,ADP,,0,0
the,11,9,DET,,0,0
labor,11,10,NOUN,,0,0
force,11,11,NOUN,,0,0
",",11,12,PUNCT,,0,0
the,11,13,DET,,0,0
unemployment,11,14,NOUN,,0,0
rate,11,15,NOUN,,0,0
remained,11,16,NOUN,e17,STATE,EVENT
at,11,17,ADP,,0,0
4.7,11,18,NUM,,0,0
percent,11,19,NOUN,,0,0
last,11,20,ADJ,,0,0
month,11,21,NOUN,,0,0
",",11,22,PUNCT,,0,0
just,11,23,ADV,,0,0
a,11,24,DET,,0,0
notch,11,25,NOUN,,0,0
above,11,26,ADP,,0,0
its,11,27,DET,,0,0
quarter,11,28,NOUN,,0,0
-,11,29,PUNCT,,0,0
century,11,30,NOUN,,0,0
low,11,31,NOUN,,0,0
.,11,32,PUNCT,,0,0
The,12,0,DET,,0,0
demand,12,1,NOUN,e229,OCCURRENCE,EVENT
for,12,2,ADP,,0,0
workers,12,3,NOUN,,0,0
also,12,4,ADV,,0,0
led,12,5,VERB,e231,OCCURRENCE,EVENT
employers,12,6,NOUN,,0,0
to,12,7,ADP,,0,0
raise,12,8,NOUN,e20,OCCURRENCE,EVENT
wages,12,9,NOUN,,0,0
again,12,10,ADV,,0,0
last,12,11,ADJ,,0,0
month,12,12,NOUN,,0,0
.,12,13,PUNCT,,0,0
Average,13,0,ADJ,,0,0
hourly,13,1,ADJ,,0,0
earnings,13,2,NOUN,,0,0
of,13,3,ADP,,0,0
production,13,4,NOUN,,0,0
and,13,5,CCONJ,,0,0
nonsupervisory,13,6,ADJ,,0,0
employees,13,7,NOUN,,0,0
rose,13,8,NUM,e23,OCCURRENCE,EVENT
4,13,9,NUM,,0,0
cents,13,10,NOUN,,0,0
",",13,11,PUNCT,,0,0
to,13,12,ADP,,0,0
$,13,13,SYM,,0,0
12.51,13,14,NUM,,0,0
.,13,15,PUNCT,,0,0
The,14,0,DET,,0,0
gain,14,1,NOUN,,0,0
left,14,2,NOUN,e24,OCCURRENCE,EVENT
wages,14,3,VERB,,0,0
3.8,14,4,NUM,,0,0
percent,14,5,NOUN,,0,0
higher,14,6,ADJ,,0,0
than,14,7,SCONJ,,0,0
a,14,8,DET,,0,0
year,14,9,NOUN,,0,0
earlier,14,10,ADV,,0,0
",",15,0,PUNCT,,0,0
extending,15,1,CCONJ,e26,ASPECTUAL,EVENT
a,15,2,DET,,0,0
trend,15,3,NOUN,e2018,OCCURRENCE,EVENT
that,15,4,DET,,0,0
has,15,5,AUX,,0,0
given,15,6,VERB,e27,OCCURRENCE,EVENT
back,15,7,ADV,,0,0
to,15,8,ADP,,0,0
workers,15,9,NOUN,,0,0
some,15,10,DET,,0,0
of,15,11,ADP,,0,0
the,15,12,DET,,0,0
earning,15,13,VERB,,0,0
power,15,14,NOUN,,0,0
they,15,15,PRON,,0,0
lost,15,16,VERB,e28,OCCURRENCE,EVENT
to,15,17,ADP,,0,0
inflation,15,18,NOUN,,0,0
in,15,19,ADP,,0,0
the,15,20,DET,,0,0
last,15,21,ADJ,,0,0
decade,15,22,NOUN,,0,0
.,15,23,PUNCT,,0,0
But,16,0,CCONJ,,0,0
economists,16,1,NOUN,,0,0
said,16,2,VERB,e30,REPORTING,EVENT
the,16,3,DET,,0,0
wage,16,4,NOUN,,0,0
increase,16,5,NOUN,e31,OCCURRENCE,EVENT
was,16,6,AUX,,0,0
not,16,7,PART,,0,0
enough,16,8,ADJ,,0,0
to,16,9,PART,,0,0
raise,16,10,VERB,e32,OCCURRENCE,EVENT
any,16,11,DET,,0,0
concerns,16,12,NOUN,,0,0
about,16,13,ADP,,0,0
higher,16,14,ADJ,,0,0
inflation,16,15,NOUN,,0,0
.,16,16,PUNCT,,0,0
And,17,0,CCONJ,,0,0
because,17,1,SCONJ,,0,0
the,17,2,DET,,0,0
Federal,17,3,PROPN,,0,0
Reserve,17,4,PROPN,,0,0
has,17,5,AUX,,0,0
made,17,6,NOUN,e34,OCCURRENCE,EVENT
clear,17,7,ADJ,,0,0
that,17,8,SCONJ,,0,0
it,17,9,PRON,,0,0
expects,17,10,VERB,e35,I_STATE,EVENT
the,17,11,DET,,0,0
economy,17,12,NOUN,,0,0
to,17,13,ADP,,0,0
slow,17,14,NOUN,e37,OCCURRENCE,EVENT
in,17,15,ADP,,0,0
coming,17,16,VERB,,0,0
months,17,17,NOUN,,0,0
as,17,18,SCONJ,,0,0
ripple,17,19,ADJ,,0,0
effects,17,20,NOUN,,0,0
from,17,21,ADP,,0,0
Asia,17,22,PROPN,,0,0
reach,17,23,VERB,e232,OCCURRENCE,EVENT
the,17,24,DET,,0,0
United,17,25,PROPN,,0,0
States,17,26,PROPN,,0,0
",",17,27,PUNCT,,0,0
investors,17,28,NOUN,,0,0
disregarded,17,29,NUM,e39,OCCURRENCE,EVENT
the,17,30,DET,,0,0
large,17,31,ADJ,,0,0
jobs,17,32,NOUN,,0,0
gains,17,33,NOUN,,0,0
",",17,34,PUNCT,,0,0
betting,17,35,NOUN,e40,OCCURRENCE,EVENT
that,17,36,SCONJ,,0,0
neither,17,37,CCONJ,,0,0
a,17,38,DET,,0,0
rise,17,39,NOUN,e41,OCCURRENCE,EVENT
in,17,40,ADP,,0,0
interest,17,41,NOUN,,0,0
rates,17,42,NOUN,,0,0
nor,17,43,CCONJ,,0,0
resurgent,17,44,ADJ,,0,0
inflation,17,45,NOUN,e43,OCCURRENCE,EVENT
is,17,46,AUX,,0,0
looming,17,47,NOUN,e44,I_STATE,EVENT
.,17,48,PUNCT,,0,0
Stocks,18,0,NOUN,,0,0
rose,18,1,NUM,e45,OCCURRENCE,EVENT
",",18,2,PUNCT,,0,0
pushing,18,3,NOUN,e46,OCCURRENCE,EVENT
the,18,4,DET,,0,0
Dow,18,5,PROPN,,0,0
Jones,18,6,PROPN,,0,0
industrial,18,7,ADJ,,0,0
average,18,8,NOUN,,0,0
up,18,9,ADV,,0,0
72.24,18,10,NUM,,0,0
points,18,11,NOUN,,0,0
",",18,12,PUNCT,,0,0
to,18,13,ADP,,0,0
"8,189.49",18,14,NUM,,0,0
",",18,15,PUNCT,,0,0
leaving,18,16,NOUN,e47,OCCURRENCE,EVENT
the,18,17,DET,,0,0
index,18,18,NOUN,,0,0
within,18,19,ADP,,0,0
70,18,20,NUM,,0,0
points,18,21,NOUN,,0,0
of,18,22,ADP,,0,0
its,18,23,DET,,0,0
record,18,24,ADJ,,0,0
high,18,25,ADJ,,0,0
set,18,26,NOUN,e356,OCCURRENCE,EVENT
on,18,27,ADP,,0,0
Aug.,18,28,PROPN,,0,0
6,18,29,NUM,,0,0
.,18,30,PUNCT,,0,0
In,19,0,ADP,,0,0
the,19,1,DET,,0,0
bond,19,2,NOUN,,0,0
market,19,3,NOUN,,0,0
",",19,4,PUNCT,,0,0
a,19,5,DET,,0,0
sensitive,19,6,ADJ,,0,0
barometer,19,7,NOUN,,0,0
of,19,8,ADP,,0,0
inflation,19,9,NOUN,,0,0
anxiety,19,10,NOUN,,0,0
",",19,11,PUNCT,,0,0
prices,19,12,NOUN,,0,0
edged,19,13,PRON,e52,OCCURRENCE,EVENT
up,19,14,ADV,,0,0
",",19,15,PUNCT,,0,0
pushing,19,16,VERB,e53,OCCURRENCE,EVENT
down,19,17,ADP,,0,0
the,19,18,DET,,0,0
yield,19,19,NOUN,,0,0
on,19,20,ADP,,0,0
the,19,21,DET,,0,0
benchmark,19,22,ADJ,,0,0
30-year,19,23,NUM,,0,0
Treasury,19,24,PROPN,,0,0
bond,19,25,NOUN,,0,0
to,19,26,ADP,,0,0
5.92,19,27,NUM,,0,0
percent,19,28,NOUN,,0,0
from,19,29,ADP,,0,0
5.93,19,30,NUM,,0,0
percent,19,31,NOUN,,0,0
.,19,32,PUNCT,,0,0
`,20,0,PUNCT,,0,0
`,20,1,PUNCT,,0,0
Job,20,2,PROPN,,0,0
creation,20,3,NOUN,e55,OCCURRENCE,EVENT
is,20,4,AUX,,0,0
sturdy,20,5,ADJ,,0,0
and,20,6,CCONJ,,0,0
we,20,7,PRON,,0,0
have,20,8,AUX,,0,0
effective,20,9,ADJ,,0,0
price,20,10,NOUN,,0,0
stability,20,11,NOUN,,0,0
",",20,12,PUNCT,,0,0
',20,13,PUNCT,,0,0
',20,14,PUNCT,,0,0
said,20,15,NOUN,e57,REPORTING,EVENT
Paul,20,16,PROPN,,0,0
McCulley,20,17,PROPN,,0,0
",",20,18,PUNCT,,0,0
an,20,19,DET,,0,0
economist,20,20,NOUN,,0,0
at,20,21,ADP,,0,0
UBS,20,22,PROPN,,0,0
Securities,20,23,PROPN,,0,0
.,20,24,PUNCT,,0,0
`,21,0,PUNCT,,0,0
`,21,1,PUNCT,,0,0
The,21,2,DET,,0,0
bottom,21,3,ADJ,,0,0
line,21,4,NOUN,,0,0
is,21,5,AUX,,0,0
that,21,6,SCONJ,,0,0
we,21,7,PRON,,0,0
've,21,8,AUX,,0,0
got,21,9,VERB,,0,0
a,21,10,DET,,0,0
lovely,21,11,ADJ,,0,0
economy,21,12,NOUN,,0,0
.,21,13,PUNCT,,0,0
',21,14,PUNCT,,0,0
',21,15,PUNCT,,0,0
With,22,0,ADP,,0,0
potential,22,1,ADJ,,0,0
inflation,22,2,NOUN,,0,0
counterbalanced,22,3,VERB,e61,OCCURRENCE,EVENT
by,22,4,ADP,,0,0
worries,22,5,NOUN,,0,0
about,22,6,ADP,,0,0
possible,22,7,ADJ,,0,0
price,22,8,NOUN,,0,0
declines,22,9,NOUN,e246,OCCURRENCE,EVENT
",",22,10,PUNCT,,0,0
the,22,11,DET,,0,0
Fed,22,12,PROPN,,0,0
and,22,13,CCONJ,,0,0
its,22,14,DET,,0,0
chairman,22,15,NOUN,,0,0
",",22,16,PUNCT,,0,0
Alan,22,17,PROPN,,0,0
Greenspan,22,18,PROPN,,0,0
",",22,19,PUNCT,,0,0
have,22,20,AUX,,0,0
suggested,22,21,NOUN,e62,I_ACTION,EVENT
that,22,22,SCONJ,,0,0
they,22,23,PRON,,0,0
intend,22,24,VERB,e63,I_ACTION,EVENT
to,22,25,ADP,,0,0
keep,22,26,NOUN,e65,OCCURRENCE,EVENT
interest,22,27,NOUN,,0,0
rates,22,28,NOUN,,0,0
unchanged,22,29,ADJ,,0,0
until,22,30,ADP,,0,0
the,22,31,DET,,0,0
economy,22,32,NOUN,,0,0
tilts,22,33,NOUN,e66,OCCURRENCE,EVENT
clearly,22,34,ADV,,0,0
in,22,35,ADP,,0,0
one,22,36,NUM,,0,0
direction,22,37,NOUN,,0,0
or,22,38,CCONJ,,0,0
another,22,39,DET,,0,0
.,22,40,PUNCT,,0,0
The,23,0,DET,,0,0
job,23,1,NOUN,,0,0
figures,23,2,NOUN,,0,0
for,23,3,ADP,,0,0
January,23,4,PROPN,,0,0
extended,23,5,NOUN,e69,ASPECTUAL,EVENT
a,23,6,DET,,0,0
surge,23,7,NOUN,e70,OCCURRENCE,EVENT
in,23,8,ADP,,0,0
employment,23,9,NOUN,,0,0
gains,23,10,ADJ,e250,OCCURRENCE,EVENT
that,23,11,SCONJ,,0,0
began,23,12,NUM,e72,ASPECTUAL,EVENT
last,23,13,ADJ,,0,0
fall,23,14,NOUN,,0,0
",",23,15,PUNCT,,0,0
just,23,16,ADV,,0,0
when,23,17,ADV,,0,0
the,23,18,DET,,0,0
labor,23,19,NOUN,,0,0
market,23,20,NOUN,,0,0
had,23,21,AUX,,0,0
showed,23,22,NOUN,e75,OCCURRENCE,EVENT
signs,23,23,NOUN,,0,0
of,23,24,ADP,,0,0
cooling,23,25,NOUN,,0,0
.,23,26,PUNCT,,0,0
After,24,0,ADP,,0,0
accounting,24,1,NUM,e78,OCCURRENCE,EVENT
for,24,2,ADP,,0,0
a,24,3,DET,,0,0
small,24,4,ADJ,,0,0
downward,24,5,ADJ,,0,0
revision,24,6,NOUN,e395,OCCURRENCE,EVENT
Friday,24,7,PROPN,,0,0
to,24,8,ADP,,0,0
December,24,9,PROPN,,0,0
's,24,10,PART,,0,0
figures,24,11,NOUN,,0,0
",",24,12,PUNCT,,0,0
the,24,13,DET,,0,0
economy,24,14,NOUN,,0,0
has,24,15,AUX,,0,0
been,24,16,AUX,,0,0
creating,24,17,NOUN,e81,OCCURRENCE,EVENT
jobs,24,18,NOUN,,0,0
at,24,19,ADP,,0,0
a,24,20,DET,,0,0
rate,24,21,NOUN,,0,0
of,24,22,ADP,,0,0
"358,000",24,23,NUM,,0,0
a,24,24,DET,,0,0
month,24,25,NOUN,,0,0
for,24,26,ADP,,0,0
the,24,27,DET,,0,0
last,24,28,ADJ,,0,0
four,24,29,NUM,,0,0
months,24,30,NOUN,,0,0
_,24,31,PROPN,,0,0
and,24,32,CCONJ,,0,0
"381,000",24,33,NUM,,0,0
over,24,34,ADP,,0,0
the,24,35,DET,,0,0
last,24,36,ADJ,,0,0
three,24,37,NUM,,0,0
months,24,38,NOUN,,0,0
_,24,39,PROPN,,0,0
after,24,40,ADP,,0,0
averaging,24,41,NUM,e85,OCCURRENCE,EVENT
"242,000",24,42,NUM,,0,0
for,24,43,ADP,,0,0
the,24,44,DET,,0,0
first,24,45,ADJ,,0,0
nine,24,46,NUM,,0,0
months,24,47,NOUN,,0,0
of,24,48,ADP,,0,0
1997,24,49,NUM,,0,0
.,24,50,PUNCT,,0,0
The,25,0,DET,,0,0
surge,25,1,NOUN,,0,0
in,25,2,ADP,,0,0
jobs,25,3,NOUN,,0,0
reflects,25,4,VERB,e89,OCCURRENCE,EVENT
a,25,5,DET,,0,0
remarkable,25,6,ADJ,,0,0
confluence,25,7,NOUN,,0,0
of,25,8,ADP,,0,0
positive,25,9,ADJ,,0,0
and,25,10,CCONJ,,0,0
self,25,11,NOUN,,0,0
-,25,12,PUNCT,,0,0
reinforcing,25,13,VERB,,0,0
economic,25,14,ADJ,,0,0
forces,25,15,NOUN,,0,0
.,25,16,PUNCT,,0,0
Inflation,26,0,NOUN,,0,0
has,26,1,AUX,,0,0
been,26,2,AUX,,0,0
almost,26,3,ADV,,0,0
nonexistent,26,4,ADJ,,0,0
",",26,5,PUNCT,,0,0
and,26,6,CCONJ,,0,0
consumer,26,7,NOUN,,0,0
confidence,26,8,NOUN,,0,0
has,26,9,AUX,,0,0
been,26,10,AUX,,0,0
extremely,26,11,ADV,,0,0
strong,26,12,ADJ,,0,0
.,26,13,PUNCT,,0,0
After,27,0,ADP,,0,0
a,27,1,DET,,0,0
short,27,2,ADJ,,0,0
",",27,3,PUNCT,,0,0
sharp,27,4,ADJ,,0,0
drop,27,5,NOUN,e251,OCCURRENCE,EVENT
when,27,6,ADV,,0,0
Asia,27,7,PROPN,,0,0
's,27,8,PART,,0,0
financial,27,9,ADJ,,0,0
problems,27,10,NOUN,,0,0
first,27,11,ADV,,0,0
became,27,12,NOUN,e93,OCCURRENCE,EVENT
clear,27,13,ADJ,,0,0
",",27,14,PUNCT,,0,0
the,27,15,DET,,0,0
stock,27,16,NOUN,,0,0
market,27,17,NOUN,,0,0
has,27,18,AUX,,0,0
rebounded,27,19,NOUN,e95,OCCURRENCE,EVENT
and,27,20,CCONJ,,0,0
corporate,27,21,ADJ,,0,0
profits,27,22,NOUN,,0,0
have,27,23,AUX,,0,0
remained,27,24,VERB,e96,STATE,EVENT
healthy,27,25,ADJ,,0,0
.,27,26,PUNCT,,0,0
Long,28,0,ADJ,,0,0
-,28,1,PUNCT,,0,0
term,28,2,NOUN,,0,0
interest,28,3,NOUN,,0,0
rates,28,4,NOUN,,0,0
",",28,5,PUNCT,,0,0
an,28,6,DET,,0,0
important,28,7,ADJ,,0,0
indicator,28,8,NOUN,,0,0
of,28,9,ADP,,0,0
economic,28,10,ADJ,,0,0
stability,28,11,NOUN,,0,0
",",28,12,PUNCT,,0,0
have,28,13,AUX,,0,0
fallen,28,14,NOUN,e98,OCCURRENCE,EVENT
in,28,15,ADP,,0,0
the,28,16,DET,,0,0
last,28,17,ADJ,,0,0
few,28,18,ADJ,,0,0
months,28,19,NOUN,,0,0
.,28,20,PUNCT,,0,0
Lower,29,0,ADJ,,0,0
rates,29,1,NOUN,,0,0
have,29,2,AUX,,0,0
helped,29,3,VERB,e99,I_ACTION,EVENT
invigorate,29,4,PROPN,e100,OCCURRENCE,EVENT
housing,29,5,NOUN,,0,0
and,29,6,CCONJ,,0,0
other,29,7,ADJ,,0,0
interest,29,8,NOUN,,0,0
-,29,9,PUNCT,,0,0
sensitive,29,10,ADJ,,0,0
sectors,29,11,NOUN,,0,0
of,29,12,ADP,,0,0
the,29,13,DET,,0,0
economy,29,14,NOUN,,0,0
by,29,15,ADP,,0,0
making,29,16,PROPN,e101,OCCURRENCE,EVENT
loans,29,17,NOUN,,0,0
more,29,18,ADV,,0,0
affordable,29,19,ADJ,,0,0
",",29,20,PUNCT,,0,0
and,29,21,CCONJ,,0,0
have,29,22,AUX,,0,0
allowed,29,23,PROPN,e102,I_ACTION,EVENT
companies,29,24,NOUN,,0,0
to,29,25,ADP,,0,0
continue,29,26,NOUN,e104,ASPECTUAL,EVENT
investing,29,27,PROPN,e105,OCCURRENCE,EVENT
heavily,29,28,ADV,,0,0
in,29,29,ADP,,0,0
more,29,30,ADV,,0,0
efficient,29,31,ADJ,,0,0
equipment,29,32,NOUN,,0,0
.,29,33,PUNCT,,0,0
The,30,0,DET,,0,0
likelihood,30,1,NOUN,,0,0
that,30,2,SCONJ,,0,0
the,30,3,DET,,0,0
federal,30,4,ADJ,,0,0
budget,30,5,NOUN,,0,0
will,30,6,VERB,,0,0
soon,30,7,ADV,,0,0
move,30,8,VERB,e107,OCCURRENCE,EVENT
from,30,9,ADP,,0,0
deficit,30,10,NOUN,,0,0
into,30,11,ADP,,0,0
surplus,30,12,NOUN,,0,0
has,30,13,AUX,,0,0
further,30,14,ADV,,0,0
improved,30,15,VERB,e109,OCCURRENCE,EVENT
the,30,16,DET,,0,0
outlook,30,17,NOUN,,0,0
.,30,18,PUNCT,,0,0
The,31,0,DET,,0,0
less,31,1,ADJ,,0,0
money,31,2,NOUN,,0,0
the,31,3,DET,,0,0
government,31,4,NOUN,,0,0
needs,31,5,VERB,,0,0
to,31,6,PART,,0,0
borrow,31,7,VERB,,0,0
",",31,8,PUNCT,,0,0
the,31,9,DET,,0,0
more,31,10,ADV,,0,0
is,31,11,AUX,,0,0
freed,31,12,VERB,,0,0
for,31,13,ADP,,0,0
private,31,14,ADJ,,0,0
investment,31,15,NOUN,,0,0
.,31,16,PUNCT,,0,0
President,32,0,PROPN,,0,0
Clinton,32,1,PROPN,,0,0
welcomed,32,2,VERB,e115,OCCURRENCE,EVENT
the,32,3,DET,,0,0
job,32,4,NOUN,,0,0
figures,32,5,NOUN,,0,0
at,32,6,ADP,,0,0
a,32,7,DET,,0,0
news,32,8,NOUN,,0,0
conference,32,9,PROPN,e254,OCCURRENCE,EVENT
Friday,32,10,PROPN,,0,0
.,32,11,PUNCT,,0,0
His,33,0,DET,,0,0
advisers,33,1,NOUN,,0,0
said,33,2,VERB,e117,REPORTING,EVENT
the,33,3,DET,,0,0
results,33,4,NOUN,,0,0
reflected,33,5,PROPN,e256,OCCURRENCE,EVENT
not,33,6,PART,,0,0
just,33,7,ADV,,0,0
from,33,8,ADP,,0,0
balancing,33,9,PROPN,e122,OCCURRENCE,EVENT
the,33,10,DET,,0,0
budget,33,11,NOUN,,0,0
",",33,12,PUNCT,,0,0
but,33,13,CCONJ,,0,0
also,33,14,ADV,,0,0
initiatives,33,15,PROPN,e257,OCCURRENCE,EVENT
like,33,16,SCONJ,,0,0
improved,33,17,VERB,,0,0
access,33,18,NOUN,,0,0
to,33,19,ADP,,0,0
education,33,20,NOUN,,0,0
and,33,21,CCONJ,,0,0
training,33,22,NOUN,,0,0
and,33,23,CCONJ,,0,0
the,33,24,DET,,0,0
opening,33,25,NOUN,,0,0
of,33,26,ADP,,0,0
foreign,33,27,ADJ,,0,0
markets,33,28,NOUN,,0,0
to,33,29,PART,,0,0
trade,33,30,VERB,,0,0
.,33,31,PUNCT,,0,0
`,34,0,PUNCT,,0,0
`,34,1,PUNCT,,0,0
There,34,2,PRON,,0,0
are,34,3,AUX,,0,0
enormous,34,4,ADJ,,0,0
economic,34,5,ADJ,,0,0
and,34,6,CCONJ,,0,0
social,34,7,ADJ,,0,0
benefits,34,8,NOUN,,0,0
from,34,9,ADP,,0,0
our,34,10,DET,,0,0
nation,34,11,NOUN,,0,0
's,34,12,PART,,0,0
high,34,13,ADJ,,0,0
-,34,14,PUNCT,,0,0
employment,34,15,NOUN,,0,0
economy,34,16,NOUN,,0,0
",",34,17,PUNCT,,0,0
',34,18,PUNCT,,0,0
',34,19,PUNCT,,0,0
said,34,20,VERB,,0,0
Janet,34,21,PROPN,,0,0
Yellen,34,22,PROPN,,0,0
",",34,23,PUNCT,,0,0
the,34,24,DET,,0,0
chairwoman,34,25,NOUN,,0,0
of,34,26,ADP,,0,0
the,34,27,DET,,0,0
White,34,28,PROPN,,0,0
House,34,29,PROPN,,0,0
's,34,30,PART,,0,0
Council,34,31,PROPN,,0,0
of,34,32,ADP,,0,0
Economic,34,33,PROPN,,0,0
Advisers,34,34,PROPN,,0,0
.,34,35,PUNCT,,0,0
Some,35,0,DET,,0,0
of,35,1,ADP,,0,0
the,35,2,DET,,0,0
biggest,35,3,ADJ,,0,0
employment,35,4,NOUN,,0,0
gains,35,5,NOUN,,0,0
came,35,6,VERB,e134,OCCURRENCE,EVENT
in,35,7,ADP,,0,0
the,35,8,DET,,0,0
construction,35,9,NOUN,,0,0
industry,35,10,NOUN,,0,0
",",35,11,PUNCT,,0,0
which,35,12,DET,,0,0
added,35,13,VERB,e137,OCCURRENCE,EVENT
"92,000",35,14,NUM,,0,0
jobs,35,15,NOUN,,0,0
in,35,16,ADP,,0,0
January,35,17,PROPN,,0,0
.,35,18,PUNCT,,0,0
The,36,0,DET,,0,0
increase,36,1,NOUN,,0,0
reflected,36,2,VERB,e140,OCCURRENCE,EVENT
the,36,3,DET,,0,0
strength,36,4,NOUN,,0,0
of,36,5,ADP,,0,0
the,36,6,DET,,0,0
housing,36,7,NOUN,,0,0
industry,36,8,NOUN,,0,0
",",36,9,PUNCT,,0,0
which,36,10,DET,,0,0
has,36,11,AUX,,0,0
been,36,12,AUX,,0,0
helped,36,13,VERB,e258,OCCURRENCE,EVENT
not,36,14,PART,,0,0
just,36,15,ADV,,0,0
by,36,16,ADP,,0,0
declining,36,17,VERB,,0,0
interest,36,18,NOUN,,0,0
rates,36,19,NOUN,,0,0
but,36,20,CCONJ,,0,0
also,36,21,ADV,,0,0
by,36,22,ADP,,0,0
unusually,36,23,ADV,,0,0
warm,36,24,ADJ,,0,0
weather,36,25,NOUN,,0,0
.,36,26,PUNCT,,0,0
Service,37,0,NOUN,,0,0
industries,37,1,NOUN,,0,0
also,37,2,ADV,,0,0
showed,37,3,ADJ,e145,OCCURRENCE,EVENT
solid,37,4,ADJ,,0,0
job,37,5,NOUN,,0,0
gains,37,6,NOUN,,0,0
",",37,7,PUNCT,,0,0
as,37,8,SCONJ,,0,0
