token,sentence,idx,pos,event_id,label,simple_label
One,8,0,NUM,,0,0
GOP,8,1,PROPN,,0,0
source,8,2,NOUN,,0,0
",",8,3,PUNCT,,0,0
reporting,8,4,NOUN,e21,OCCURRENCE,EVENT
on,8,5,ADP,,0,0
a,8,6,DET,,0,0
call,8,7,NOUN,e80,OCCURRENCE,EVENT
from,8,8,ADP,,0,0
the,8,9,DET,,0,0
chief,8,10,NOUN,,0,0
of,8,11,ADP,,0,0
staff,8,12,NOUN,,0,0
to,8,13,ADP,,0,0
a,8,14,DET,,0,0
Republican,8,15,ADJ,,0,0
leader,8,16,NOUN,,0,0
",",8,17,PUNCT,,0,0
said,8,18,NOUN,e24,REPORTING,EVENT
Sununu,8,19,PROPN,,0,0
lamented,8,20,NOUN,e25,OCCURRENCE,EVENT
that,8,21,SCONJ,,0,0
"""",8,22,PUNCT,,0,0
the,8,23,DET,,0,0
noose,8,24,NOUN,,0,0
is,8,25,AUX,,0,0
tightening,8,26,NOUN,e26,OCCURRENCE,EVENT
around,8,27,ADP,,0,0
my,8,28,DET,,0,0
neck,8,29,NOUN,,0,0
",",8,30,PUNCT,,0,0
and,8,31,CCONJ,,0,0
I,8,32,PRON,,0,0
need,8,33,VERB,e28,I_STATE,EVENT
your,8,34,DET,,0,0
help,8,35,NOUN,e29,OCCURRENCE,EVENT
.,8,36,PUNCT,,0,0
"""",8,37,PUNCT,,0,0
;,8,38,PUNCT,,0,0
Another,8,40,DET,,0,0
highly,8,41,ADV,,0,0
placed,8,42,VERB,,0,0
source,8,43,NOUN,,0,0
said,8,44,NOUN,e30,REPORTING,EVENT
the,8,45,DET,,0,0
president,8,46,PROPN,,0,0
's,8,47,PART,,0,0
son,8,48,NOUN,,0,0
met,8,49,NOUN,e31,OCCURRENCE,EVENT
with,8,50,ADP,,0,0
Sununu,8,51,PROPN,,0,0
last,8,52,ADJ,,0,0
week,8,53,NOUN,,0,0
after,8,54,ADP,,0,0
holding,8,55,NOUN,e33,OCCURRENCE,EVENT
a,8,56,DET,,0,0
series,8,57,NOUN,,0,0
of,8,58,ADP,,0,0
conversations,8,59,NOUN,e35,OCCURRENCE,EVENT
about,8,60,ADP,,0,0
the,8,61,DET,,0,0
structure,8,62,NOUN,,0,0
of,8,63,ADP,,0,0
the,8,64,DET,,0,0
White,8,65,PROPN,,0,0
House,8,66,PROPN,,0,0
staff,8,67,NOUN,,0,0
and,8,68,CCONJ,,0,0
of,8,69,ADP,,0,0
the,8,70,DET,,0,0
campaign,8,71,NOUN,,0,0
with,8,72,ADP,,0,0
other,8,73,ADJ,,0,0
Bush,8,74,PROPN,,0,0
loyalists,8,75,NOUN,,0,0
and,8,76,CCONJ,,0,0
GOP,8,77,PROPN,,0,0
activists,8,78,NOUN,,0,0
.,8,79,PUNCT,,0,0
The,9,0,DET,,0,0
source,9,1,NOUN,,0,0
said,9,2,NOUN,e37,REPORTING,EVENT
the,9,3,DET,,0,0
younger,9,4,ADJ,,0,0
Bush,9,5,PROPN,,0,0
"""",10,0,PUNCT,,0,0
sketched,10,1,NOUN,e38,OCCURRENCE,EVENT
out,10,2,ADP,,0,0
for,10,3,ADP,,0,0
Sununu,10,4,PROPN,,0,0
"""",10,5,PUNCT,,0,0
problems,10,6,VERB,,0,0
the,10,7,DET,,0,0
president,10,8,NOUN,,0,0
is,10,9,AUX,,0,0
encountering,10,10,NOUN,e39,OCCURRENCE,EVENT
because,10,11,SCONJ,,0,0
of,10,12,ADP,,0,0
the,10,13,DET,,0,0
chief,10,14,NOUN,,0,0
of,10,15,ADP,,0,0
staff,10,16,NOUN,,0,0
's,10,17,PART,,0,0
tenure,10,18,NOUN,,0,0
.,10,19,PUNCT,,0,0
"""",11,0,PUNCT,,0,0
He,11,1,PRON,,0,0
was,11,2,AUX,,0,0
told,11,3,ADJ,e40,REPORTING,EVENT
.,11,4,PUNCT,,0,0
.,11,5,PUNCT,,0,0
.,11,6,PUNCT,,0,0
the,12,0,DET,,0,0
handwriting,12,1,NOUN,,0,0
was,12,2,AUX,,0,0
on,12,3,PROPN,e317,STATE,EVENT
the,12,4,DET,,0,0
wall,12,5,NOUN,,0,0
",",12,6,PUNCT,,0,0
"""",12,7,PUNCT,,0,0
the,12,8,DET,,0,0
source,12,9,NOUN,,0,0
said,12,10,NOUN,e43,REPORTING,EVENT
",",12,11,PUNCT,,0,0
was,12,12,AUX,,0,0
when,12,13,ADV,,0,0
Sununu,12,14,PROPN,,0,0
started,12,15,PROPN,e46,ASPECTUAL,EVENT
calling,12,16,NOUN,e47,OCCURRENCE,EVENT
congressional,12,17,ADJ,,0,0
Republicans,12,18,PROPN,,0,0
and,12,19,CCONJ,,0,0
asking,12,20,VERB,e48,I_ACTION,EVENT
them,12,21,PRON,,0,0
to,12,22,PART,,0,0
tell,12,23,VERB,e50,REPORTING,EVENT
Bush,12,24,PROPN,,0,0
that,12,25,SCONJ,,0,0
the,12,26,DET,,0,0
conservative,12,27,ADJ,,0,0
wing,12,28,NOUN,,0,0
of,12,29,ADP,,0,0
the,12,30,DET,,0,0
party,12,31,NOUN,,0,0
",",12,32,PUNCT,,0,0
in,12,33,ADP,,0,0
particular,12,34,ADJ,,0,0
",",12,35,PUNCT,,0,0
would,12,36,VERB,,0,0
object,12,37,VERB,e53,OCCURRENCE,EVENT
if,12,38,SCONJ,,0,0
he,12,39,PRON,,0,0
were,12,40,AUX,,0,0
met,12,41,NOUN,e31,OCCURRENCE,EVENT
with,12,42,ADP,,0,0
Sununu,12,43,PROPN,,0,0
Sunday,12,44,PROPN,,0,0
.,12,45,PUNCT,,0,0
A,13,0,DET,,0,0
source,13,1,NOUN,,0,0
said,13,2,VERB,e57,REPORTING,EVENT
the,13,3,DET,,0,0
outcome,13,4,NOUN,e58,OCCURRENCE,EVENT
of,13,5,ADP,,0,0
that,13,6,DET,,0,0
session,13,7,NOUN,e59,OCCURRENCE,EVENT
was,13,8,AUX,,0,0
unclear,13,9,ADJ,,0,0
.,13,10,PUNCT,,0,0
ANN,14,0,PROPN,,0,0
DEVROY,14,1,PROPN,,0,0
",",14,2,PUNCT,,0,0
Washington,14,3,PROPN,,0,0
Post,14,4,PROPN,,0,0
Washington,15,0,PROPN,,0,0
Morning,16,0,PROPN,,0,0
Final,16,1,PROPN,,0,0
San,17,0,PROPN,,0,0
Jose,17,1,PROPN,,0,0
Mercury,17,2,PROPN,,0,0
News,17,3,PROPN,,0,0
Tuesday,18,0,PROPN,,0,0
December,18,2,PROPN,,0,0
4A,18,4,NOUN,,0,0
Tuesday,19,0,PROPN,,0,0
",",19,1,PUNCT,,0,0
December,19,2,PROPN,,0,0
3,19,3,NUM,,0,0
",",19,4,PUNCT,,0,0
1991,19,5,NUM,,0,0
"00338157,SJ1",19,6,PROPN,,0,0
Copyright,20,0,NOUN,,0,0
1991,20,1,NUM,,0,0
",",20,2,PUNCT,,0,0
San,20,3,PROPN,,0,0
Jose,20,4,PROPN,,0,0
Mercury,20,5,PROPN,,0,0
News,20,6,PROPN,,0,0
